case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M70-15,0,0.000000,2,1,0.004238,1.116120,11.612039
M70-15,0,0.000000,2,2,0.003992,1.051545,5.154522
M70-15,0,0.000000,3,1,0.004234,1.115183,11.518273
M70-15,0,0.000000,3,2,0.004001,1.053750,5.374979
M70-15,0,0.000000,3,3,0.004009,1.056044,5.604391
M70-15,0,0.000000,4,2,0.004254,1.120514,12.051373
M70-15,0,0.000000,4,3,0.004294,1.130952,13.095185
M70-15,0,0.000000,5,1,0.004328,1.139973,13.997294
M70-15,0,0.000000,5,2,0.004111,1.082762,8.276213
M70-15,0,0.000000,5,3,0.004146,1.092123,9.212299
M70-15,0,0.000000,5,4,0.004474,1.178499,17.849890
M70-15,0,0.000000,5,5,0.003919,1.032289,3.228882
M70-15,0,0.000000,6,1,0.003907,1.029028,2.902806
M70-15,0,0.000000,6,2,0.003697,0.973872,-2.612831
M70-15,0,0.000000,6,3,0.003717,0.979000,-2.100012
M70-15,0,0.000000,6,4,0.004028,1.060993,6.099300
M70-15,0,0.000000,6,5,0.004196,1.105111,10.511072
M70-15,0,0.000000,7,2,0.004011,1.056326,5.632574
M70-15,0,0.000000,7,3,0.004032,1.061991,6.199124
M70-15,0,0.000000,7,5,0.004182,1.101544,10.154443
M70-15,0,0.000000,7,6,0.004053,1.067420,6.741970
M70-15,0,0.000000,7,7,0.003792,0.998736,-0.126435
M70-15,0,0.000000,8,1,0.004125,1.086421,8.642061
M70-15,0,0.000000,8,2,0.003934,1.036074,3.607373
M70-15,0,0.000000,8,3,0.003928,1.034485,3.448549
M70-15,0,0.000000,8,4,0.004140,1.090469,9.046890
M70-15,0,0.000000,8,5,0.003943,1.038571,3.857066
M70-15,0,0.000000,8,6,0.003802,1.001309,0.130896
M70-15,0,0.000000,8,7,0.003801,1.001190,0.119044
M70-15,0,0.000000,8,8,0.002984,0.786006,-21.399394
M70-15,0,0.000000,9,1,0.003062,0.806372,-19.362762
M70-15,0,0.000000,9,2,0.003068,0.808144,-19.185633
M70-15,0,0.000000,9,3,0.003063,0.806764,-19.323649
M70-15,0,0.000000,9,4,0.003083,0.811914,-18.808565
M70-15,0,0.000000,9,5,0.003065,0.807261,-19.273947
M70-15,0,0.000000,9,6,0.003039,0.800432,-19.956811
M70-15,0,0.000000,9,7,0.003047,0.802608,-19.739198
M70-15,0,0.000000,9,8,0.003139,0.826821,-17.317860
M70-15,0,0.000000,9,9,0.003232,0.851386,-14.861411
M70-15,1,0.100000,2,1,0.004246,1.118761,11.876125
M70-15,1,0.100000,2,2,0.004002,1.054594,5.459422
M70-15,1,0.100000,3,1,0.004240,1.117175,11.717505
M70-15,1,0.100000,3,2,0.004004,1.054897,5.489723
M70-15,1,0.100000,3,3,0.004012,1.057097,5.709735
M70-15,1,0.100000,4,2,0.004270,1.125101,12.510075
M70-15,1,0.100000,4,3,0.004301,1.133316,13.331628
M70-15,1,0.100000,5,1,0.004345,1.144767,14.476743
M70-15,1,0.100000,5,2,0.004104,1.081330,8.133026
M70-15,1,0.100000,5,3,0.004133,1.089040,8.903989
M70-15,1,0.100000,5,4,0.004449,1.172381,17.238089
M70-15,1,0.100000,5,5,0.003926,1.034416,3.441637
M70-15,1,0.100000,6,1,0.003921,1.033080,3.308049
M70-15,1,0.100000,6,2,0.003694,0.973290,-2.671002
M70-15,1,0.100000,6,3,0.003729,0.982520,-1.748006
M70-15,1,0.100000,6,4,0.004021,1.059453,5.945292
M70-15,1,0.100000,6,5,0.004173,1.099629,9.962944
M70-15,1,0.100000,7,2,0.004017,1.058344,5.834364
M70-15,1,0.100000,7,3,0.004056,1.068572,6.857221
M70-15,1,0.100000,7,5,0.004186,1.103044,10.304424
M70-15,1,0.100000,7,6,0.004033,1.062747,6.274651
M70-15,1,0.100000,7,7,0.003801,1.001459,0.145939
M70-15,1,0.100000,8,1,0.004137,1.090149,9.014918
M70-15,1,0.100000,8,2,0.003909,1.029937,2.993709
M70-15,1,0.100000,8,3,0.003916,1.031697,3.169718
M70-15,1,0.100000,8,4,0.004164,1.097266,9.726596
M70-15,1,0.100000,8,5,0.003927,1.034798,3.479843
M70-15,1,0.100000,8,6,0.003776,0.994846,-0.515413
M70-15,1,0.100000,8,7,0.003807,1.003114,0.311409
M70-15,1,0.100000,8,8,0.002992,0.788335,-21.166484
M70-15,1,0.100000,9,1,0.003056,0.805292,-19.470786
M70-15,1,0.100000,9,2,0.003058,0.805814,-19.418589
M70-15,1,0.100000,9,3,0.003044,0.802013,-19.798722
M70-15,1,0.100000,9,4,0.003073,0.809575,-19.042514
M70-15,1,0.100000,9,5,0.003059,0.806092,-19.390791
M70-15,1,0.100000,9,6,0.003023,0.796640,-20.335998
M70-15,1,0.100000,9,7,0.003051,0.803863,-19.613675
M70-15,1,0.100000,9,8,0.003129,0.824573,-17.542718
M70-15,1,0.100000,9,9,0.003230,0.850979,-14.902076
M70-15,2,0.400000,2,1,0.004241,1.118166,11.816647
M70-15,2,0.400000,2,2,0.003982,1.049924,4.992410
M70-15,2,0.400000,3,1,0.004237,1.117130,11.713021
M70-15,2,0.400000,3,2,0.003991,1.052331,5.233148
M70-15,2,0.400000,3,3,0.004027,1.061819,6.181859
M70-15,2,0.400000,4,2,0.004251,1.120851,12.085070
M70-15,2,0.400000,4,3,0.004277,1.127849,12.784870
M70-15,2,0.400000,5,1,0.004357,1.148761,14.876096
M70-15,2,0.400000,5,2,0.004117,1.085505,8.550474
M70-15,2,0.400000,5,3,0.004115,1.084996,8.499584
M70-15,2,0.400000,5,4,0.004454,1.174409,17.440887
M70-15,2,0.400000,5,5,0.003923,1.034433,3.443305
M70-15,2,0.400000,6,1,0.003896,1.027192,2.719247
M70-15,2,0.400000,6,2,0.003680,0.970291,-2.970913
M70-15,2,0.400000,6,3,0.003731,0.983749,-1.625103
M70-15,2,0.400000,6,4,0.004022,1.060421,6.042110
M70-15,2,0.400000,6,5,0.004172,1.099954,9.995426
M70-15,2,0.400000,7,2,0.003998,1.054114,5.411394
M70-15,2,0.400000,7,3,0.004039,1.064946,6.494581
M70-15,2,0.400000,7,5,0.004178,1.101750,10.174991
M70-15,2,0.400000,7,6,0.004053,1.068751,6.875067
M70-15,2,0.400000,7,7,0.003795,1.000674,0.067443
M70-15,2,0.400000,8,1,0.004121,1.086649,8.664910
M70-15,2,0.400000,8,2,0.003932,1.036898,3.689844
M70-15,2,0.400000,8,3,0.003919,1.033442,3.344162
M70-15,2,0.400000,8,4,0.004135,1.090290,9.029049
M70-15,2,0.400000,8,5,0.003938,1.038264,3.826429
M70-15,2,0.400000,8,6,0.003806,1.003551,0.355115
M70-15,2,0.400000,8,7,0.003795,1.000609,0.060851
M70-15,2,0.400000,8,8,0.002984,0.786898,-21.310181
M70-15,2,0.400000,9,1,0.003061,0.807111,-19.288935
M70-15,2,0.400000,9,2,0.003060,0.806777,-19.322343
M70-15,2,0.400000,9,3,0.003054,0.805311,-19.468895
M70-15,2,0.400000,9,4,0.003059,0.806526,-19.347393
M70-15,2,0.400000,9,5,0.003055,0.805496,-19.450385
M70-15,2,0.400000,9,6,0.003033,0.799714,-20.028630
M70-15,2,0.400000,9,7,0.003049,0.803978,-19.602184
M70-15,2,0.400000,9,8,0.003136,0.826972,-17.302785
M70-15,2,0.400000,9,9,0.003237,0.853498,-14.650242
M70-15,3,0.700000,2,1,0.004227,1.114193,11.419289
M70-15,3,0.700000,2,2,0.004009,1.056746,5.674622
M70-15,3,0.700000,3,1,0.004253,1.120961,12.096124
M70-15,3,0.700000,3,2,0.004001,1.054487,5.448746
M70-15,3,0.700000,3,3,0.004011,1.057065,5.706513
M70-15,3,0.700000,4,2,0.004251,1.120334,12.033396
M70-15,3,0.700000,4,3,0.004304,1.134303,13.430291
M70-15,3,0.700000,5,1,0.004368,1.151195,15.119480
M70-15,3,0.700000,5,2,0.004102,1.081213,8.121297
M70-15,3,0.700000,5,3,0.004135,1.089919,8.991853
M70-15,3,0.700000,5,4,0.004459,1.175211,17.521087
M70-15,3,0.700000,5,5,0.003901,1.028286,2.828645
M70-15,3,0.700000,6,1,0.003913,1.031201,3.120148
M70-15,3,0.700000,6,2,0.003692,0.973114,-2.688566
M70-15,3,0.700000,6,3,0.003736,0.984598,-1.540212
M70-15,3,0.700000,6,4,0.004023,1.060215,6.021473
M70-15,3,0.700000,6,5,0.004156,1.095332,9.533216
M70-15,3,0.700000,7,2,0.004018,1.058892,5.889164
M70-15,3,0.700000,7,3,0.004017,1.058855,5.885474
M70-15,3,0.700000,7,5,0.004186,1.103223,10.322330
M70-15,3,0.700000,7,6,0.004052,1.067906,6.790557
M70-15,3,0.700000,7,7,0.003796,1.000565,0.056466
M70-15,3,0.700000,8,1,0.004124,1.086985,8.698505
M70-15,3,0.700000,8,2,0.003911,1.030701,3.070070
M70-15,3,0.700000,8,3,0.003930,1.035801,3.580069
M70-15,3,0.700000,8,4,0.004119,1.085694,8.569358
M70-15,3,0.700000,8,5,0.003920,1.033057,3.305698
M70-15,3,0.700000,8,6,0.003800,1.001440,0.143969
M70-15,3,0.700000,8,7,0.003810,1.004247,0.424666
M70-15,3,0.700000,8,8,0.002982,0.786034,-21.396608
M70-15,3,0.700000,9,1,0.003073,0.810065,-18.993500
M70-15,3,0.700000,9,2,0.003062,0.807087,-19.291328
M70-15,3,0.700000,9,3,0.003058,0.805916,-19.408351
M70-15,3,0.700000,9,4,0.003065,0.807918,-19.208226
M70-15,3,0.700000,9,5,0.003056,0.805355,-19.464491
