case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
B012,uniform,0.4,0.0,0.0,0.6,0.0,0.0,0,0.0133809,0.0,0.0,0.00892057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B012,uniform,0.4,0.0,0.0,0.6,0.1,2.631578947368421,1,0.0133782,2.08278e-11,1.53676e-25,0.00892042,1.38877e-07,1.6902799999999999e-31,3.33263e-35,0.0,0.0,0.0,0.0,5.28955e-09,2.91429e-08
B012,uniform,0.4,0.0,0.0,0.6,0.400001,10.526342105263158,2,0.0133704,3.36204e-10,1.41501e-22,0.00891995,5.06696e-07,2.6394e-27,6.09388e-31,2.11837e-34,0.0,0.0,0.0,4.95216e-08,2.97801e-08
B012,uniform,0.4,0.0,0.0,0.6,0.700001,18.42107894736842,3,0.0133627,1.02774e-09,2.079e-21,0.00891949,8.07144e-07,1.1784e-25,3.12447e-29,1.90289e-32,1.2141599999999999e-36,5.15091e-36,0.0,1.01416e-07,2.97801e-08
B012,uniform,0.4,0.0,0.0,0.6,1.0,26.31578947368421,4,0.013355,2.09295e-09,1.1150799999999999e-20,0.00891902,1.05242e-06,1.26838e-24,3.85275e-28,3.35682e-31,3.05971e-35,1.29653e-34,0.0,1.53423e-07,2.97802e-08
B012,uniform,0.4,0.0,0.0,0.6,1.3,34.21052631578947,5,0.0133474,3.53168e-09,3.7570899999999994e-20,0.00891856,1.25291e-06,7.095900000000001e-24,2.45175e-27,2.77284e-30,3.2854200000000004e-34,1.39147e-33,0.0,2.04915e-07,2.97797e-08
B012,uniform,0.4,0.0,0.0,0.6,1.6,42.10526315789474,6,0.0133398,5.34021e-09,9.69954e-20,0.00891809,1.41664e-06,2.72757e-23,1.0629500000000001e-26,1.4802300000000001e-29,2.15722e-33,9.127350000000001e-33,7.85911e-37,2.55844e-07,2.97796e-08
B012,uniform,0.4,0.0,0.0,0.6,2.0,52.631578947368425,7,0.0133297,8.32736e-09,2.65394e-19,0.00891747,1.58937e-06,1.14277e-22,5.1572700000000004e-26,8.963760000000001e-29,1.6331500000000002e-32,6.90198e-32,7.542499999999999e-36,3.22881e-07,2.97767e-08
B012,uniform,0.4,0.0,0.0,0.6,2.5,65.78947368421053,8,0.0133171,1.29682e-08,7.15851e-19,0.0089167,1.74931e-06,4.71882e-22,2.50879e-25,5.44898e-28,1.24034e-31,5.23531e-31,7.225179999999999e-35,4.05303e-07,2.97741e-08
B012,uniform,0.4,0.0,0.0,0.6,3.0,78.94736842105263,9,0.0133046,1.86121e-08,1.5932200000000002e-18,0.00891592,1.86373e-06,1.4891699999999999e-21,9.14828e-25,2.38604e-27,6.51517e-31,2.74738e-30,4.592870000000001e-34,4.86214e-07,2.97735e-08
B012,uniform,0.4,0.0,0.0,0.6,4.00001,105.26342105263156,10,0.0132797,3.28846e-08,5.5298900000000004e-18,0.00891437,2.00447e-06,8.98012e-21,7.05436e-24,2.45559e-26,8.94695e-30,3.76697e-29,8.508450000000001e-33,6.43649e-07,2.97597e-08
B012,uniform,0.4,0.0,0.0,0.6,5.00001,131.5792105263158,11,0.0132548,5.10518e-08,1.43122e-17,0.00891281,2.07822e-06,3.5773699999999996e-20,3.4378500000000003e-23,1.49892e-25,6.83581e-29,2.87266e-28,8.17495e-32,7.95378e-07,2.97588e-08
B012,uniform,0.4,0.0,0.0,0.6,6.00001,157.89499999999998,12,0.01323,7.30825e-08,3.08731e-17,0.00891125,2.11695e-06,1.10021e-19,1.25353e-22,6.5650699999999995e-25,3.6004900000000003e-28,1.50984e-27,5.1973e-31,9.41628e-07,2.97583e-08
B012,uniform,0.4,0.0,0.0,0.6,7.00001,184.2107894736842,13,0.0132052,9.88769e-08,5.8859e-17,0.00890969,2.1379e-06,2.83294e-19,3.73989e-22,2.2902900000000003e-24,1.46697e-27,6.1416199999999994e-27,2.48281e-30,1.08258e-06,2.97574e-08
B012,uniform,0.4,0.0,0.0,0.6,8.00001,210.5265789473684,14,0.0131804,1.28398e-07,1.02558e-16,0.00890812,2.15054e-06,6.41097e-19,9.63285e-22,6.757360000000001e-24,4.95778e-27,2.0705800000000002e-26,9.61598e-30,1.21843e-06,2.97568e-08
B012,uniform,0.4,0.0,0.0,0.6,10.0,263.15789473684214,15,0.0131309,1.9836e-07,2.57711e-16,0.00890499,2.16411e-06,2.49929e-18,4.6755399999999996e-21,4.11524e-23,3.78741e-26,1.57692e-25,9.268500000000001e-29,1.47552e-06,2.9728e-08
B012,uniform,0.4,0.0,0.0,0.6,12.0,315.7894736842105,16,0.0130813,2.82521e-07,5.44334e-16,0.00890184,2.17235e-06,7.572410000000001e-18,1.69696e-20,1.80166e-22,1.996e-25,8.27856e-25,5.88286e-28,1.71421e-06,2.97261e-08
B012,uniform,0.4,0.0,0.0,0.6,14.0,368.42105263157896,17,0.0130318,3.8029e-07,1.0207e-15,0.00889869,2.17957e-06,1.92892e-17,5.04367e-20,6.26786e-22,8.13081e-25,3.36018e-24,2.8140499999999998e-27,1.93569e-06,2.97239e-08
B012,uniform,0.4,0.0,0.0,0.6,16.0,421.0526315789474,18,0.0129823,4.91505e-07,1.75641e-15,0.00889552,2.18644e-06,4.33096e-17,1.29504e-19,1.84635e-21,2.74623e-24,1.1303800000000001e-23,1.0906600000000001e-26,2.14116e-06,2.97217e-08
B012,uniform,0.4,0.0,0.0,0.6,18.0,473.6842105263158,19,0.0129328,6.15851e-07,2.82969e-15,0.00889235,2.19267e-06,8.83338e-17,2.97356e-19,4.78601e-21,8.035840000000001e-24,3.29487e-23,3.60877e-26,2.33168e-06,2.97195e-08
