case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M87-5,0,0.000000,2,1,0.004088,1.079141,7.914072
M87-5,0,0.000000,2,2,0.003876,1.023081,2.308088
M87-5,0,0.000000,3,1,0.004108,1.084388,8.438849
M87-5,0,0.000000,3,2,0.003876,1.023271,2.327094
M87-5,0,0.000000,3,3,0.003899,1.029295,2.929479
M87-5,0,0.000000,4,2,0.004153,1.096370,9.637020
M87-5,0,0.000000,4,3,0.004196,1.107505,10.750456
M87-5,0,0.000000,5,1,0.004259,1.124198,12.419818
M87-5,0,0.000000,5,2,0.004043,1.067280,6.728043
M87-5,0,0.000000,5,3,0.004069,1.074223,7.422291
M87-5,0,0.000000,5,4,0.004401,1.161666,16.166644
M87-5,0,0.000000,5,5,0.003928,1.036844,3.684440
M87-5,0,0.000000,6,1,0.003925,1.036134,3.613432
M87-5,0,0.000000,6,2,0.003710,0.979296,-2.070424
M87-5,0,0.000000,6,3,0.003753,0.990742,-0.925840
M87-5,0,0.000000,6,4,0.004054,1.070042,7.004158
M87-5,0,0.000000,6,5,0.004245,1.120595,12.059496
M87-5,0,0.000000,7,2,0.004044,1.067539,6.753913
M87-5,0,0.000000,7,3,0.004077,1.076184,7.618422
M87-5,0,0.000000,7,5,0.004261,1.124689,12.468917
M87-5,0,0.000000,7,6,0.004117,1.086706,8.670617
M87-5,0,0.000000,7,7,0.003874,1.022761,2.276147
M87-5,0,0.000000,8,1,0.004172,1.101275,10.127481
M87-5,0,0.000000,8,2,0.003967,1.047208,4.720796
M87-5,0,0.000000,8,3,0.003978,1.050022,5.002191
M87-5,0,0.000000,8,4,0.004177,1.102539,10.253924
M87-5,0,0.000000,8,5,0.003991,1.053419,5.341924
M87-5,0,0.000000,8,6,0.003849,1.016004,1.600377
M87-5,0,0.000000,8,7,0.003873,1.022495,2.249486
M87-5,0,0.000000,8,8,0.002981,0.786855,-21.314495
M87-5,0,0.000000,9,1,0.003084,0.814001,-18.599855
M87-5,0,0.000000,9,2,0.003058,0.807352,-19.264828
M87-5,0,0.000000,9,3,0.003061,0.808014,-19.198623
M87-5,0,0.000000,9,4,0.003072,0.810936,-18.906353
M87-5,0,0.000000,9,5,0.003045,0.803719,-19.628054
M87-5,0,0.000000,9,6,0.003027,0.799109,-20.089056
M87-5,0,0.000000,9,7,0.003049,0.804956,-19.504383
M87-5,0,0.000000,9,8,0.003152,0.832122,-16.787789
M87-5,0,0.000000,9,9,0.003250,0.858021,-14.197876
M87-5,1,0.100000,2,1,0.004125,1.088823,8.882284
M87-5,1,0.100000,2,2,0.003881,1.024486,2.448577
M87-5,1,0.100000,3,1,0.004109,1.084792,8.479187
M87-5,1,0.100000,3,2,0.003889,1.026603,2.660288
M87-5,1,0.100000,3,3,0.003917,1.034005,3.400486
M87-5,1,0.100000,4,2,0.004166,1.099841,9.984134
M87-5,1,0.100000,4,3,0.004195,1.107468,10.746771
M87-5,1,0.100000,5,1,0.004265,1.125867,12.586707
M87-5,1,0.100000,5,2,0.004013,1.059331,5.933105
M87-5,1,0.100000,5,3,0.004060,1.071664,7.166417
M87-5,1,0.100000,5,4,0.004413,1.165028,16.502842
M87-5,1,0.100000,5,5,0.003927,1.036542,3.654171
M87-5,1,0.100000,6,1,0.003947,1.041972,4.197176
M87-5,1,0.100000,6,2,0.003713,0.980140,-1.986014
M87-5,1,0.100000,6,3,0.003737,0.986520,-1.347976
M87-5,1,0.100000,6,4,0.004053,1.069911,6.991135
M87-5,1,0.100000,6,5,0.004245,1.120521,12.052149
M87-5,1,0.100000,7,2,0.004048,1.068636,6.863633
M87-5,1,0.100000,7,3,0.004089,1.079430,7.943045
M87-5,1,0.100000,7,5,0.004239,1.118885,11.888482
M87-5,1,0.100000,7,6,0.004109,1.084715,8.471532
M87-5,1,0.100000,7,7,0.003882,1.024708,2.470751
M87-5,1,0.100000,8,1,0.004160,1.098281,9.828122
M87-5,1,0.100000,8,2,0.003983,1.051525,5.152518
M87-5,1,0.100000,8,3,0.003965,1.046731,4.673131
M87-5,1,0.100000,8,4,0.004198,1.108149,10.814877
M87-5,1,0.100000,8,5,0.003988,1.052800,5.280020
M87-5,1,0.100000,8,6,0.003853,1.017097,1.709698
M87-5,1,0.100000,8,7,0.003850,1.016392,1.639216
M87-5,1,0.100000,8,8,0.002981,0.787036,-21.296375
M87-5,1,0.100000,9,1,0.003057,0.806953,-19.304729
M87-5,1,0.100000,9,2,0.003050,0.805160,-19.483971
M87-5,1,0.100000,9,3,0.003064,0.808769,-19.123085
M87-5,1,0.100000,9,4,0.003072,0.810813,-18.918659
M87-5,1,0.100000,9,5,0.003043,0.803164,-19.683645
M87-5,1,0.100000,9,6,0.003044,0.803497,-19.650252
M87-5,1,0.100000,9,7,0.003043,0.803246,-19.675436
M87-5,1,0.100000,9,8,0.003128,0.825683,-17.431663
M87-5,1,0.100000,9,9,0.003238,0.854814,-14.518650
M87-5,2,0.400000,2,1,0.004106,1.085133,8.513318
M87-5,2,0.400000,2,2,0.003881,1.025516,2.551556
M87-5,2,0.400000,3,1,0.004123,1.089591,8.959129
M87-5,2,0.400000,3,2,0.003904,1.031662,3.166231
M87-5,2,0.400000,3,3,0.003908,1.032838,3.283827
M87-5,2,0.400000,4,2,0.004166,1.101044,10.104443
M87-5,2,0.400000,4,3,0.004189,1.107027,10.702733
M87-5,2,0.400000,5,1,0.004251,1.123393,12.339311
M87-5,2,0.400000,5,2,0.004025,1.063569,6.356936
M87-5,2,0.400000,5,3,0.004062,1.073511,7.351092
M87-5,2,0.400000,5,4,0.004417,1.167356,16.735582
M87-5,2,0.400000,5,5,0.003931,1.038898,3.889781
M87-5,2,0.400000,6,1,0.003919,1.035753,3.575309
M87-5,2,0.400000,6,2,0.003716,0.982029,-1.797148
M87-5,2,0.400000,6,3,0.003739,0.988173,-1.182737
M87-5,2,0.400000,6,4,0.004069,1.075181,7.518106
M87-5,2,0.400000,6,5,0.004233,1.118554,11.855446
M87-5,2,0.400000,7,2,0.004041,1.067827,6.782663
M87-5,2,0.400000,7,3,0.004053,1.070969,7.096871
M87-5,2,0.400000,7,5,0.004258,1.125256,12.525616
M87-5,2,0.400000,7,6,0.004128,1.090791,9.079104
M87-5,2,0.400000,7,7,0.003856,1.019102,1.910191
M87-5,2,0.400000,8,1,0.004156,1.098143,9.814282
M87-5,2,0.400000,8,2,0.003966,1.048158,4.815757
M87-5,2,0.400000,8,3,0.003973,1.049941,4.994134
M87-5,2,0.400000,8,4,0.004190,1.107133,10.713303
M87-5,2,0.400000,8,5,0.003972,1.049664,4.966387
M87-5,2,0.400000,8,6,0.003830,1.012210,1.220994
M87-5,2,0.400000,8,7,0.003869,1.022342,2.234177
M87-5,2,0.400000,8,8,0.002985,0.788695,-21.130487
M87-5,2,0.400000,9,1,0.003068,0.810824,-18.917579
M87-5,2,0.400000,9,2,0.003041,0.803703,-19.629687
M87-5,2,0.400000,9,3,0.003050,0.805901,-19.409900
M87-5,2,0.400000,9,4,0.003055,0.807316,-19.268414
M87-5,2,0.400000,9,5,0.003044,0.804490,-19.551016
M87-5,2,0.400000,9,6,0.003016,0.796955,-20.304455
M87-5,2,0.400000,9,7,0.003048,0.805365,-19.463492
M87-5,2,0.400000,9,8,0.003126,0.826164,-17.383614
M87-5,2,0.400000,9,9,0.003216,0.849822,-15.017751
M87-5,3,0.700000,2,1,0.004102,1.082851,8.285150
M87-5,3,0.700000,2,2,0.003878,1.023619,2.361878
M87-5,3,0.700000,3,1,0.004129,1.090077,9.007674
M87-5,3,0.700000,3,2,0.003909,1.031984,3.198443
M87-5,3,0.700000,3,3,0.003915,1.033531,3.353138
M87-5,3,0.700000,4,2,0.004172,1.101256,10.125646
M87-5,3,0.700000,4,3,0.004210,1.111288,11.128784
M87-5,3,0.700000,5,1,0.004278,1.129447,12.944730
M87-5,3,0.700000,5,2,0.004048,1.068657,6.865708
M87-5,3,0.700000,5,3,0.004070,1.074320,7.431954
M87-5,3,0.700000,5,4,0.004399,1.161350,16.134976
M87-5,3,0.700000,5,5,0.003926,1.036285,3.628473
M87-5,3,0.700000,6,1,0.003931,1.037697,3.769705
M87-5,3,0.700000,6,2,0.003715,0.980634,-1.936572
M87-5,3,0.700000,6,3,0.003753,0.990697,-0.930265
M87-5,3,0.700000,6,4,0.004053,1.070006,7.000604
