case,step,burnup_MWd_kgHM_global,TH232_CAPT_value,TH232_CAPT_rel_err,TH232_CAPT_fraction,TH232_CAPT_fraction_rel_err,U235_FISS_value,U235_FISS_rel_err,U235_FISS_fraction,U235_FISS_fraction_rel_err,U238_FISS_value,U238_FISS_rel_err,U238_FISS_fraction,U238_FISS_fraction_rel_err,PU239_FISS_value,PU239_FISS_rel_err,PU239_FISS_fraction,PU239_FISS_fraction_rel_err,PU240_FISS_value,PU240_FISS_rel_err,PU240_FISS_fraction,PU240_FISS_fraction_rel_err,PU241_FISS_value,PU241_FISS_rel_err,PU241_FISS_fraction,PU241_FISS_fraction_rel_err,U235_CAPT_value,U235_CAPT_rel_err,U235_CAPT_fraction,U235_CAPT_fraction_rel_err,U238_CAPT_value,U238_CAPT_rel_err,U238_CAPT_fraction,U238_CAPT_fraction_rel_err,PU239_CAPT_value,PU239_CAPT_rel_err,PU239_CAPT_fraction,PU239_CAPT_fraction_rel_err,PU240_CAPT_value,PU240_CAPT_rel_err,PU240_CAPT_fraction,PU240_CAPT_fraction_rel_err,PU241_CAPT_value,PU241_CAPT_rel_err,PU241_CAPT_fraction,PU241_CAPT_fraction_rel_err,XE135_CAPT_value,XE135_CAPT_rel_err,XE135_CAPT_fraction,XE135_CAPT_fraction_rel_err,XE135M_CAPT_value,XE135M_CAPT_rel_err,XE135M_CAPT_fraction,XE135M_CAPT_fraction_rel_err
M43-15,13,7.0,58338000000000.0,0.00123,0.0240627,0.00119,33271500000000.0,0.00177,0.0226597,0.00174,108745000000000.0,0.00096,0.074061,0.00089,1018610000000000.0,0.00025,0.693731,0.00016,10117000000000.0,0.00292,0.00689027,0.00291,283641000000000.0,0.00052,0.193176,0.0005,10788100000000.0,0.00291,0.00444983,0.00292,745685000000000.0,0.0004,0.307574,0.00032,561948000000000.0,0.0004,0.231789,0.00037,515090000000000.0,0.00043,0.21246,0.00038,96628200000000.0,0.00102,0.0398567,0.00102,44546300000000.0,0.0014,0.0182315,0.0014,,,,
M43-15,14,8.0,58562400000000.0,0.00125,0.0239677,0.00123,33103200000000.0,0.00184,0.0225456,0.00182,109322000000000.0,0.00094,0.0744559,0.00089,1011940000000000.0,0.00026,0.689203,0.00018,10252700000000.0,0.00316,0.00698283,0.00315,288434000000000.0,0.00053,0.196445,0.00051,10660000000000.0,0.00287,0.0043628,0.00286,749273000000000.0,0.00041,0.306653,0.0003,559223000000000.0,0.0004,0.228873,0.00039,517595000000000.0,0.00043,0.211835,0.00038,98370200000000.0,0.00093,0.0402596,0.00089,44955000000000.0,0.00157,0.0181546,0.00155,,,,
M43-15,15,10.0,59005500000000.0,0.00131,0.0238288,0.00129,32504400000000.0,0.00171,0.0221443,0.0017,109995000000000.0,0.00094,0.0749358,0.00087,999815000000000.0,0.00026,0.681149,0.00019,10289400000000.0,0.00303,0.00700993,0.00303,297548000000000.0,0.0006,0.202712,0.00056,10542900000000.0,0.00317,0.0042576,0.00315,755250000000000.0,0.00036,0.305,0.00029,552531000000000.0,0.0004,0.223135,0.00037,521859000000000.0,0.00045,0.210748,0.00039,101848000000000.0,0.00106,0.0411303,0.00102,45508600000000.0,0.00143,0.0181153,0.00146,,,,
M43-15,16,12.0,59891000000000.0,0.00124,0.02384,0.00119,32106400000000.0,0.00163,0.0218671,0.0016,110857000000000.0,0.00103,0.0755025,0.00097,987382000000000.0,0.00026,0.672492,0.00017,10414700000000.0,0.00332,0.00709327,0.00331,307248000000000.0,0.00054,0.209262,0.00051,10354200000000.0,0.00305,0.00412156,0.00304,761972000000000.0,0.00042,0.303309,0.00032,546366000000000.0,0.00037,0.217487,0.00037,526844000000000.0,0.00046,0.209715,0.00038,105115000000000.0,0.00094,0.0418417,0.00091,46044100000000.0,0.00144,0.0180922,0.00144,,,,
M43-15,17,14.0,60214100000000.0,0.00125,0.02366,0.00124,31621700000000.0,0.00178,0.0215392,0.00176,111538000000000.0,0.00099,0.0759744,0.00096,975281000000000.0,0.00027,0.664316,0.0002,10464700000000.0,0.00322,0.00712801,0.0032,316513000000000.0,0.00057,0.215594,0.00052,10140100000000.0,0.00292,0.00398438,0.00293,767938000000000.0,0.0004,0.301746,0.0003,539934000000000.0,0.00036,0.212157,0.00037,531143000000000.0,0.00046,0.208702,0.00039,108309000000000.0,0.00097,0.042558,0.00096,46613700000000.0,0.00154,0.018079,0.00152,,,,
M43-15,18,16.0,60538500000000.0,0.00125,0.0234797,0.00123,31169700000000.0,0.00191,0.0212376,0.00189,112161000000000.0,0.00098,0.0764214,0.00095,963523000000000.0,0.00027,0.656501,0.00017,10569400000000.0,0.00319,0.00720138,0.00316,325149000000000.0,0.00053,0.221542,0.00047,9912790000000.0,0.00344,0.0038446,0.00342,774678000000000.0,0.0004,0.300456,0.00028,533447000000000.0,0.00038,0.206897,0.00037,535101000000000.0,0.00044,0.207537,0.00036,111403000000000.0,0.001,0.0432069,0.00096,47333200000000.0,0.00138,0.0181249,0.00138,,,,
M43-15,19,18.0,61129200000000.0,0.00128,0.0234076,0.00128,30753600000000.0,0.00184,0.0209501,0.00182,112966000000000.0,0.00099,0.0769546,0.00092,952047000000000.0,0.00029,0.648558,0.00022,10655600000000.0,0.00285,0.0072588,0.00283,333977000000000.0,0.00059,0.227513,0.00054,9764470000000.0,0.00294,0.00373903,0.00295,780905000000000.0,0.00037,0.299023,0.00029,528009000000000.0,0.00039,0.202185,0.00036,538162000000000.0,0.00047,0.206072,0.0004,114563000000000.0,0.00096,0.0438685,0.00095,47750200000000.0,0.00151,0.0180618,0.00149,,,,
M43-15,20,20.0,61639900000000.0,0.00124,0.0233157,0.00122,30214700000000.0,0.0018,0.0205819,0.00177,113567000000000.0,0.00092,0.0773609,0.00088,940938000000000.0,0.00027,0.64096,0.0002,10663600000000.0,0.00311,0.00726393,0.0031,342551000000000.0,0.00054,0.233343,0.00049,9570170000000.0,0.00332,0.00362,0.00332,786859000000000.0,0.0004,0.297634,0.00029,521357000000000.0,0.0004,0.197207,0.0004,542581000000000.0,0.00049,0.205234,0.00042,117524000000000.0,0.00091,0.0444544,0.00091,48816500000000.0,0.00136,0.0180159,0.00134,,,,
M43-15,21,24.0,62586600000000.0,0.00134,0.0230977,0.00132,29210800000000.0,0.00194,0.0199056,0.00196,115085000000000.0,0.00097,0.078423,0.0009,918942000000000.0,0.0003,0.626204,0.00021,10782900000000.0,0.00324,0.0073479,0.00324,358706000000000.0,0.00053,0.244437,0.00049,9182840000000.0,0.00345,0.00338902,0.00347,799416000000000.0,0.00041,0.295026,0.00031,509966000000000.0,0.00043,0.188205,0.00042,549520000000000.0,0.00043,0.202802,0.00037,123452000000000.0,0.0009,0.0455602,0.00088,50078700000000.0,0.00156,0.0180492,0.00156,,,,
M43-15,22,28.0,63562700000000.0,0.00133,0.0229088,0.00129,28204700000000.0,0.00187,0.0192217,0.00187,116302000000000.0,0.00094,0.0792603,0.00092,898179000000000.0,0.00028,0.61211,0.00019,10810500000000.0,0.00326,0.00736736,0.00325,374216000000000.0,0.0005,0.255028,0.00045,8796920000000.0,0.00362,0.00317056,0.00362,811786000000000.0,0.00038,0.292579,0.0003,498963000000000.0,0.00042,0.179834,0.00043,555670000000000.0,0.00045,0.200271,0.00038,129076000000000.0,0.00093,0.0465213,0.00094,51746300000000.0,0.00142,0.0180197,0.00143,,,,
M43-15,23,34.0,65026500000000.0,0.00122,0.0226442,0.00122,26755500000000.0,0.00187,0.0182332,0.00183,118563000000000.0,0.00093,0.0807981,0.00087,869585000000000.0,0.00028,0.592606,0.00022,10844700000000.0,0.00315,0.00739048,0.00315,394698000000000.0,0.00051,0.268979,0.00045,8208910000000.0,0.00378,0.00285857,0.00377,830671000000000.0,0.00038,0.289263,0.0003,483797000000000.0,0.00044,0.168472,0.00041,563232000000000.0,0.00044,0.196133,0.00036,136649000000000.0,0.00088,0.0475855,0.0009,53915700000000.0,0.00137,0.0179742,0.00137,,,,
M43-15,24,42.0,66900400000000.0,0.00135,0.0223029,0.00133,24740600000000.0,0.00206,0.0168594,0.00203,120933000000000.0,0.00095,0.0824097,0.00088,836140000000000.0,0.00033,0.56979,0.00025,10750900000000.0,0.0032,0.00732608,0.00315,418061000000000.0,0.00054,0.284888,0.00048,7508470000000.0,0.00398,0.00250315,0.00398,855834000000000.0,0.00036,0.285313,0.00028,464944000000000.0,0.00046,0.155001,0.00045,571127000000000.0,0.00048,0.190399,0.00042,145145000000000.0,0.00093,0.0483878,0.0009,56408700000000.0,0.00133,0.0180423,0.00134,,,,
M43-15,25,50.0,68712200000000.0,0.00124,0.0219774,0.00122,22906100000000.0,0.00217,0.0156093,0.00216,123576000000000.0,0.00098,0.0842097,0.00092,807265000000000.0,0.00033,0.550109,0.00025,10525100000000.0,0.00342,0.00717234,0.00342,436562000000000.0,0.00047,0.297494,0.00043,6841080000000.0,0.00402,0.00218812,0.00402,880426000000000.0,0.0004,0.281602,0.0003,449825000000000.0,0.00045,0.143876,0.00044,575682000000000.0,0.00047,0.18413,0.00038,152246000000000.0,0.00087,0.0486957,0.00087,,,,,,,,
M43-20,0,0.0,67062400000000.0,0.00117,0.0303804,0.00112,34946800000000.0,0.00173,0.0237949,0.00171,101986000000000.0,0.00094,0.0694414,0.00091,1066880000000000.0,0.00025,0.726428,0.00015,9436440000000.0,0.00321,0.00642509,0.00318,249338000000000.0,0.00057,0.169772,0.00055,11238200000000.0,0.00263,0.00509118,0.00263,699829000000000.0,0.0004,0.317036,0.00028,585300000000000.0,0.00037,0.265153,0.00035,488434000000000.0,0.00046,0.22127,0.0004,84781700000000.0,0.00107,0.0384078,0.00104,42266000000000.0,0.00145,0.0185755,0.00146,0.0,0.0,0.0,0.0
M43-20,1,0.1,68071200000000.0,0.00112,0.0299163,0.00109,34893800000000.0,0.00183,0.0237645,0.0018,103933000000000.0,0.00095,0.0707833,0.00087,1064440000000000.0,0.00025,0.724942,0.00017,9531810000000.0,0.00334,0.00649167,0.00333,249281000000000.0,0.00062,0.169774,0.00059,11338700000000.0,0.0027,0.00498324,0.00271,711361000000000.0,0.00043,0.312632,0.00032,585914000000000.0,0.00037,0.257502,0.00035,494560000000000.0,0.00047,0.217351,0.00039,84714200000000.0,0.00111,0.0372307,0.00109,42667300000000.0,0.00155,0.0186278,0.00154,,,,
M43-20,2,0.4,68341400000000.0,0.00117,0.0298365,0.00113,34757200000000.0,0.00164,0.0236646,0.00164,104232000000000.0,0.001,0.0709662,0.00096,1062470000000000.0,0.00026,0.723384,0.00016,9687430000000.0,0.00293,0.00659567,0.00291,251126000000000.0,0.00061,0.17098,0.00056,11401200000000.0,0.00252,0.00497761,0.00253,714698000000000.0,0.0004,0.312023,0.0003,584490000000000.0,0.00035,0.255178,0.00035,496254000000000.0,0.00042,0.216655,0.00037,85309300000000.0,0.00104,0.0372444,0.00102,42766800000000.0,0.0015,0.018579,0.00149,,,,
M43-20,3,0.7,68518700000000.0,0.00124,0.0297662,0.00122,34779400000000.0,0.00169,0.0236759,0.00168,104567000000000.0,0.00098,0.0711836,0.00094,1060350000000000.0,0.00025,0.721827,0.00015,9613920000000.0,0.00315,0.0065446,0.00313,252946000000000.0,0.00058,0.172192,0.00055,11312200000000.0,0.00302,0.0049143,0.00301,716520000000000.0,0.0004,0.311274,0.0003,583736000000000.0,0.00037,0.25359,0.00034,497945000000000.0,0.00047,0.21632,0.00039,85798900000000.0,0.0011,0.0372733,0.00108,42827500000000.0,0.00143,0.0185291,0.00145,,,,
M43-20,4,1.0,68688000000000.0,0.00115,0.0297171,0.00111,34734200000000.0,0.00163,0.0236413,0.00162,104808000000000.0,0.00097,0.0713355,0.00093,1058690000000000.0,0.00025,0.720583,0.00016,9788030000000.0,0.00304,0.00666201,0.00302,254240000000000.0,0.00062,0.173044,0.00058,11311200000000.0,0.00309,0.00489373,0.00308,717865000000000.0,0.00038,0.310577,0.00027,582956000000000.0,0.00033,0.252212,0.00034,498896000000000.0,0.00045,0.215842,0.00036,86442000000000.0,0.00107,0.0373985,0.00106,42805400000000.0,0.00152,0.0184524,0.00154,,,,
M43-20,5,1.3,68941400000000.0,0.00121,0.0297186,0.00118,34601200000000.0,0.00149,0.0235565,0.00145,105099000000000.0,0.00099,0.0715511,0.00091,1056430000000000.0,0.00024,0.719223,0.00016,9755260000000.0,0.00315,0.00664139,0.00314,255622000000000.0,0.00055,0.174029,0.00051,11270600000000.0,0.00278,0.00485839,0.00276,719289000000000.0,0.00043,0.310064,0.00033,582243000000000.0,0.00036,0.250989,0.00035,499733000000000.0,0.00045,0.21542,0.00038,86910100000000.0,0.00098,0.0374644,0.00095,43018200000000.0,0.00148,0.0184785,0.00148,,,,
M43-20,6,1.6,68971700000000.0,0.0012,0.0296266,0.00117,34673200000000.0,0.00174,0.0236157,0.00173,105111000000000.0,0.001,0.0715899,0.00094,1054050000000000.0,0.00025,0.717906,0.00016,9720910000000.0,0.00304,0.00662093,0.00305,256995000000000.0,0.00058,0.175038,0.00055,11287300000000.0,0.00292,0.00484847,0.00293,720907000000000.0,0.00042,0.309663,0.00032,580438000000000.0,0.00036,0.249327,0.00035,501261000000000.0,0.00043,0.215316,0.0004,87592900000000.0,0.00099,0.0376256,0.001,42981100000000.0,0.0014,0.0183898,0.00141,,,,
M43-20,7,2.0,69016800000000.0,0.00121,0.029529,0.00118,34505500000000.0,0.00165,0.023502,0.00166,105320000000000.0,0.00103,0.0717333,0.00098,1051540000000000.0,0.00023,0.716211,0.00016,9734230000000.0,0.00316,0.00662996,0.00314,258920000000000.0,0.00063,0.176351,0.00057,11223300000000.0,0.00285,0.00480204,0.00287,722567000000000.0,0.00037,0.309153,0.00028,579484000000000.0,0.00037,0.247935,0.00035,502305000000000.0,0.00043,0.214913,0.00035,88200600000000.0,0.00105,0.0377369,0.00103,42922500000000.0,0.00152,0.018269,0.0015,,,,
M43-20,8,2.5,69448700000000.0,0.00112,0.029559,0.00107,34381400000000.0,0.00175,0.0234025,0.00172,105922000000000.0,0.00094,0.072098,0.00087,1048530000000000.0,0.00025,0.713715,0.00016,9781600000000.0,0.0031,0.00665802,0.00307,261657000000000.0,0.00062,0.178104,0.00056,11186700000000.0,0.00276,0.00476138,0.00275,724756000000000.0,0.00037,0.308475,0.00028,577583000000000.0,0.00039,0.245835,0.00037,504424000000000.0,0.00047,0.214695,0.00036,89177600000000.0,0.00097,0.0379563,0.00095,43164200000000.0,0.00149,0.018297,0.00147,,,,
M43-20,9,3.0,69576200000000.0,0.00114,0.0294929,0.00112,34284800000000.0,0.00177,0.0233519,0.00173,105993000000000.0,0.00093,0.0721933,0.00087,1044100000000000.0,0.00027,0.711156,0.00016,9888190000000.0,0.00323,0.00673508,0.00323,264434000000000.0,0.00057,0.180111,0.00054,11129000000000.0,0.00287,0.00471757,0.00287,726381000000000.0,0.0004,0.307908,0.00031,576090000000000.0,0.00041,0.244202,0.00038,505423000000000.0,0.00044,0.214246,0.00036,89850900000000.0,0.00103,0.0380873,0.00102,43391200000000.0,0.00139,0.0182486,0.0014,,,,
M43-20,10,4.0,69722400000000.0,0.00122,0.0293223,0.00118,33992700000000.0,0.00157,0.0231449,0.00155,106157000000000.0,0.00088,0.0722803,0.00084,1038570000000000.0,0.00026,0.707142,0.00015,9965050000000.0,0.00301,0.00678495,0.00299,268995000000000.0,0.00056,0.183154,0.00052,11043300000000.0,0.00313,0.00464439,0.00314,729492000000000.0,0.00037,0.306794,0.0003,572344000000000.0,0.00041,0.240705,0.00038,507959000000000.0,0.00048,0.213626,0.0004,91764900000000.0,0.00103,0.0385926,0.00101,43538900000000.0,0.00143,0.018166,0.00144,,,,
M43-20,11,5.0,70197100000000.0,0.00117,0.0292886,0.00116,33844200000000.0,0.00158,0.0230431,0.00157,106704000000000.0,0.00097,0.0726496,0.00091,1031390000000000.0,0.00025,0.702229,0.00016,10046700000000.0,0.00287,0.00684036,0.00286,274218000000000.0,0.00058,0.186704,0.00053,10940100000000.0,0.00282,0.0045645,0.00279,733382000000000.0,0.00039,0.305991,0.0003,569230000000000.0,0.00041,0.237502,0.0004,510338000000000.0,0.00042,0.21293,0.00034,93251900000000.0,0.00097,0.0389078,0.00095,43948500000000.0,0.00154,0.0182017,0.00153,,,,
M43-20,12,6.0,70447400000000.0,0.00113,0.0291763,0.00108,33597700000000.0,0.00164,0.0228707,0.00164,107115000000000.0,0.00088,0.0729155,0.00085,1025110000000000.0,0.00023,0.697812,0.00015,10108500000000.0,0.00291,0.00688107,0.0029,279074000000000.0,0.00055,0.189971,0.00048,10834200000000.0,0.00278,0.00448712,0.00278,736252000000000.0,0.0004,0.304925,0.0003,565727000000000.0,0.0004,0.234302,0.00038,513135000000000.0,0.00045,0.21252,0.0004,95008300000000.0,0.00098,0.0393487,0.00097,44129100000000.0,0.00142,0.0181459,0.00145,,,,
M43-20,13,7.0,71024300000000.0,0.00117,0.0292048,0.00114,33207300000000.0,0.0018,0.0226101,0.00176,107681000000000.0,0.00091,0.073318,0.00086,1018580000000000.0,0.00026,0.693532,0.00017,10156400000000.0,0.00312,0.00691538,0.00313,283523000000000.0,0.00062,0.193046,0.00057,10815600000000.0,0.0029,0.00444731,0.00288,739433000000000.0,0.00037,0.304051,0.00027,561886000000000.0,0.00042,0.231045,0.00037,515481000000000.0,0.00045,0.211964,0.00042,96787700000000.0,0.00102,0.0397989,0.00102,44414200000000.0,0.00146,0.0181335,0.00144,,,,
M43-20,14,8.0,71152100000000.0,0.00108,0.0290502,0.00106,32971700000000.0,0.00174,0.0224633,0.00174,107922000000000.0,0.00104,0.0735252,0.00099,1011370000000000.0,0.00028,0.689032,0.00016,10222500000000.0,0.0029,0.00696447,0.00289,288264000000000.0,0.00059,0.196391,0.00055,10661300000000.0,0.00294,0.00435274,0.0029,742680000000000.0,0.00043,0.303222,0.00034,558634000000000.0,0.00039,0.228082,0.0004,517780000000000.0,0.00046,0.2114,0.00038,98600000000000.0,0.00108,0.0402568,0.00107,44781800000000.0,0.0016,0.0180267,0.0016,,,,
M43-20,15,10.0,71686100000000.0,0.00127,0.0288566,0.00123,32631600000000.0,0.00178,0.022224,0.00178,108653000000000.0,0.00105,0.0739982,0.00099,999090000000000.0,0.00028,0.680435,0.00017,10307500000000.0,0.00309,0.00701993,0.00307,297641000000000.0,0.00055,0.20271,0.00052,10491900000000.0,0.00318,0.00422348,0.00318,748876000000000.0,0.00039,0.301455,0.0003,552260000000000.0,0.0004,0.22231,0.00036,522469000000000.0,0.00046,0.210317,0.00039,101903000000000.0,0.00101,0.0410207,0.00101,45547000000000.0,0.0016,0.0180981,0.00159,,,,
M43-20,16,12.0,72588100000000.0,0.00109,0.0288428,0.00106,32189600000000.0,0.00184,0.0219223,0.00182,109339000000000.0,0.00097,0.0744635,0.00093,986274000000000.0,0.00028,0.67169,0.00018,10403200000000.0,0.00316,0.00708497,0.00315,307130000000000.0,0.00054,0.209167,0.00049,10317200000000.0,0.00317,0.00409952,0.00316,755063000000000.0,0.0004,0.300023,0.0003,545327000000000.0,0.00039,0.216687,0.00037,526303000000000.0,0.00047,0.209126,0.0004,105052000000000.0,0.00095,0.0417424,0.00092,46091500000000.0,0.0015,0.0180776,0.00151,,,,
M43-20,17,14.0,73026200000000.0,0.00132,0.0286413,0.00129,31623000000000.0,0.0018,0.0215353,0.0018,110061000000000.0,0.00095,0.0749508,0.0009,974135000000000.0,0.00027,0.663384,0.0002,10429300000000.0,0.00276,0.00710231,0.00275,316299000000000.0,0.00061,0.215398,0.00054,10116400000000.0,0.00316,0.00396777,0.00317,760668000000000.0,0.00039,0.298339,0.00029,538536000000000.0,0.00042,0.211219,0.00041,530889000000000.0,0.00046,0.208218,0.00038,108220000000000.0,0.00093,0.0424449,0.00094,46527000000000.0,0.00153,0.0180144,0.00156,,,,
M43-20,18,16.0,73598000000000.0,0.00122,0.0284952,0.00118,31174000000000.0,0.00183,0.0212291,0.00183,110781000000000.0,0.00098,0.0754398,0.00093,962153000000000.0,0.00026,0.65521,0.00019,10586500000000.0,0.00302,0.00720921,0.00301,325067000000000.0,0.00053,0.221366,0.00049,9885360000000.0,0.00306,0.00382736,0.00305,767424000000000.0,0.00038,0.297127,0.0003,532033000000000.0,0.00041,0.205991,0.00039,534735000000000.0,0.00045,0.207037,0.00039,111392000000000.0,0.00102,0.0431282,0.00098,47327600000000.0,0.00149,0.0180899,0.00149,,,,
M43-20,19,18.0,74217300000000.0,0.0012,0.0283677,0.00117,30557700000000.0,0.00185,0.0208097,0.00183,111464000000000.0,0.00105,0.0759064,0.00099,950219000000000.0,0.00028,0.647101,0.00021,10675700000000.0,0.0032,0.0072701,0.00318,333912000000000.0,0.00054,0.227394,0.00051,9760870000000.0,0.00327,0.00373089,0.00327,773100000000000.0,0.00037,0.295499,0.00029,525882000000000.0,0.00041,0.201006,0.00038,538722000000000.0,0.00043,0.205913,0.00036,114445000000000.0,0.00087,0.043744,0.00087,47717400000000.0,0.0014,0.0180145,0.0014,,,,
M43-20,20,20.0,74737500000000.0,0.00117,0.0282151,0.00115,30213100000000.0,0.00177,0.0205763,0.00175,112272000000000.0,0.00099,0.0764611,0.00092,938516000000000.0,0.00031,0.639165,0.00021,10687900000000.0,0.00313,0.00727875,0.0031,342215000000000.0,0.00056,0.233062,0.00052,9498610000000.0,0.00318,0.00358597,0.00318,779535000000000.0,0.00039,0.294292,0.0003,520174000000000.0,0.00039,0.196379,0.00038,542124000000000.0,0.00043,0.204664,0.00038,117674000000000.0,0.00096,0.0444248,0.00095,48835400000000.0,0.00141,0.017996,0.0014,,,,
M43-20,21,24.0,76062500000000.0,0.00117,0.0280293,0.00116,29227300000000.0,0.00208,0.0199089,0.00207,113616000000000.0,0.00097,0.0773918,0.00094,915972000000000.0,0.00028,0.623936,0.00019,10772500000000.0,0.00301,0.00733793,0.00301,358521000000000.0,0.00044,0.244216,0.00042,9202080000000.0,0.00332,0.00339102,0.00333,791736000000000.0,0.0004,0.291757,0.00034,508372000000000.0,0.00047,0.187337,0.00045,548646000000000.0,0.00043,0.202177,0.00036,123394000000000.0,0.001,0.045471,0.001,50025600000000.0,0.00138,0.0180035,0.00138,,,,
M43-20,22,28.0,77109900000000.0,0.0012,0.0277506,0.00116,28322300000000.0,0.00196,0.0192971,0.00193,114725000000000.0,0.00102,0.0781666,0.00095,894492000000000.0,0.00027,0.609458,0.00021,10855400000000.0,0.00318,0.0073963,0.00319,373730000000000.0,0.0005,0.254638,0.00043,8826270000000.0,0.00326,0.00317646,0.00326,804488000000000.0,0.00043,0.289522,0.00032,497006000000000.0,0.00042,0.178865,0.0004,554856000000000.0,0.00044,0.199684,0.00039,128943000000000.0,0.00088,0.0464047,0.00088,51671600000000.0,0.00154,0.0179876,0.00151,,,,
M43-20,23,34.0,79028300000000.0,0.00122,0.0275108,0.00118,26707300000000.0,0.00193,0.0182004,0.00194,116682000000000.0,0.00097,0.079515,0.00092,865153000000000.0,0.00032,0.589575,0.00021,10762100000000.0,0.00349,0.00733401,0.00347,394155000000000.0,0.00048,0.268605,0.00043,8270790000000.0,0.00359,0.00287919,0.00358,821570000000000.0,0.00038,0.286,0.00028,481005000000000.0,0.00041,0.167446,0.00041,562040000000000.0,0.00046,0.195654,0.00037,136165000000000.0,0.0009,0.0474013,0.00091,53907400000000.0,0.00146,0.0179667,0.00146,,,,
M43-20,24,42.0,81197700000000.0,0.00118,0.0270622,0.00115,24788000000000.0,0.00229,0.0168917,0.0023,119243000000000.0,0.00094,0.0812569,0.00089,830655000000000.0,0.00031,0.566045,0.00024,10668600000000.0,0.00339,0.00727,0.00337,417006000000000.0,0.00049,0.284166,0.00043,7536890000000.0,0.00409,0.00251201,0.00412,846708000000000.0,0.00042,0.282196,0.0003,462133000000000.0,0.00045,0.154024,0.00044,569485000000000.0,0.00047,0.189802,0.00041,144844000000000.0,0.00084,0.0482749,0.00083,56243000000000.0,0.00146,0.0179919,0.00147,,,,
M43-20,25,50.0,83693600000000.0,0.00112,0.0267732,0.00112,22963900000000.0,0.00206,0.0156449,0.00204,121791000000000.0,0.00102,0.0829736,0.00095,800939000000000.0,0.00035,0.545666,0.00026,10473000000000.0,0.00343,0.00713515,0.00343,435346000000000.0,0.00052,0.296594,0.00045,6876010000000.0,0.00414,0.00219957,0.00412,871085000000000.0,0.00041,0.278654,0.0003,446554000000000.0,0.00049,0.14285,0.00048,573265000000000.0,0.00045,0.183384,0.00039,151863000000000.0,0.00085,0.0485802,0.00082,,,,,,,,
M43-25,0,0.0,77937400000000.0,0.00115,0.0352158,0.00111,34972500000000.0,0.00151,0.0238198,0.00152,100559000000000.0,0.00095,0.0684907,0.00093,1067640000000000.0,0.00025,0.727166,0.00016,9386510000000.0,0.00313,0.00639305,0.0031,249252000000000.0,0.00059,0.169765,0.00056,11296800000000.0,0.003,0.00510441,0.00298,693253000000000.0,0.00043,0.313244,0.00031,585590000000000.0,0.00035,0.264599,0.00033,488953000000000.0,0.0004,0.220933,0.00034,84861200000000.0,0.00107,0.0383444,0.00105,42308900000000.0,0.00157,0.0185488,0.00158,0.0,0.0,0.0,0.0
M43-25,1,0.1,79062800000000.0,0.00111,0.034662,0.00108,34845500000000.0,0.00168,0.0237248,0.00164,102465000000000.0,0.00089,0.069765,0.00086,1065560000000000.0,0.00026,0.725502,0.00016,9570350000000.0,0.00283,0.00651605,0.00281,249658000000000.0,0.00065,0.169983,0.00062,11361000000000.0,0.00297,0.00498075,0.00295,705181000000000.0,0.0004,0.309159,0.0003,585842000000000.0,0.00036,0.256841,0.00035,495057000000000.0,0.00044,0.217039,0.00039,84788900000000.0,0.00113,0.0371727,0.00113,42807600000000.0,0.0014,0.0186483,0.0014,,,,
M43-25,2,0.4,79081700000000.0,0.00119,0.0344502,0.00116,34756300000000.0,0.00167,0.0236698,0.00165,102804000000000.0,0.0009,0.0700122,0.00087,1062900000000000.0,0.00025,0.723861,0.00016,9645280000000.0,0.00309,0.00656863,0.00307,251417000000000.0,0.00059,0.171221,0.00054,11365600000000.0,0.00276,0.00495119,0.00275,707689000000000.0,0.00043,0.308289,0.00034,584849000000000.0,0.00041,0.254777,0.00036,496788000000000.0,0.00048,0.216415,0.00042,85614900000000.0,0.00102,0.0372965,0.00103,42766700000000.0,0.0015,0.018538,0.00146,,,,
M43-25,3,0.7,79529100000000.0,0.00112,0.0344734,0.00109,34890000000000.0,0.00146,0.0237506,0.00145,103268000000000.0,0.00097,0.0702976,0.00094,1061080000000000.0,0.00025,0.722307,0.00016,9705400000000.0,0.00289,0.00660667,0.00286,252973000000000.0,0.00057,0.172206,0.00054,11390600000000.0,0.00292,0.00493741,0.0029,709539000000000.0,0.00042,0.307563,0.00033,584101000000000.0,0.00038,0.253191,0.00034,498015000000000.0,0.00046,0.215874,0.00039,85889800000000.0,0.001,0.037231,0.00103,42734800000000.0,0.00143,0.0184466,0.00141,,,,
M43-25,4,1.0,79718300000000.0,0.00112,0.0344104,0.00108,34738700000000.0,0.00152,0.0236418,0.00152,103625000000000.0,0.00089,0.0705229,0.00085,1059650000000000.0,0.00025,0.721153,0.00016,9727930000000.0,0.00328,0.00662034,0.00325,254196000000000.0,0.00059,0.172995,0.00054,11288900000000.0,0.00307,0.00487285,0.00305,711209000000000.0,0.00037,0.306996,0.00031,583047000000000.0,0.00035,0.251675,0.00033,499525000000000.0,0.00045,0.215621,0.00039,86569100000000.0,0.00101,0.0373678,0.00099,42724400000000.0,0.00153,0.0183692,0.00154,,,,
