case,material,step,isotope,mdens_g_per_cm3
M43-30,M43-30,5,U236,9.93748e-05
M43-30,M43-30,6,U236,0.000122067
M43-30,M43-30,7,U236,0.00015214
M43-30,M43-30,8,U236,0.000189484
M43-30,M43-30,9,U236,0.000226543
M43-30,M43-30,10,U236,0.000299752
M43-30,M43-30,11,U236,0.000371856
M43-30,M43-30,12,U236,0.000442748
M43-30,M43-30,13,U236,0.000512484
M43-30,M43-30,14,U236,0.000580999
M43-30,M43-30,15,U236,0.000714555
M43-30,M43-30,16,U236,0.000843621
M43-30,M43-30,17,U236,0.000968259
M43-30,M43-30,18,U236,0.00108856
M43-30,M43-30,19,U236,0.00120476
M43-30,M43-30,20,U236,0.0013169
M43-30,M43-30,21,U236,0.00152909
M43-30,M43-30,22,U236,0.00172649
M43-30,M43-30,23,U236,0.00199611
M43-30,M43-30,24,U236,0.00231146
M43-30,M43-30,25,U236,0.00258452
M43-30,M43-30,0,U237,0.0
M43-30,M43-30,1,U237,2.35431e-06
M43-30,M43-30,2,U237,6.67823e-06
M43-30,M43-30,3,U237,8.67378e-06
M43-30,M43-30,4,U237,9.59929e-06
M43-30,M43-30,5,U237,1.00486e-05
M43-30,M43-30,6,U237,1.03095e-05
M43-30,M43-30,7,U237,1.04864e-05
M43-30,M43-30,8,U237,1.06024e-05
M43-30,M43-30,9,U237,1.07275e-05
M43-30,M43-30,10,U237,1.09543e-05
M43-30,M43-30,11,U237,1.11568e-05
M43-30,M43-30,12,U237,1.13712e-05
M43-30,M43-30,13,U237,1.15411e-05
M43-30,M43-30,14,U237,1.17209e-05
M43-30,M43-30,15,U237,1.21248e-05
M43-30,M43-30,16,U237,1.24418e-05
M43-30,M43-30,17,U237,1.28059e-05
M43-30,M43-30,18,U237,1.31089e-05
M43-30,M43-30,19,U237,1.34361e-05
M43-30,M43-30,20,U237,1.37498e-05
M43-30,M43-30,21,U237,1.43312e-05
M43-30,M43-30,22,U237,1.48907e-05
M43-30,M43-30,23,U237,1.56631e-05
M43-30,M43-30,24,U237,1.65969e-05
M43-30,M43-30,25,U237,1.74621e-05
M43-30,M43-30,0,U238,5.95311
M43-30,M43-30,1,U238,5.95269
M43-30,M43-30,2,U238,5.95142
M43-30,M43-30,3,U238,5.95014
M43-30,M43-30,4,U238,5.94886
M43-30,M43-30,5,U238,5.94758
M43-30,M43-30,6,U238,5.94629
M43-30,M43-30,7,U238,5.94457
M43-30,M43-30,8,U238,5.94242
M43-30,M43-30,9,U238,5.94026
M43-30,M43-30,10,U238,5.93592
M43-30,M43-30,11,U238,5.93157
M43-30,M43-30,12,U238,5.9272
M43-30,M43-30,13,U238,5.92281
M43-30,M43-30,14,U238,5.9184
M43-30,M43-30,15,U238,5.90953
M43-30,M43-30,16,U238,5.90061
M43-30,M43-30,17,U238,5.89161
M43-30,M43-30,18,U238,5.88255
M43-30,M43-30,19,U238,5.87342
M43-30,M43-30,20,U238,5.86422
M43-30,M43-30,21,U238,5.84562
M43-30,M43-30,22,U238,5.82675
M43-30,M43-30,23,U238,5.79798
M43-30,M43-30,24,U238,5.75871
M43-30,M43-30,25,U238,5.71841
M43-30,M43-30,0,Np237,0.0
M43-30,M43-30,1,Np237,3.76406e-07
M43-30,M43-30,2,Np237,4.3609e-06
M43-30,M43-30,3,Np237,1.07302e-05
M43-30,M43-30,4,Np237,1.81799e-05
M43-30,M43-30,5,Np237,2.61177e-05
M43-30,M43-30,6,Np237,3.42902e-05
M43-30,M43-30,7,Np237,4.53529e-05
M43-30,M43-30,8,Np237,5.92649e-05
M43-30,M43-30,9,Np237,7.32236e-05
M43-30,M43-30,10,Np237,0.000101283
M43-30,M43-30,11,Np237,0.000129429
M43-30,M43-30,12,Np237,0.000157662
M43-30,M43-30,13,Np237,0.0001859
M43-30,M43-30,14,Np237,0.00021413
M43-30,M43-30,15,Np237,0.000270841
M43-30,M43-30,16,Np237,0.000327359
M43-30,M43-30,17,Np237,0.000383756
M43-30,M43-30,18,Np237,0.000439824
M43-30,M43-30,19,Np237,0.000495567
M43-30,M43-30,20,Np237,0.000550936
M43-30,M43-30,21,Np237,0.000660474
M43-30,M43-30,22,Np237,0.000767646
M43-30,M43-30,23,Np237,0.000923505
M43-30,M43-30,24,Np237,0.00111999
M43-30,M43-30,25,Np237,0.00130113
M43-30,M43-30,0,Np239,0.0
M43-30,M43-30,1,Np239,0.000258623
M43-30,M43-30,2,Np239,0.000467286
M43-30,M43-30,3,Np239,0.000489288
M43-30,M43-30,4,Np239,0.000492862
M43-30,M43-30,5,Np239,0.000493954
M43-30,M43-30,6,Np239,0.000495042
M43-30,M43-30,7,Np239,0.000496129
M43-30,M43-30,8,Np239,0.000497311
M43-30,M43-30,9,Np239,0.000498522
M43-30,M43-30,10,Np239,0.000500373
M43-30,M43-30,11,Np239,0.000502697
M43-30,M43-30,12,Np239,0.000505011
M43-30,M43-30,13,Np239,0.000506706
M43-30,M43-30,14,Np239,0.000509207
M43-30,M43-30,15,Np239,0.00051174
M43-30,M43-30,16,Np239,0.000515223
M43-30,M43-30,17,Np239,0.000519201
M43-30,M43-30,18,Np239,0.000523222
M43-30,M43-30,19,Np239,0.000526996
M43-30,M43-30,20,Np239,0.000531143
M43-30,M43-30,21,Np239,0.00053631
M43-30,M43-30,22,Np239,0.000544328
M43-30,M43-30,23,Np239,0.000553123
M43-30,M43-30,24,Np239,0.00056558
M43-30,M43-30,25,Np239,0.000580621
M43-30,M43-30,0,Pu238,0.00721556
M43-30,M43-30,1,Pu238,0.00720827
M43-30,M43-30,2,Pu238,0.00718715
M43-30,M43-30,3,Pu238,0.0071671
M43-30,M43-30,4,Pu238,0.00714813
M43-30,M43-30,5,Pu238,0.00713019
M43-30,M43-30,6,Pu238,0.00711327
M43-30,M43-30,7,Pu238,0.00709223
M43-30,M43-30,8,Pu238,0.00706824
M43-30,M43-30,9,Pu238,0.00704672
M43-30,M43-30,10,Pu238,0.00701055
M43-30,M43-30,11,Pu238,0.00698272
M43-30,M43-30,12,Pu238,0.00696241
M43-30,M43-30,13,Pu238,0.00694883
M43-30,M43-30,14,Pu238,0.0069413
M43-30,M43-30,15,Pu238,0.00694203
M43-30,M43-30,16,Pu238,0.00696054
M43-30,M43-30,17,Pu238,0.00699343
M43-30,M43-30,18,Pu238,0.00703816
M43-30,M43-30,19,Pu238,0.00709259
M43-30,M43-30,20,Pu238,0.00715509
M43-30,M43-30,21,Pu238,0.00729925
M43-30,M43-30,22,Pu238,0.00746189
M43-30,M43-30,23,Pu238,0.00772913
M43-30,M43-30,24,Pu238,0.00810495
M43-30,M43-30,25,Pu238,0.00847456
M43-30,M43-30,0,Pu239,0.228416
M43-30,M43-30,1,Pu239,0.227705
M43-30,M43-30,2,Pu239,0.226164
M43-30,M43-30,3,Pu239,0.224818
M43-30,M43-30,4,Pu239,0.223501
M43-30,M43-30,5,Pu239,0.222196
M43-30,M43-30,6,Pu239,0.220899
M43-30,M43-30,7,Pu239,0.219184
M43-30,M43-30,8,Pu239,0.217063
M43-30,M43-30,9,Pu239,0.214968
M43-30,M43-30,10,Pu239,0.210845
M43-30,M43-30,11,Pu239,0.206814
M43-30,M43-30,12,Pu239,0.202883
M43-30,M43-30,13,Pu239,0.19904
M43-30,M43-30,14,Pu239,0.195294
M43-30,M43-30,15,Pu239,0.188063
M43-30,M43-30,16,Pu239,0.181162
M43-30,M43-30,17,Pu239,0.174598
M43-30,M43-30,18,Pu239,0.168368
M43-30,M43-30,19,Pu239,0.162433
M43-30,M43-30,20,Pu239,0.156814
M43-30,M43-30,21,Pu239,0.146429
M43-30,M43-30,22,Pu239,0.137112
M43-30,M43-30,23,Pu239,0.124974
M43-30,M43-30,24,Pu239,0.111775
M43-30,M43-30,25,Pu239,0.101392
M43-30,M43-30,0,Pu240,0.0887176
M43-30,M43-30,1,Pu240,0.0887551
M43-30,M43-30,2,Pu240,0.088861
M43-30,M43-30,3,Pu240,0.088963
M43-30,M43-30,4,Pu240,0.0890602
M43-30,M43-30,5,Pu240,0.089154
M43-30,M43-30,6,Pu240,0.0892435
M43-30,M43-30,7,Pu240,0.0893581
M43-30,M43-30,8,Pu240,0.0894917
M43-30,M43-30,9,Pu240,0.0896141
M43-30,M43-30,10,Pu240,0.0898361
M43-30,M43-30,11,Pu240,0.090019
M43-30,M43-30,12,Pu240,0.0901617
M43-30,M43-30,13,Pu240,0.0902711
M43-30,M43-30,14,Pu240,0.0903471
M43-30,M43-30,15,Pu240,0.0903978
M43-30,M43-30,16,Pu240,0.0903276
M43-30,M43-30,17,Pu240,0.0901312
M43-30,M43-30,18,Pu240,0.0898252
M43-30,M43-30,19,Pu240,0.0894117
M43-30,M43-30,20,Pu240,0.0888973
M43-30,M43-30,21,Pu240,0.0875847
M43-30,M43-30,22,Pu240,0.0859561
M43-30,M43-30,23,Pu240,0.0830177
M43-30,M43-30,24,Pu240,0.0784321
M43-30,M43-30,25,Pu240,0.0734103
M43-30,M43-30,0,Pu241,0.0436087
M43-30,M43-30,1,Pu241,0.0436882
M43-30,M43-30,2,Pu241,0.0439301
M43-30,M43-30,3,Pu241,0.04417
M43-30,M43-30,4,Pu241,0.044408
M43-30,M43-30,5,Pu241,0.0446434
M43-30,M43-30,6,Pu241,0.0448765
M43-30,M43-30,7,Pu241,0.0451825
M43-30,M43-30,8,Pu241,0.0455584
M43-30,M43-30,9,Pu241,0.0459266
M43-30,M43-30,10,Pu241,0.0466357
M43-30,M43-30,11,Pu241,0.0473132
M43-30,M43-30,12,Pu241,0.0479619
M43-30,M43-30,13,Pu241,0.0485762
M43-30,M43-30,14,Pu241,0.0491576
M43-30,M43-30,15,Pu241,0.0502305
M43-30,M43-30,16,Pu241,0.0511784
M43-30,M43-30,17,Pu241,0.0520121
M43-30,M43-30,18,Pu241,0.0527293
M43-30,M43-30,19,Pu241,0.0533381
M43-30,M43-30,20,Pu241,0.0538422
M43-30,M43-30,21,Pu241,0.0545626
M43-30,M43-30,22,Pu241,0.0549098
M43-30,M43-30,23,Pu241,0.0548267
M43-30,M43-30,24,Pu241,0.0537688
M43-30,M43-30,25,Pu241,0.0518759
M43-30,M43-30,0,Pu242,0.0220812
M43-30,M43-30,1,Pu242,0.0220921
M43-30,M43-30,2,Pu242,0.0221269
M43-30,M43-30,3,Pu242,0.0221624
M43-30,M43-30,4,Pu242,0.0221987
M43-30,M43-30,5,Pu242,0.0222356
M43-30,M43-30,6,Pu242,0.0222732
M43-30,M43-30,7,Pu242,0.0223246
M43-30,M43-30,8,Pu242,0.0223906
M43-30,M43-30,9,Pu242,0.0224587
M43-30,M43-30,10,Pu242,0.0226014
M43-30,M43-30,11,Pu242,0.0227524
M43-30,M43-30,12,Pu242,0.0229101
M43-30,M43-30,13,Pu242,0.0230767
M43-30,M43-30,14,Pu242,0.0232488
M43-30,M43-30,15,Pu242,0.0236157
M43-30,M43-30,16,Pu242,0.0240089
M43-30,M43-30,17,Pu242,0.0244263
M43-30,M43-30,18,Pu242,0.0248644
M43-30,M43-30,19,Pu242,0.0253259
M43-30,M43-30,20,Pu242,0.0258031
M43-30,M43-30,21,Pu242,0.0268097
M43-30,M43-30,22,Pu242,0.0278644
M43-30,M43-30,23,Pu242,0.0295067
M43-30,M43-30,24,Pu242,0.031719
M43-30,M43-30,25,Pu242,0.0338635
M43-30,M43-30,0,Am241,0.00425847
M43-30,M43-30,1,Am241,0.00425865
M43-30,M43-30,2,Am241,0.00425904
M43-30,M43-30,3,Am241,0.00425955
M43-30,M43-30,4,Am241,0.00426018
M43-30,M43-30,5,Am241,0.00426101
M43-30,M43-30,6,Am241,0.00426193
M43-30,M43-30,7,Am241,0.00426347
M43-30,M43-30,8,Am241,0.00426572
M43-30,M43-30,9,Am241,0.00426836
M43-30,M43-30,10,Am241,0.00427482
M43-30,M43-30,11,Am241,0.00428255
M43-30,M43-30,12,Am241,0.00429157
M43-30,M43-30,13,Am241,0.00430172
M43-30,M43-30,14,Am241,0.00431276
M43-30,M43-30,15,Am241,0.0043369
M43-30,M43-30,16,Am241,0.00436269
M43-30,M43-30,17,Am241,0.00438909
M43-30,M43-30,18,Am241,0.00441574
M43-30,M43-30,19,Am241,0.00444091
M43-30,M43-30,20,Am241,0.00446457
M43-30,M43-30,21,Am241,0.00450342
M43-30,M43-30,22,Am241,0.00452821
M43-30,M43-30,23,Am241,0.00453224
M43-30,M43-30,24,Am241,0.00447
M43-30,M43-30,25,Am241,0.00433014
M43-30,M43-30,0,Am243,0.0
M43-30,M43-30,1,Am243,2.80854e-05
M43-30,M43-30,2,Am243,0.000123615
M43-30,M43-30,3,Am243,0.000218685
M43-30,M43-30,4,Am243,0.000313223
M43-30,M43-30,5,Am243,0.000407192
M43-30,M43-30,6,Am243,0.000500812
M43-30,M43-30,7,Am243,0.000624548
M43-30,M43-30,8,Am243,0.000777919
M43-30,M43-30,9,Am243,0.000929588
M43-30,M43-30,10,Am243,0.00122811
M43-30,M43-30,11,Am243,0.00152056
M43-30,M43-30,12,Am243,0.00180776
M43-30,M43-30,13,Am243,0.00208818
M43-30,M43-30,14,Am243,0.00236484
M43-30,M43-30,15,Am243,0.00290069
M43-30,M43-30,16,Am243,0.00341809
M43-30,M43-30,17,Am243,0.00391786
M43-30,M43-30,18,Am243,0.00440221
M43-30,M43-30,19,Am243,0.00487061
M43-30,M43-30,20,Am243,0.0053265
M43-30,M43-30,21,Am243,0.00619766
M43-30,M43-30,22,Am243,0.00702887
M43-30,M43-30,23,Am243,0.00819951
M43-30,M43-30,24,Am243,0.00966029
M43-30,M43-30,25,Am243,0.0110111
M43-30,M43-30,0,Xe135,0.0
M43-30,M43-30,1,Xe135,3.58663e-06
M43-30,M43-30,2,Xe135,3.61627e-06
M43-30,M43-30,3,Xe135,3.61496e-06
M43-30,M43-30,4,Xe135,3.61289e-06
M43-30,M43-30,5,Xe135,3.61038e-06
M43-30,M43-30,6,Xe135,3.60778e-06
M43-30,M43-30,7,Xe135,3.60409e-06
M43-30,M43-30,8,Xe135,3.59858e-06
M43-30,M43-30,9,Xe135,3.59323e-06
M43-30,M43-30,10,Xe135,3.58276e-06
M43-30,M43-30,11,Xe135,3.57438e-06
M43-30,M43-30,12,Xe135,3.56585e-06
M43-30,M43-30,13,Xe135,3.5576e-06
M43-30,M43-30,14,Xe135,3.54878e-06
M43-30,M43-30,15,Xe135,3.52524e-06
M43-30,M43-30,16,Xe135,3.51023e-06
M43-30,M43-30,17,Xe135,3.49274e-06
M43-30,M43-30,18,Xe135,3.47499e-06
M43-30,M43-30,19,Xe135,3.45781e-06
M43-30,M43-30,20,Xe135,3.43819e-06
M43-30,M43-30,21,Xe135,3.39228e-06
M43-30,M43-30,22,Xe135,3.35726e-06
M43-30,M43-30,23,Xe135,3.29707e-06
M43-30,M43-30,24,Xe135,3.22086e-06
M43-30,M43-30,25,Xe135,3.15499e-06
M43-30,M43-30,0,Sm149,0.0
M43-30,M43-30,1,Sm149,1.65299e-06
M43-30,M43-30,2,Sm149,1.35381e-05
M43-30,M43-30,3,Sm149,2.40026e-05
M43-30,M43-30,4,Sm149,3.15323e-05
M43-30,M43-30,5,Sm149,3.68462e-05
M43-30,M43-30,6,Sm149,4.05767e-05
M43-30,M43-30,7,Sm149,4.39189e-05
M43-30,M43-30,8,Sm149,4.64521e-05
M43-30,M43-30,9,Sm149,4.7898e-05
M43-30,M43-30,10,Sm149,4.93526e-05
M43-30,M43-30,11,Sm149,5.00135e-05
M43-30,M43-30,12,Sm149,5.04546e-05
M43-30,M43-30,13,Sm149,5.07779e-05
M43-30,M43-30,14,Sm149,5.107e-05
M43-30,M43-30,15,Sm149,5.15601e-05
M43-30,M43-30,16,Sm149,5.1928e-05
M43-30,M43-30,17,Sm149,5.21547e-05
M43-30,M43-30,18,Sm149,5.22897e-05
M43-30,M43-30,19,Sm149,5.23109e-05
M43-30,M43-30,20,Sm149,5.22363e-05
M43-30,M43-30,21,Sm149,5.21891e-05
M43-30,M43-30,22,Sm149,5.17671e-05
M43-30,M43-30,23,Sm149,5.11949e-05
M43-30,M43-30,24,Sm149,5.00953e-05
M43-30,M43-30,25,Sm149,4.86555e-05
M43-30,M43-30,0,Cs137,0.0
M43-30,M43-30,1,Cs137,2.74961e-05
M43-30,M43-30,2,Cs137,0.000109993
M43-30,M43-30,3,Cs137,0.000192483
M43-30,M43-30,4,Cs137,0.000274944
M43-30,M43-30,5,Cs137,0.000357348
M43-30,M43-30,6,Cs137,0.00043981
M43-30,M43-30,7,Cs137,0.000549739
M43-30,M43-30,8,Cs137,0.000687133
M43-30,M43-30,9,Cs137,0.000824577
M43-30,M43-30,10,Cs137,0.00109982
M43-30,M43-30,11,Cs137,0.00137559
M43-30,M43-30,12,Cs137,0.00165159
M43-30,M43-30,13,Cs137,0.00192803
M43-30,M43-30,14,Cs137,0.00220477
M43-30,M43-30,15,Cs137,0.00275956
M43-30,M43-30,16,Cs137,0.00331613
M43-30,M43-30,17,Cs137,0.00387435
M43-30,M43-30,18,Cs137,0.0044338
M43-30,M43-30,19,Cs137,0.00499544
M43-30,M43-30,20,Cs137,0.00555832
M43-30,M43-30,21,Cs137,0.00668895
M43-30,M43-30,22,Cs137,0.00782644
M43-30,M43-30,23,Cs137,0.00954367
M43-30,M43-30,24,Cs137,0.0118538
M43-30,M43-30,25,Cs137,0.0141891
M43-30,M43-30,0,Sr90,0.0
M43-30,M43-30,1,Sr90,6.20111e-06
M43-30,M43-30,2,Sr90,2.48133e-05
M43-30,M43-30,3,Sr90,4.34344e-05
M43-30,M43-30,4,Sr90,6.20678e-05
M43-30,M43-30,5,Sr90,8.07149e-05
M43-30,M43-30,6,Sr90,9.94068e-05
M43-30,M43-30,7,Sr90,0.000124383
M43-30,M43-30,8,Sr90,0.000155706
M43-30,M43-30,9,Sr90,0.000187172
M43-30,M43-30,10,Sr90,0.000250601
M43-30,M43-30,11,Sr90,0.000314744
M43-30,M43-30,12,Sr90,0.000379554
M43-30,M43-30,13,Sr90,0.000445079
M43-30,M43-30,14,Sr90,0.000511293
M43-30,M43-30,15,Sr90,0.000645859
M43-30,M43-30,16,Sr90,0.000783236
M43-30,M43-30,17,Sr90,0.000923365
M43-30,M43-30,18,Sr90,0.00106609
M43-30,M43-30,19,Sr90,0.00121159
M43-30,M43-30,20,Sr90,0.0013596
M43-30,M43-30,21,Sr90,0.00166322
M43-30,M43-30,22,Sr90,0.00197679
M43-30,M43-30,23,Sr90,0.00246463
M43-30,M43-30,24,Sr90,0.00314596
M43-30,M43-30,25,Sr90,0.00386074
M43-30,M43-30,0,I129,0.0
M43-30,M43-30,1,I129,4.28859e-06
M43-30,M43-30,2,I129,1.9045e-05
M43-30,M43-30,3,I129,3.37965e-05
M43-30,M43-30,4,I129,4.85413e-05
M43-30,M43-30,5,I129,6.32756e-05
M43-30,M43-30,6,I129,7.80185e-05
M43-30,M43-30,7,I129,9.7673e-05
M43-30,M43-30,8,I129,0.000122237
M43-30,M43-30,9,I129,0.000146809
M43-30,M43-30,10,I129,0.000196023
M43-30,M43-30,11,I129,0.000245333
M43-30,M43-30,12,I129,0.000294694
M43-30,M43-30,13,I129,0.000344141
M43-30,M43-30,14,I129,0.000393653
M43-30,M43-30,15,I129,0.000492944
M43-30,M43-30,16,I129,0.000592602
M43-30,M43-30,17,I129,0.000692601
M43-30,M43-30,18,I129,0.000792878
M43-30,M43-30,19,I129,0.0008936
M43-30,M43-30,20,I129,0.00099461
M43-30,M43-30,21,I129,0.00119772
M43-30,M43-30,22,I129,0.00140235
M43-30,M43-30,23,I129,0.00171198
M43-30,M43-30,24,I129,0.00212988
M43-30,M43-30,25,I129,0.00255403
M43-30,M43-30,0,Nd143,0.0
M43-30,M43-30,1,Nd143,4.06745e-07
M43-30,M43-30,2,Nd143,1.24931e-05
M43-30,M43-30,3,Nd143,3.97834e-05
M43-30,M43-30,4,Nd143,7.75242e-05
M43-30,M43-30,5,Nd143,0.000122244
M43-30,M43-30,6,Nd143,0.000171614
M43-30,M43-30,7,Nd143,0.000242081
M43-30,M43-30,8,Nd143,0.000334522
M43-30,M43-30,9,Nd143,0.000429498
M43-30,M43-30,10,Nd143,0.000622643
M43-30,M43-30,11,Nd143,0.000816984
M43-30,M43-30,12,Nd143,0.00101136
M43-30,M43-30,13,Nd143,0.00120545
M43-30,M43-30,14,Nd143,0.00139915
M43-30,M43-30,15,Nd143,0.0017857
M43-30,M43-30,16,Nd143,0.00217029
M43-30,M43-30,17,Nd143,0.00255301
M43-30,M43-30,18,Nd143,0.00293357
M43-30,M43-30,19,Nd143,0.00331206
M43-30,M43-30,20,Nd143,0.00368813
M43-30,M43-30,21,Nd143,0.00443363
M43-30,M43-30,22,Nd143,0.00516683
M43-30,M43-30,23,Nd143,0.00624381
M43-30,M43-30,24,Nd143,0.00762785
M43-30,M43-30,25,Nd143,0.00894451
M43-30,M43-30,0,Nd145,0.0
M43-30,M43-30,1,Nd145,1.19574e-05
M43-30,M43-30,2,Nd145,5.35686e-05
M43-30,M43-30,3,Nd145,9.51413e-05
M43-30,M43-30,4,Nd145,0.000136668
M43-30,M43-30,5,Nd145,0.000178135
M43-30,M43-30,6,Nd145,0.000219597
M43-30,M43-30,7,Nd145,0.000274824
M43-30,M43-30,8,Nd145,0.000343769
M43-30,M43-30,9,Nd145,0.000412653
M43-30,M43-30,10,Nd145,0.000550335
M43-30,M43-30,11,Nd145,0.000687924
M43-30,M43-30,12,Nd145,0.000825302
M43-30,M43-30,13,Nd145,0.000962535
M43-30,M43-30,14,Nd145,0.00109958
M43-30,M43-30,15,Nd145,0.00137323
M43-30,M43-30,16,Nd145,0.00164634
M43-30,M43-30,17,Nd145,0.00191875
M43-30,M43-30,18,Nd145,0.00219028
M43-30,M43-30,19,Nd145,0.00246127
M43-30,M43-30,20,Nd145,0.00273138
M43-30,M43-30,21,Nd145,0.0032691
M43-30,M43-30,22,Nd145,0.00380321
M43-30,M43-30,23,Nd145,0.00459681
M43-30,M43-30,24,Nd145,0.00563892
M43-30,M43-30,25,Nd145,0.00666187
M43-30,M43-30,0,lost,0.0
M43-30,M43-30,1,lost,0.0
M43-30,M43-30,2,lost,0.0
M43-30,M43-30,3,lost,0.0
M43-30,M43-30,4,lost,0.0
M43-30,M43-30,5,lost,0.0
M43-30,M43-30,6,lost,0.0
M43-30,M43-30,7,lost,0.0
M43-30,M43-30,8,lost,0.0
M43-30,M43-30,9,lost,0.0
M43-30,M43-30,10,lost,0.0
M43-30,M43-30,11,lost,0.0
M43-30,M43-30,12,lost,0.0
M43-30,M43-30,13,lost,0.0
M43-30,M43-30,14,lost,0.0
M43-30,M43-30,15,lost,0.0
M43-30,M43-30,16,lost,0.0
M43-30,M43-30,17,lost,0.0
M43-30,M43-30,18,lost,0.0
M43-30,M43-30,19,lost,0.0
M43-30,M43-30,20,lost,0.0
M43-30,M43-30,21,lost,0.0
M43-30,M43-30,22,lost,0.0
M43-30,M43-30,23,lost,0.0
M43-30,M43-30,24,lost,0.0
M43-30,M43-30,25,lost,0.0
M43-30,M43-30,0,total,10.4
M43-30,M43-30,1,total,10.4
M43-30,M43-30,2,total,10.4
M43-30,M43-30,3,total,10.4
M43-30,M43-30,4,total,10.4
M43-30,M43-30,5,total,10.4
M43-30,M43-30,6,total,10.4
M43-30,M43-30,7,total,10.4
M43-30,M43-30,8,total,10.4
M43-30,M43-30,9,total,10.4
M43-30,M43-30,10,total,10.4
M43-30,M43-30,11,total,10.3999
M43-30,M43-30,12,total,10.3999
M43-30,M43-30,13,total,10.3999
M43-30,M43-30,14,total,10.3999
M43-30,M43-30,15,total,10.3999
M43-30,M43-30,16,total,10.3999
M43-30,M43-30,17,total,10.3999
M43-30,M43-30,18,total,10.3998
M43-30,M43-30,19,total,10.3998
M43-30,M43-30,20,total,10.3998
M43-30,M43-30,21,total,10.3998
M43-30,M43-30,22,total,10.3998
M43-30,M43-30,23,total,10.3997
M43-30,M43-30,24,total,10.3997
M43-30,M43-30,25,total,10.3997
M43-30,mox70,0,Th232,0.0
M43-30,mox70,1,Th232,7.61631e-16
M43-30,mox70,2,Th232,1.2196e-14
M43-30,mox70,3,Th232,3.73194e-14
M43-30,mox70,4,Th232,7.60769e-14
M43-30,mox70,5,Th232,1.28416e-13
M43-30,mox70,6,Th232,1.94279e-13
M43-30,mox70,7,Th232,3.0302e-13
M43-30,mox70,8,Th232,4.72373e-13
M43-30,mox70,9,Th232,6.78608e-13
M43-30,mox70,10,Th232,1.20059e-12
M43-30,mox70,11,Th232,1.86654e-12
M43-30,mox70,12,Th232,2.67415e-12
M43-30,mox70,13,Th232,3.62108e-12
M43-30,mox70,14,Th232,4.70502e-12
M43-30,mox70,15,Th232,7.2749e-12
M43-30,mox70,16,Th232,1.03647e-11
M43-30,mox70,17,Th232,1.39562e-11
M43-30,mox70,18,Th232,1.80315e-11
M43-30,mox70,19,Th232,2.25723e-11
M43-30,mox70,20,Th232,2.75608e-11
M43-30,mox70,21,Th232,3.8814e-11
M43-30,mox70,22,Th232,5.16467e-11
M43-30,mox70,23,Th232,7.35673e-11
M43-30,mox70,24,Th232,1.07074e-10
M43-30,mox70,25,Th232,1.445e-10
M43-30,mox70,0,Th233,0.0
M43-30,mox70,1,Th233,5.09084e-20
M43-30,mox70,2,Th233,2.00527e-19
M43-30,mox70,3,Th233,3.46045e-19
M43-30,mox70,4,Th233,4.92592e-19
M43-30,mox70,5,Th233,6.42975e-19
M43-30,mox70,6,Th233,8.02657e-19
M43-30,mox70,7,Th233,1.03321e-18
M43-30,mox70,8,Th233,1.35207e-18
M43-30,mox70,9,Th233,1.72115e-18
M43-30,mox70,10,Th233,2.60533e-18
M43-30,mox70,11,Th233,3.70992e-18
M43-30,mox70,12,Th233,5.03991e-18
M43-30,mox70,13,Th233,6.61187e-18
M43-30,mox70,14,Th233,8.42434e-18
M43-30,mox70,15,Th233,1.27397e-17
M43-30,mox70,16,Th233,1.80037e-17
M43-30,mox70,17,Th233,2.42663e-17
M43-30,mox70,18,Th233,3.13904e-17
M43-30,mox70,19,Th233,3.94814e-17
M43-30,mox70,20,Th233,4.8473e-17
M43-30,mox70,21,Th233,6.88954e-17
M43-30,mox70,22,Th233,9.33916e-17
M43-30,mox70,23,Th233,1.3533e-16
M43-30,mox70,24,Th233,2.02823e-16
M43-30,mox70,25,Th233,2.8334e-16
M43-30,mox70,0,Pa233,0.0
M43-30,mox70,1,Pa233,4.64922e-16
M43-30,mox70,2,Pa233,2.04221e-14
M43-30,mox70,3,Pa233,8.64004e-14
M43-30,mox70,4,Pa233,2.04764e-13
M43-30,mox70,5,Pa233,3.72498e-13
M43-30,mox70,6,Pa233,5.83408e-13
M43-30,mox70,7,Pa233,9.20366e-13
M43-30,mox70,8,Pa233,1.41146e-12
M43-30,mox70,9,Pa233,1.95953e-12
M43-30,mox70,10,Pa233,3.1662e-12
M43-30,mox70,11,Pa233,4.45641e-12
M43-30,mox70,12,Pa233,5.7862e-12
M43-30,mox70,13,Pa233,7.13347e-12
M43-30,mox70,14,Pa233,8.48761e-12
M43-30,mox70,15,Pa233,1.12015e-11
M43-30,mox70,16,Pa233,1.3901e-11
M43-30,mox70,17,Pa233,1.65733e-11
M43-30,mox70,18,Pa233,1.92114e-11
M43-30,mox70,19,Pa233,2.18151e-11
M43-30,mox70,20,Pa233,2.43883e-11
M43-30,mox70,21,Pa233,2.94422e-11
M43-30,mox70,22,Pa233,3.43434e-11
M43-30,mox70,23,Pa233,4.1383e-11
M43-30,mox70,24,Pa233,5.01039e-11
M43-30,mox70,25,Pa233,5.80095e-11
M43-30,mox70,0,Pa234,0.0
M43-30,mox70,1,Pa234,8.76913e-14
M43-30,mox70,2,Pa234,3.57736e-13
M43-30,mox70,3,Pa234,5.73279e-13
M43-30,mox70,4,Pa234,7.45292e-13
