case,material,step,isotope,adens_atoms_per_barn_cm
M87-10,M87-10,19,Sm149,4.15639e-07
M87-10,M87-10,20,Sm149,4.12122e-07
M87-10,M87-10,21,Sm149,4.05027e-07
M87-10,M87-10,22,Sm149,3.95932e-07
M87-10,M87-10,23,Sm149,3.82419e-07
M87-10,M87-10,24,Sm149,3.62637e-07
M87-10,M87-10,25,Sm149,3.4133e-07
M87-10,M87-10,0,Cs137,0.0
M87-10,M87-10,1,Cs137,1.67437e-07
M87-10,M87-10,2,Cs137,6.70955e-07
M87-10,M87-10,3,Cs137,1.1739e-06
M87-10,M87-10,4,Cs137,1.67694e-06
M87-10,M87-10,5,Cs137,2.17987e-06
M87-10,M87-10,6,Cs137,2.68239e-06
M87-10,M87-10,7,Cs137,3.35234e-06
M87-10,M87-10,8,Cs137,4.1895e-06
M87-10,M87-10,9,Cs137,5.02584e-06
M87-10,M87-10,10,Cs137,6.69762e-06
M87-10,M87-10,11,Cs137,8.36796e-06
M87-10,M87-10,12,Cs137,1.00368e-05
M87-10,M87-10,13,Cs137,1.17045e-05
M87-10,M87-10,14,Cs137,1.33712e-05
M87-10,M87-10,15,Cs137,1.6699e-05
M87-10,M87-10,16,Cs137,2.00231e-05
M87-10,M87-10,17,Cs137,2.33431e-05
M87-10,M87-10,18,Cs137,2.66567e-05
M87-10,M87-10,19,Cs137,2.99653e-05
M87-10,M87-10,20,Cs137,3.32683e-05
M87-10,M87-10,21,Cs137,3.98555e-05
M87-10,M87-10,22,Cs137,4.64234e-05
M87-10,M87-10,23,Cs137,5.62296e-05
M87-10,M87-10,24,Cs137,6.92108e-05
M87-10,M87-10,25,Cs137,8.20777e-05
M87-10,M87-10,0,Sr90,0.0
M87-10,M87-10,1,Sr90,5.49295e-08
M87-10,M87-10,2,Sr90,2.20141e-07
M87-10,M87-10,3,Sr90,3.85186e-07
M87-10,M87-10,4,Sr90,5.50276e-07
M87-10,M87-10,5,Sr90,7.1538e-07
M87-10,M87-10,6,Sr90,8.80417e-07
M87-10,M87-10,7,Sr90,1.10056e-06
M87-10,M87-10,8,Sr90,1.37588e-06
M87-10,M87-10,9,Sr90,1.65119e-06
M87-10,M87-10,10,Sr90,2.20245e-06
M87-10,M87-10,11,Sr90,2.75455e-06
M87-10,M87-10,12,Sr90,3.30752e-06
M87-10,M87-10,13,Sr90,3.86146e-06
M87-10,M87-10,14,Sr90,4.41648e-06
M87-10,M87-10,15,Sr90,5.52886e-06
M87-10,M87-10,16,Sr90,6.64541e-06
M87-10,M87-10,17,Sr90,7.76602e-06
M87-10,M87-10,18,Sr90,8.88981e-06
M87-10,M87-10,19,Sr90,1.00172e-05
M87-10,M87-10,20,Sr90,1.1148e-05
M87-10,M87-10,21,Sr90,1.34185e-05
M87-10,M87-10,22,Sr90,1.57023e-05
M87-10,M87-10,23,Sr90,1.91493e-05
M87-10,M87-10,24,Sr90,2.3779e-05
M87-10,M87-10,25,Sr90,2.84417e-05
M87-10,M87-10,0,I129,0.0
M87-10,M87-10,1,I129,2.79676e-08
M87-10,M87-10,2,I129,1.2443e-07
M87-10,M87-10,3,I129,2.20799e-07
M87-10,M87-10,4,I129,3.17187e-07
M87-10,M87-10,5,I129,4.13562e-07
M87-10,M87-10,6,I129,5.09865e-07
M87-10,M87-10,7,I129,6.38263e-07
M87-10,M87-10,8,I129,7.98714e-07
M87-10,M87-10,9,I129,9.59003e-07
M87-10,M87-10,10,I129,1.27941e-06
M87-10,M87-10,11,I129,1.59949e-06
M87-10,M87-10,12,I129,1.91925e-06
M87-10,M87-10,13,I129,2.23873e-06
M87-10,M87-10,14,I129,2.55797e-06
M87-10,M87-10,15,I129,3.19519e-06
M87-10,M87-10,16,I129,3.83137e-06
M87-10,M87-10,17,I129,4.46646e-06
M87-10,M87-10,18,I129,5.09995e-06
M87-10,M87-10,19,I129,5.73213e-06
M87-10,M87-10,20,I129,6.36284e-06
M87-10,M87-10,21,I129,7.61942e-06
M87-10,M87-10,22,I129,8.87039e-06
M87-10,M87-10,23,I129,1.07345e-05
M87-10,M87-10,24,I129,1.31946e-05
M87-10,M87-10,25,I129,1.5624e-05
M87-10,M87-10,0,Nd143,0.0
M87-10,M87-10,1,Nd143,2.35155e-09
M87-10,M87-10,2,Nd143,7.23306e-08
M87-10,M87-10,3,Nd143,2.30457e-07
M87-10,M87-10,4,Nd143,4.49178e-07
M87-10,M87-10,5,Nd143,7.08452e-07
M87-10,M87-10,6,Nd143,9.94771e-07
M87-10,M87-10,7,Nd143,1.40341e-06
M87-10,M87-10,8,Nd143,1.93949e-06
M87-10,M87-10,9,Nd143,2.49019e-06
M87-10,M87-10,10,Nd143,3.60901e-06
M87-10,M87-10,11,Nd143,4.73272e-06
M87-10,M87-10,12,Nd143,5.85463e-06
M87-10,M87-10,13,Nd143,6.97295e-06
M87-10,M87-10,14,Nd143,8.08734e-06
M87-10,M87-10,15,Nd143,1.03053e-05
M87-10,M87-10,16,Nd143,1.25035e-05
M87-10,M87-10,17,Nd143,1.46841e-05
M87-10,M87-10,18,Nd143,1.68454e-05
M87-10,M87-10,19,Nd143,1.89869e-05
M87-10,M87-10,20,Nd143,2.11081e-05
M87-10,M87-10,21,Nd143,2.5293e-05
M87-10,M87-10,22,Nd143,2.93805e-05
M87-10,M87-10,23,Nd143,3.53365e-05
M87-10,M87-10,24,Nd143,4.28942e-05
M87-10,M87-10,25,Nd143,4.99579e-05
M87-10,M87-10,0,Nd145,0.0
M87-10,M87-10,1,Nd145,6.821e-08
M87-10,M87-10,2,Nd145,3.06109e-07
M87-10,M87-10,3,Nd145,5.43597e-07
M87-10,M87-10,4,Nd145,7.80937e-07
M87-10,M87-10,5,Nd145,1.01806e-06
M87-10,M87-10,6,Nd145,1.25483e-06
M87-10,M87-10,7,Nd145,1.57022e-06
M87-10,M87-10,8,Nd145,1.96391e-06
M87-10,M87-10,9,Nd145,2.35674e-06
M87-10,M87-10,10,Nd145,3.14053e-06
M87-10,M87-10,11,Nd145,3.92173e-06
M87-10,M87-10,12,Nd145,4.70034e-06
M87-10,M87-10,13,Nd145,5.47643e-06
M87-10,M87-10,14,Nd145,6.25014e-06
M87-10,M87-10,15,Nd145,7.78908e-06
M87-10,M87-10,16,Nd145,9.31843e-06
M87-10,M87-10,17,Nd145,1.0838e-05
M87-10,M87-10,18,Nd145,1.23466e-05
M87-10,M87-10,19,Nd145,1.38444e-05
M87-10,M87-10,20,Nd145,1.53315e-05
M87-10,M87-10,21,Nd145,1.82722e-05
M87-10,M87-10,22,Nd145,2.11692e-05
M87-10,M87-10,23,Nd145,2.54273e-05
M87-10,M87-10,24,Nd145,3.093e-05
M87-10,M87-10,25,Nd145,3.62279e-05
M87-10,M87-10,0,lost,0.0
M87-10,M87-10,1,lost,1.62561e-13
M87-10,M87-10,2,lost,6.56056e-13
M87-10,M87-10,3,lost,1.15168e-12
M87-10,M87-10,4,lost,1.6483e-12
M87-10,M87-10,5,lost,2.14652e-12
M87-10,M87-10,6,lost,2.64595e-12
M87-10,M87-10,7,lost,3.31352e-12
M87-10,M87-10,8,lost,4.15139e-12
M87-10,M87-10,9,lost,4.99163e-12
M87-10,M87-10,10,lost,6.68086e-12
M87-10,M87-10,11,lost,8.38071e-12
M87-10,M87-10,12,lost,1.00903e-11
M87-10,M87-10,13,lost,1.18092e-11
M87-10,M87-10,14,lost,1.35386e-11
M87-10,M87-10,15,lost,1.70231e-11
M87-10,M87-10,16,lost,2.05438e-11
M87-10,M87-10,17,lost,2.41013e-11
M87-10,M87-10,18,lost,2.76905e-11
M87-10,M87-10,19,lost,3.13186e-11
M87-10,M87-10,20,lost,3.49823e-11
M87-10,M87-10,21,lost,4.24131e-11
M87-10,M87-10,22,lost,4.99808e-11
M87-10,M87-10,23,lost,6.16058e-11
M87-10,M87-10,24,lost,7.75895e-11
M87-10,M87-10,25,lost,9.41281e-11
M87-10,M87-10,0,total,0.0698081
M87-10,M87-10,1,total,0.0698107
M87-10,M87-10,2,total,0.0698184
M87-10,M87-10,3,total,0.0698262
M87-10,M87-10,4,total,0.0698339
M87-10,M87-10,5,total,0.0698417
M87-10,M87-10,6,total,0.0698494
M87-10,M87-10,7,total,0.0698598
M87-10,M87-10,8,total,0.0698727
M87-10,M87-10,9,total,0.0698857
M87-10,M87-10,10,total,0.0699116
M87-10,M87-10,11,total,0.0699376
M87-10,M87-10,12,total,0.0699637
M87-10,M87-10,13,total,0.0699898
M87-10,M87-10,14,total,0.070016
M87-10,M87-10,15,total,0.0700684
M87-10,M87-10,16,total,0.070121
M87-10,M87-10,17,total,0.0701738
M87-10,M87-10,18,total,0.0702267
M87-10,M87-10,19,total,0.0702798
M87-10,M87-10,20,total,0.070333
M87-10,M87-10,21,total,0.0704398
M87-10,M87-10,22,total,0.070547
M87-10,M87-10,23,total,0.0707087
M87-10,M87-10,24,total,0.0709256
M87-10,M87-10,25,total,0.0711438
M87-10,mox43,0,Th232,0.0
M87-10,mox43,1,Th232,2.12503e-18
M87-10,mox43,2,Th232,3.39973e-17
M87-10,mox43,3,Th232,1.04007e-16
M87-10,mox43,4,Th232,2.11988e-16
M87-10,mox43,5,Th232,3.57748e-16
M87-10,mox43,6,Th232,5.41091e-16
M87-10,mox43,7,Th232,8.43669e-16
M87-10,mox43,8,Th232,1.31464e-15
M87-10,mox43,9,Th232,1.88784e-15
M87-10,mox43,10,Th232,3.3373e-15
M87-10,mox43,11,Th232,5.18461e-15
M87-10,mox43,12,Th232,7.42241e-15
M87-10,mox43,13,Th232,1.00432e-14
M87-10,mox43,14,Th232,1.30395e-14
M87-10,mox43,15,Th232,2.01311e-14
M87-10,mox43,16,Th232,2.86385e-14
M87-10,mox43,17,Th232,3.85033e-14
M87-10,mox43,18,Th232,4.96685e-14
M87-10,mox43,19,Th232,6.20782e-14
M87-10,mox43,20,Th232,7.56769e-14
M87-10,mox43,21,Th232,1.06233e-13
M87-10,mox43,22,Th232,1.40904e-13
M87-10,mox43,23,Th232,1.99726e-13
M87-10,mox43,24,Th232,2.88777e-13
M87-10,mox43,25,Th232,3.87167e-13
M87-10,mox43,0,Th233,0.0
M87-10,mox43,1,Th233,1.29807e-22
M87-10,mox43,2,Th233,5.14933e-22
M87-10,mox43,3,Th233,9.02257e-22
M87-10,mox43,4,Th233,1.30043e-21
M87-10,mox43,5,Th233,1.71005e-21
M87-10,mox43,6,Th233,2.15412e-21
M87-10,mox43,7,Th233,2.80556e-21
M87-10,mox43,8,Th233,3.73516e-21
M87-10,mox43,9,Th233,4.78e-21
M87-10,mox43,10,Th233,7.3407e-21
M87-10,mox43,11,Th233,1.05466e-20
M87-10,mox43,12,Th233,1.44546e-20
M87-10,mox43,13,Th233,1.89905e-20
M87-10,mox43,14,Th233,2.42508e-20
M87-10,mox43,15,Th233,3.66778e-20
M87-10,mox43,16,Th233,5.18666e-20
M87-10,mox43,17,Th233,6.98926e-20
M87-10,mox43,18,Th233,9.04029e-20
M87-10,mox43,19,Th233,1.1321e-19
M87-10,mox43,20,Th233,1.38991e-19
M87-10,mox43,21,Th233,1.97595e-19
M87-10,mox43,22,Th233,2.65996e-19
M87-10,mox43,23,Th233,3.8511e-19
M87-10,mox43,24,Th233,5.73578e-19
M87-10,mox43,25,Th233,7.93717e-19
M87-10,mox43,0,Pa233,0.0
M87-10,mox43,1,Pa233,1.09881e-18
M87-10,mox43,2,Pa233,5.05594e-17
M87-10,mox43,3,Pa233,2.15507e-16
M87-10,mox43,4,Pa233,5.12657e-16
M87-10,mox43,5,Pa233,9.348e-16
M87-10,mox43,6,Pa233,1.46616e-15
M87-10,mox43,7,Pa233,2.31551e-15
M87-10,mox43,8,Pa233,3.5545e-15
M87-10,mox43,9,Pa233,4.93923e-15
M87-10,mox43,10,Pa233,7.98826e-15
M87-10,mox43,11,Pa233,1.1248e-14
M87-10,mox43,12,Pa233,1.46075e-14
M87-10,mox43,13,Pa233,1.80171e-14
M87-10,mox43,14,Pa233,2.14437e-14
M87-10,mox43,15,Pa233,2.82956e-14
M87-10,mox43,16,Pa233,3.51061e-14
M87-10,mox43,17,Pa233,4.18647e-14
M87-10,mox43,18,Pa233,4.85665e-14
M87-10,mox43,19,Pa233,5.5187e-14
M87-10,mox43,20,Pa233,6.17172e-14
M87-10,mox43,21,Pa233,7.45064e-14
M87-10,mox43,22,Pa233,8.69318e-14
M87-10,mox43,23,Pa233,1.04776e-13
M87-10,mox43,24,Pa233,1.26941e-13
M87-10,mox43,25,Pa233,1.46978e-13
M87-10,mox43,0,Pa234,0.0
M87-10,mox43,1,Pa234,2.32195e-16
M87-10,mox43,2,Pa234,9.47236e-16
M87-10,mox43,3,Pa234,1.51796e-15
M87-10,mox43,4,Pa234,1.97342e-15
M87-10,mox43,5,Pa234,2.33687e-15
M87-10,mox43,6,Pa234,2.62688e-15
M87-10,mox43,7,Pa234,2.92446e-15
M87-10,mox43,8,Pa234,3.19003e-15
M87-10,mox43,9,Pa234,3.37213e-15
M87-10,mox43,10,Pa234,3.58225e-15
M87-10,mox43,11,Pa234,3.68029e-15
M87-10,mox43,12,Pa234,3.72541e-15
M87-10,mox43,13,Pa234,3.74557e-15
M87-10,mox43,14,Pa234,3.75395e-15
M87-10,mox43,15,Pa234,3.75694e-15
M87-10,mox43,16,Pa234,3.75422e-15
M87-10,mox43,17,Pa234,3.75019e-15
M87-10,mox43,18,Pa234,3.74584e-15
M87-10,mox43,19,Pa234,3.74138e-15
M87-10,mox43,20,Pa234,3.73687e-15
M87-10,mox43,21,Pa234,3.72773e-15
M87-10,mox43,22,Pa234,3.71837e-15
M87-10,mox43,23,Pa234,3.70404e-15
M87-10,mox43,24,Pa234,3.68427e-15
M87-10,mox43,25,Pa234,3.6638e-15
M87-10,mox43,0,U233,0.0
M87-10,mox43,1,U233,1.89517e-14
M87-10,mox43,2,U233,7.51961e-14
M87-10,mox43,3,U233,1.37908e-13
M87-10,mox43,4,U233,1.96093e-13
M87-10,mox43,5,U233,2.55132e-13
M87-10,mox43,6,U233,3.15477e-13
M87-10,mox43,7,U233,3.95123e-13
M87-10,mox43,8,U233,5.02057e-13
M87-10,mox43,9,U233,6.05137e-13
M87-10,mox43,10,U233,8.07994e-13
M87-10,mox43,11,U233,1.00678e-12
M87-10,mox43,12,U233,1.21197e-12
M87-10,mox43,13,U233,1.42658e-12
M87-10,mox43,14,U233,1.63314e-12
M87-10,mox43,15,U233,2.06321e-12
M87-10,mox43,16,U233,2.4952e-12
M87-10,mox43,17,U233,2.93145e-12
M87-10,mox43,18,U233,3.38196e-12
M87-10,mox43,19,U233,3.81867e-12
M87-10,mox43,20,U233,4.2794e-12
M87-10,mox43,21,U233,5.19291e-12
M87-10,mox43,22,U233,6.1134e-12
M87-10,mox43,23,U233,7.44962e-12
M87-10,mox43,24,U233,9.27718e-12
M87-10,mox43,25,U233,1.10436e-11
M87-10,mox43,0,U234,0.0
M87-10,mox43,1,U234,1.04586e-09
M87-10,mox43,2,U234,4.16944e-09
M87-10,mox43,3,U234,7.27218e-09
M87-10,mox43,4,U234,1.03545e-08
M87-10,mox43,5,U234,1.34164e-08
M87-10,mox43,6,U234,1.64586e-08
M87-10,mox43,7,U234,2.04855e-08
M87-10,mox43,8,U234,2.54732e-08
M87-10,mox43,9,U234,3.04114e-08
M87-10,mox43,10,U234,4.01474e-08
M87-10,mox43,11,U234,4.97115e-08
M87-10,mox43,12,U234,5.91161e-08
M87-10,mox43,13,U234,6.83728e-08
M87-10,mox43,14,U234,7.74919e-08
M87-10,mox43,15,U234,9.53702e-08
M87-10,mox43,16,U234,1.12809e-07
M87-10,mox43,17,U234,1.29854e-07
M87-10,mox43,18,U234,1.46582e-07
M87-10,mox43,19,U234,1.62998e-07
M87-10,mox43,20,U234,1.79166e-07
M87-10,mox43,21,U234,2.10754e-07
M87-10,mox43,22,U234,2.4155e-07
M87-10,mox43,23,U234,2.86404e-07
M87-10,mox43,24,U234,3.43997e-07
M87-10,mox43,25,U234,3.99094e-07
M87-10,mox43,0,U235,5.28511e-05
M87-10,mox43,1,U235,5.27668e-05
M87-10,mox43,2,U235,5.25147e-05
M87-10,mox43,3,U235,5.22632e-05
M87-10,mox43,4,U235,5.20123e-05
M87-10,mox43,5,U235,5.17621e-05
M87-10,mox43,6,U235,5.15127e-05
M87-10,mox43,7,U235,5.11812e-05
M87-10,mox43,8,U235,5.07684e-05
M87-10,mox43,9,U235,5.03574e-05
M87-10,mox43,10,U235,4.95411e-05
M87-10,mox43,11,U235,4.87322e-05
M87-10,mox43,12,U235,4.7931e-05
M87-10,mox43,13,U235,4.71377e-05
M87-10,mox43,14,U235,4.63523e-05
M87-10,mox43,15,U235,4.48037e-05
M87-10,mox43,16,U235,4.32863e-05
M87-10,mox43,17,U235,4.18e-05
M87-10,mox43,18,U235,4.03455e-05
M87-10,mox43,19,U235,3.89223e-05
M87-10,mox43,20,U235,3.75301e-05
M87-10,mox43,21,U235,3.48365e-05
M87-10,mox43,22,U235,3.22696e-05
M87-10,mox43,23,U235,2.8654e-05
M87-10,mox43,24,U235,2.4267e-05
M87-10,mox43,25,U235,2.03638e-05
M87-10,mox43,0,U236,0.0
M87-10,mox43,1,U236,2.01324e-08
M87-10,mox43,2,U236,8.04893e-08
M87-10,mox43,3,U236,1.40648e-07
M87-10,mox43,4,U236,2.00553e-07
M87-10,mox43,5,U236,2.60178e-07
M87-10,mox43,6,U236,3.19534e-07
M87-10,mox43,7,U236,3.98225e-07
M87-10,mox43,8,U236,4.95925e-07
M87-10,mox43,9,U236,5.92891e-07
M87-10,mox43,10,U236,7.84383e-07
M87-10,mox43,11,U236,9.72978e-07
M87-10,mox43,12,U236,1.1583e-06
M87-10,mox43,13,U236,1.34053e-06
M87-10,mox43,14,U236,1.51961e-06
M87-10,mox43,15,U236,1.86889e-06
M87-10,mox43,16,U236,2.20589e-06
M87-10,mox43,17,U236,2.53082e-06
M87-10,mox43,18,U236,2.84353e-06
M87-10,mox43,19,U236,3.1447e-06
M87-10,mox43,20,U236,3.43431e-06
M87-10,mox43,21,U236,3.97997e-06
M87-10,mox43,22,U236,4.48075e-06
M87-10,mox43,23,U236,5.15005e-06
M87-10,mox43,24,U236,5.89756e-06
M87-10,mox43,25,U236,6.48745e-06
M87-10,mox43,0,U237,0.0
M87-10,mox43,1,U237,8.85881e-09
M87-10,mox43,2,U237,2.49642e-08
M87-10,mox43,3,U237,3.24557e-08
M87-10,mox43,4,U237,3.60022e-08
M87-10,mox43,5,U237,3.75714e-08
M87-10,mox43,6,U237,3.84127e-08
M87-10,mox43,7,U237,3.90473e-08
M87-10,mox43,8,U237,3.9651e-08
M87-10,mox43,9,U237,3.98403e-08
M87-10,mox43,10,U237,4.05364e-08
M87-10,mox43,11,U237,4.08932e-08
M87-10,mox43,12,U237,4.16889e-08
M87-10,mox43,13,U237,4.21305e-08
M87-10,mox43,14,U237,4.26488e-08
M87-10,mox43,15,U237,4.36191e-08
M87-10,mox43,16,U237,4.46336e-08
M87-10,mox43,17,U237,4.57291e-08
M87-10,mox43,18,U237,4.67227e-08
M87-10,mox43,19,U237,4.74744e-08
M87-10,mox43,20,U237,4.84853e-08
M87-10,mox43,21,U237,4.99647e-08
M87-10,mox43,22,U237,5.18556e-08
M87-10,mox43,23,U237,5.39076e-08
M87-10,mox43,24,U237,5.66721e-08
M87-10,mox43,25,U237,5.91333e-08
M87-10,mox43,0,U238,0.0221437
M87-10,mox43,1,U238,0.0221423
M87-10,mox43,2,U238,0.0221381
M87-10,mox43,3,U238,0.0221338
M87-10,mox43,4,U238,0.0221295
M87-10,mox43,5,U238,0.0221252
M87-10,mox43,6,U238,0.0221209
M87-10,mox43,7,U238,0.0221151
M87-10,mox43,8,U238,0.0221079
M87-10,mox43,9,U238,0.0221006
M87-10,mox43,10,U238,0.0220861
M87-10,mox43,11,U238,0.0220715
M87-10,mox43,12,U238,0.0220568
M87-10,mox43,13,U238,0.0220421
M87-10,mox43,14,U238,0.0220273
M87-10,mox43,15,U238,0.0219975
M87-10,mox43,16,U238,0.0219675
M87-10,mox43,17,U238,0.0219372
M87-10,mox43,18,U238,0.0219066
M87-10,mox43,19,U238,0.0218759
M87-10,mox43,20,U238,0.0218449
M87-10,mox43,21,U238,0.0217821
M87-10,mox43,22,U238,0.0217184
M87-10,mox43,23,U238,0.0216211
M87-10,mox43,24,U238,0.0214881
M87-10,mox43,25,U238,0.0213512
M87-10,mox43,0,Np237,0.0
M87-10,mox43,1,Np237,1.35797e-09
M87-10,mox43,2,Np237,1.61034e-08
M87-10,mox43,3,Np237,3.97562e-08
M87-10,mox43,4,Np237,6.74957e-08
M87-10,mox43,5,Np237,9.70363e-08
M87-10,mox43,6,Np237,1.27353e-07
M87-10,mox43,7,Np237,1.68315e-07
M87-10,mox43,8,Np237,2.19953e-07
M87-10,mox43,9,Np237,2.71617e-07
M87-10,mox43,10,Np237,3.7496e-07
M87-10,mox43,11,Np237,4.77738e-07
M87-10,mox43,12,Np237,5.8049e-07
M87-10,mox43,13,Np237,6.82896e-07
M87-10,mox43,14,Np237,7.84817e-07
M87-10,mox43,15,Np237,9.87385e-07
M87-10,mox43,16,Np237,1.18803e-06
M87-10,mox43,17,Np237,1.38704e-06
M87-10,mox43,18,Np237,1.58402e-06
M87-10,mox43,19,Np237,1.77776e-06
M87-10,mox43,20,Np237,1.96911e-06
M87-10,mox43,21,Np237,2.34256e-06
M87-10,mox43,22,Np237,2.70548e-06
M87-10,mox43,23,Np237,3.22363e-06
M87-10,mox43,24,Np237,3.86484e-06
M87-10,mox43,25,Np237,4.44123e-06
M87-10,mox43,0,Np239,0.0
M87-10,mox43,1,Np239,8.50759e-07
M87-10,mox43,2,Np239,1.53635e-06
M87-10,mox43,3,Np239,1.60954e-06
M87-10,mox43,4,Np239,1.62038e-06
M87-10,mox43,5,Np239,1.62457e-06
M87-10,mox43,6,Np239,1.62836e-06
M87-10,mox43,7,Np239,1.6319e-06
M87-10,mox43,8,Np239,1.63514e-06
M87-10,mox43,9,Np239,1.64254e-06
M87-10,mox43,10,Np239,1.64706e-06
M87-10,mox43,11,Np239,1.65539e-06
M87-10,mox43,12,Np239,1.66225e-06
M87-10,mox43,13,Np239,1.66925e-06
M87-10,mox43,14,Np239,1.67626e-06
M87-10,mox43,15,Np239,1.68682e-06
M87-10,mox43,16,Np239,1.70087e-06
M87-10,mox43,17,Np239,1.71605e-06
M87-10,mox43,18,Np239,1.73099e-06
M87-10,mox43,19,Np239,1.74292e-06
M87-10,mox43,20,Np239,1.75683e-06
M87-10,mox43,21,Np239,1.778e-06
M87-10,mox43,22,Np239,1.80514e-06
M87-10,mox43,23,Np239,1.83797e-06
M87-10,mox43,24,Np239,1.8837e-06
M87-10,mox43,25,Np239,1.9396e-06
M87-10,mox43,0,Pu238,1.82508e-05
M87-10,mox43,1,Pu238,1.82318e-05
M87-10,mox43,2,Pu238,1.81769e-05
M87-10,mox43,3,Pu238,1.81247e-05
M87-10,mox43,4,Pu238,1.80754e-05
M87-10,mox43,5,Pu238,1.80288e-05
M87-10,mox43,6,Pu238,1.79849e-05
M87-10,mox43,7,Pu238,1.79303e-05
M87-10,mox43,8,Pu238,1.78682e-05
M87-10,mox43,9,Pu238,1.78125e-05
M87-10,mox43,10,Pu238,1.77191e-05
M87-10,mox43,11,Pu238,1.76476e-05
M87-10,mox43,12,Pu238,1.7596e-05
M87-10,mox43,13,Pu238,1.75621e-05
M87-10,mox43,14,Pu238,1.75443e-05
M87-10,mox43,15,Pu238,1.75502e-05
M87-10,mox43,16,Pu238,1.76029e-05
M87-10,mox43,17,Pu238,1.76943e-05
M87-10,mox43,18,Pu238,1.78175e-05
M87-10,mox43,19,Pu238,1.79671e-05
M87-10,mox43,20,Pu238,1.81383e-05
M87-10,mox43,21,Pu238,1.85335e-05
M87-10,mox43,22,Pu238,1.89805e-05
M87-10,mox43,23,Pu238,1.97166e-05
M87-10,mox43,24,Pu238,2.07584e-05
M87-10,mox43,25,Pu238,2.17941e-05
M87-10,mox43,0,Pu239,0.000575325
M87-10,mox43,1,Pu239,0.000573571
M87-10,mox43,2,Pu239,0.000570258
M87-10,mox43,3,Pu239,0.000567578
M87-10,mox43,4,Pu239,0.000564982
M87-10,mox43,5,Pu239,0.000562411
M87-10,mox43,6,Pu239,0.00055986
M87-10,mox43,7,Pu239,0.000556489
M87-10,mox43,8,Pu239,0.000552315
M87-10,mox43,9,Pu239,0.000548191
M87-10,mox43,10,Pu239,0.000540071
M87-10,mox43,11,Pu239,0.000532126
M87-10,mox43,12,Pu239,0.000524351
M87-10,mox43,13,Pu239,0.000516742
M87-10,mox43,14,Pu239,0.000509294
M87-10,mox43,15,Pu239,0.000494883
M87-10,mox43,16,Pu239,0.000481083
M87-10,mox43,17,Pu239,0.000467904
M87-10,mox43,18,Pu239,0.00045532
M87-10,mox43,19,Pu239,0.000443278
M87-10,mox43,20,Pu239,0.000431767
M87-10,mox43,21,Pu239,0.00041031
M87-10,mox43,22,Pu239,0.000390816
M87-10,mox43,23,Pu239,0.000364932
M87-10,mox43,24,Pu239,0.000335777
M87-10,mox43,25,Pu239,0.000311886
M87-10,mox43,0,Pu240,0.000222525
M87-10,mox43,1,Pu240,0.000222627
M87-10,mox43,2,Pu240,0.000222916
M87-10,mox43,3,Pu240,0.000223195
M87-10,mox43,4,Pu240,0.000223466
M87-10,mox43,5,Pu240,0.000223727
M87-10,mox43,6,Pu240,0.00022398
M87-10,mox43,7,Pu240,0.000224307
M87-10,mox43,8,Pu240,0.000224691
M87-10,mox43,9,Pu240,0.000225057
M87-10,mox43,10,Pu240,0.000225734
M87-10,mox43,11,Pu240,0.000226334
M87-10,mox43,12,Pu240,0.000226862
M87-10,mox43,13,Pu240,0.000227321
M87-10,mox43,14,Pu240,0.000227714
M87-10,mox43,15,Pu240,0.000228289
M87-10,mox43,16,Pu240,0.00022862
M87-10,mox43,17,Pu240,0.000228707
M87-10,mox43,18,Pu240,0.000228579
M87-10,mox43,19,Pu240,0.000228228
M87-10,mox43,20,Pu240,0.000227692
M87-10,mox43,21,Pu240,0.000226029
M87-10,mox43,22,Pu240,0.000223688
M87-10,mox43,23,Pu240,0.000219097
M87-10,mox43,24,Pu240,0.000211577
M87-10,mox43,25,Pu240,0.000202979
M87-10,mox43,0,Pu241,0.00010893
M87-10,mox43,1,Pu241,0.000109129
M87-10,mox43,2,Pu241,0.000109736
M87-10,mox43,3,Pu241,0.000110339
M87-10,mox43,4,Pu241,0.000110936
M87-10,mox43,5,Pu241,0.000111529
M87-10,mox43,6,Pu241,0.000112117
M87-10,mox43,7,Pu241,0.000112888
M87-10,mox43,8,Pu241,0.000113841
M87-10,mox43,9,Pu241,0.000114775
M87-10,mox43,10,Pu241,0.000116583
M87-10,mox43,11,Pu241,0.000118319
M87-10,mox43,12,Pu241,0.000119976
M87-10,mox43,13,Pu241,0.000121555
M87-10,mox43,14,Pu241,0.000123061
M87-10,mox43,15,Pu241,0.000125866
M87-10,mox43,16,Pu241,0.000128378
M87-10,mox43,17,Pu241,0.000130617
M87-10,mox43,18,Pu241,0.00013258
M87-10,mox43,19,Pu241,0.000134297
M87-10,mox43,20,Pu241,0.000135751
M87-10,mox43,21,Pu241,0.000137995
M87-10,mox43,22,Pu241,0.000139392
M87-10,mox43,23,Pu241,0.000140089
M87-10,mox43,24,Pu241,0.000138727
M87-10,mox43,25,Pu241,0.000135372
M87-10,mox43,0,Pu242,5.49263e-05
M87-10,mox43,1,Pu242,5.49551e-05
M87-10,mox43,2,Pu242,5.50462e-05
M87-10,mox43,3,Pu242,5.51389e-05
M87-10,mox43,4,Pu242,5.52329e-05
M87-10,mox43,5,Pu242,5.53288e-05
M87-10,mox43,6,Pu242,5.54271e-05
M87-10,mox43,7,Pu242,5.55602e-05
