case,detector,energy_group_idx,E_min_MeV,E_max_MeV,E_mid_MeV,flux,rel_err
mox1,9,41,0.000769667,0.00108009,0.0009117618274692136,5461730000000000.0,0.00043
mox1,9,42,0.00108009,0.00151572,0.001279497563420892,5601620000000000.0,0.00042
mox1,9,43,0.00151572,0.00212704,0.0017955492387567655,5563940000000000.0,0.00042
mox1,9,44,0.00212704,0.00298492,0.0025197309850061374,5671970000000000.0,0.00042
mox1,9,45,0.00298492,0.00418881,0.003535995297677869,5759980000000000.0,0.0004
mox1,9,46,0.00418881,0.00587825,0.00496214393004677,5869610000000000.0,0.0004
mox1,9,47,0.00587825,0.00824909,0.006963491458492644,5972500000000000.0,0.0004
mox1,9,48,0.00824909,0.0115761,0.009772015695290303,6102100000000000.0,0.00036
mox1,9,49,0.0115761,0.016245,0.013713268921012232,6282150000000000.0,0.00038
mox1,9,50,0.016245,0.022797,0.01924414885101443,6538130000000000.0,0.00038
mox1,9,51,0.022797,0.0319916,0.027005786513264154,6829600000000000.0,0.00041
mox1,9,52,0.0319916,0.0448946,0.03789789024945848,7280580000000000.0,0.00038
mox1,9,53,0.0448946,0.0630016,0.053183001338397595,7869740000000000.0,0.00038
mox1,9,54,0.0630016,0.0884115,0.07463287451518935,8687600000000000.0,0.00035
mox1,9,55,0.0884115,0.12407,0.10473401932991973,9753820000000000.0,0.00033
mox1,9,56,0.12407,0.17411,0.14697560239713256,1.12802e+16,0.00033
mox1,9,57,0.17411,0.244333,0.20625425724091126,1.3344e+16,0.00036
mox1,9,58,0.244333,0.342878,0.2894415491493922,1.65844e+16,0.00031
mox1,9,59,0.342878,0.481168,0.4061796665319425,1.52886e+16,0.00032
mox1,9,60,0.481168,0.675234,0.5700008713256498,2.21347e+16,0.00031
mox1,9,61,0.675234,0.947571,0.7998950910050643,2.58779e+16,0.00031
mox1,9,62,0.947571,1.32975,1.1225117091816905,2.15291e+16,0.00036
mox1,9,63,1.32975,1.86607,1.5752481018874456,2.4528e+16,0.00036
mox1,9,64,1.86607,2.61869,2.210578849147888,2.52513e+16,0.00036
mox1,9,65,2.61869,3.67487,3.102151724255279,2.07342e+16,0.00045
mox1,9,66,3.67487,5.15703,4.35332227569933,1.32555e+16,0.00056
mox1,9,67,5.15703,7.23698,6.109118018945124,6602970000000000.0,0.00083
mox1,9,68,7.23698,10.1558,8.573057884092467,1722390000000000.0,0.00179
mox1,9,69,10.1558,14.2519,12.030770799080164,243845000000000.0,0.00488
mox1,9,70,14.2519,20.0,16.88306844148895,13584900000000.0,0.01978
mox1,10,1,1e-09,1.40332e-09,1.1846180819150111e-09,2032920000000.0,0.00774
mox1,10,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3274740000000.0,0.00646
mox1,10,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5686700000000.0,0.00564
mox1,10,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,17756800000000.0,0.00301
mox1,10,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,25060000000000.0,0.00267
mox1,10,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,57162600000000.0,0.0019
mox1,10,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,97628500000000.0,0.0017
mox1,10,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,191263000000000.0,0.00123
mox1,10,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,338182000000000.0,0.00093
mox1,10,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,596192000000000.0,0.00086
mox1,10,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,978515000000000.0,0.00067
mox1,10,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1503120000000000.0,0.00055
mox1,10,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2097620000000000.0,0.00051
mox1,10,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2585290000000000.0,0.00048
mox1,10,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2706630000000000.0,0.00044
mox1,10,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2354570000000000.0,0.00047
mox1,10,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1764450000000000.0,0.00051
mox1,10,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2161420000000000.0,0.00048
mox1,10,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2892610000000000.0,0.00046
mox1,10,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2869870000000000.0,0.00055
mox1,10,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,1994270000000000.0,0.00052
mox1,10,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3488270000000000.0,0.00051
mox1,10,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3714180000000000.0,0.00051
mox1,10,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3490930000000000.0,0.00051
mox1,10,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3681510000000000.0,0.00045
mox1,10,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3210480000000000.0,0.00048
mox1,10,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3551470000000000.0,0.00048
mox1,10,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3921730000000000.0,0.00047
mox1,10,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,3960830000000000.0,0.00045
mox1,10,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,3969450000000000.0,0.00045
mox1,10,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4436860000000000.0,0.00044
mox1,10,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4331290000000000.0,0.00046
mox1,10,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4540680000000000.0,0.0004
mox1,10,34,7.18125e-05,0.000100776,8.50704208288639e-05,4746040000000000.0,0.0004
mox1,10,35,0.000100776,0.000141421,0.00011938108181784918,4840220000000000.0,0.00043
mox1,10,36,0.000141421,0.00019846,0.0001675303305673334,5038530000000000.0,0.00042
mox1,10,37,0.00019846,0.000278503,0.00023509935214712947,5097120000000000.0,0.00043
mox1,10,38,0.000278503,0.00039083,0.0003299201835141342,5259090000000000.0,0.00037
mox1,10,39,0.00039083,0.00054846,0.00046298447252580727,5327110000000000.0,0.00044
mox1,10,40,0.00054846,0.000769667,0.0006497165249706983,5411920000000000.0,0.00043
mox1,10,41,0.000769667,0.00108009,0.0009117618274692136,5490240000000000.0,0.0004
mox1,10,42,0.00108009,0.00151572,0.001279497563420892,5630060000000000.0,0.00039
mox1,10,43,0.00151572,0.00212704,0.0017955492387567655,5595100000000000.0,0.00036
mox1,10,44,0.00212704,0.00298492,0.0025197309850061374,5700410000000000.0,0.00039
mox1,10,45,0.00298492,0.00418881,0.003535995297677869,5789390000000000.0,0.0004
mox1,10,46,0.00418881,0.00587825,0.00496214393004677,5898170000000000.0,0.00041
mox1,10,47,0.00587825,0.00824909,0.006963491458492644,6000580000000000.0,0.00039
mox1,10,48,0.00824909,0.0115761,0.009772015695290303,6137190000000000.0,0.00044
mox1,10,49,0.0115761,0.016245,0.013713268921012232,6317580000000000.0,0.00038
mox1,10,50,0.016245,0.022797,0.01924414885101443,6575370000000000.0,0.00039
mox1,10,51,0.022797,0.0319916,0.027005786513264154,6864590000000000.0,0.00039
mox1,10,52,0.0319916,0.0448946,0.03789789024945848,7316070000000000.0,0.00036
mox1,10,53,0.0448946,0.0630016,0.053183001338397595,7909840000000000.0,0.00038
mox1,10,54,0.0630016,0.0884115,0.07463287451518935,8726550000000000.0,0.00035
mox1,10,55,0.0884115,0.12407,0.10473401932991973,9800770000000000.0,0.00034
mox1,10,56,0.12407,0.17411,0.14697560239713256,1.13373e+16,0.00036
mox1,10,57,0.17411,0.244333,0.20625425724091126,1.34114e+16,0.00032
mox1,10,58,0.244333,0.342878,0.2894415491493922,1.6675e+16,0.00033
mox1,10,59,0.342878,0.481168,0.4061796665319425,1.53745e+16,0.00032
mox1,10,60,0.481168,0.675234,0.5700008713256498,2.22602e+16,0.00032
mox1,10,61,0.675234,0.947571,0.7998950910050643,2.60378e+16,0.00032
mox1,10,62,0.947571,1.32975,1.1225117091816905,2.16423e+16,0.00034
mox1,10,63,1.32975,1.86607,1.5752481018874456,2.46638e+16,0.00035
mox1,10,64,1.86607,2.61869,2.210578849147888,2.53996e+16,0.00037
mox1,10,65,2.61869,3.67487,3.102151724255279,2.08201e+16,0.00047
mox1,10,66,3.67487,5.15703,4.35332227569933,1.33087e+16,0.00056
mox1,10,67,5.15703,7.23698,6.109118018945124,6624170000000000.0,0.00082
mox1,10,68,7.23698,10.1558,8.573057884092467,1726850000000000.0,0.00171
mox1,10,69,10.1558,14.2519,12.030770799080164,243479000000000.0,0.00461
mox1,10,70,14.2519,20.0,16.88306844148895,13426000000000.0,0.02245
mox1,11,1,1e-09,1.40332e-09,1.1846180819150111e-09,2030880000000.0,0.00654
mox1,11,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3310460000000.0,0.0074
mox1,11,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5748870000000.0,0.00591
mox1,11,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,18013700000000.0,0.00349
mox1,11,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,25450300000000.0,0.00264
mox1,11,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,57486500000000.0,0.00192
mox1,11,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,98181800000000.0,0.00163
mox1,11,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,193529000000000.0,0.00129
mox1,11,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,341553000000000.0,0.001
mox1,11,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,601657000000000.0,0.00078
mox1,11,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,985715000000000.0,0.0007
mox1,11,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1515800000000000.0,0.00062
mox1,11,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2117880000000000.0,0.00055
mox1,11,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2609640000000000.0,0.0005
mox1,11,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2727910000000000.0,0.00044
mox1,11,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2372930000000000.0,0.00051
mox1,11,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1775520000000000.0,0.0005
mox1,11,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2176360000000000.0,0.00043
mox1,11,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2905380000000000.0,0.00045
mox1,11,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2881370000000000.0,0.00049
mox1,11,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2004380000000000.0,0.00049
mox1,11,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3493980000000000.0,0.0005
mox1,11,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3729580000000000.0,0.00054
mox1,11,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3504040000000000.0,0.00048
mox1,11,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3694690000000000.0,0.00051
mox1,11,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3214170000000000.0,0.0005
mox1,11,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3568950000000000.0,0.00046
mox1,11,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3944940000000000.0,0.00046
mox1,11,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,3982480000000000.0,0.00046
mox1,11,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,3991990000000000.0,0.00046
mox1,11,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4459880000000000.0,0.00045
mox1,11,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4351330000000000.0,0.00044
mox1,11,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4573320000000000.0,0.00045
mox1,11,34,7.18125e-05,0.000100776,8.50704208288639e-05,4771880000000000.0,0.00044
mox1,11,35,0.000100776,0.000141421,0.00011938108181784918,4866000000000000.0,0.00041
mox1,11,36,0.000141421,0.00019846,0.0001675303305673334,5066560000000000.0,0.00045
mox1,11,37,0.00019846,0.000278503,0.00023509935214712947,5124010000000000.0,0.00047
mox1,11,38,0.000278503,0.00039083,0.0003299201835141342,5286820000000000.0,0.00038
mox1,11,39,0.00039083,0.00054846,0.00046298447252580727,5352850000000000.0,0.00038
mox1,11,40,0.00054846,0.000769667,0.0006497165249706983,5441030000000000.0,0.00042
mox1,11,41,0.000769667,0.00108009,0.0009117618274692136,5521980000000000.0,0.00043
mox1,11,42,0.00108009,0.00151572,0.001279497563420892,5658540000000000.0,0.00044
mox1,11,43,0.00151572,0.00212704,0.0017955492387567655,5620360000000000.0,0.00042
mox1,11,44,0.00212704,0.00298492,0.0025197309850061374,5732820000000000.0,0.00039
mox1,11,45,0.00298492,0.00418881,0.003535995297677869,5819950000000000.0,0.00043
mox1,11,46,0.00418881,0.00587825,0.00496214393004677,5930480000000000.0,0.00039
mox1,11,47,0.00587825,0.00824909,0.006963491458492644,6034790000000000.0,0.00041
mox1,11,48,0.00824909,0.0115761,0.009772015695290303,6173930000000000.0,0.00037
mox1,11,49,0.0115761,0.016245,0.013713268921012232,6354220000000000.0,0.00039
mox1,11,50,0.016245,0.022797,0.01924414885101443,6608300000000000.0,0.00038
mox1,11,51,0.022797,0.0319916,0.027005786513264154,6903250000000000.0,0.00038
mox1,11,52,0.0319916,0.0448946,0.03789789024945848,7355080000000000.0,0.00039
mox1,11,53,0.0448946,0.0630016,0.053183001338397595,7955210000000000.0,0.00038
mox1,11,54,0.0630016,0.0884115,0.07463287451518935,8778060000000000.0,0.00041
mox1,11,55,0.0884115,0.12407,0.10473401932991973,9861530000000000.0,0.00037
mox1,11,56,0.12407,0.17411,0.14697560239713256,1.13987e+16,0.00036
mox1,11,57,0.17411,0.244333,0.20625425724091126,1.34801e+16,0.00035
mox1,11,58,0.244333,0.342878,0.2894415491493922,1.67579e+16,0.00032
mox1,11,59,0.342878,0.481168,0.4061796665319425,1.54517e+16,0.00033
mox1,11,60,0.481168,0.675234,0.5700008713256498,2.23707e+16,0.00031
mox1,11,61,0.675234,0.947571,0.7998950910050643,2.61545e+16,0.00033
mox1,11,62,0.947571,1.32975,1.1225117091816905,2.17524e+16,0.00033
mox1,11,63,1.32975,1.86607,1.5752481018874456,2.47761e+16,0.00037
mox1,11,64,1.86607,2.61869,2.210578849147888,2.55182e+16,0.00035
mox1,11,65,2.61869,3.67487,3.102151724255279,2.09212e+16,0.00039
mox1,11,66,3.67487,5.15703,4.35332227569933,1.33737e+16,0.00057
mox1,11,67,5.15703,7.23698,6.109118018945124,6661090000000000.0,0.0009
mox1,11,68,7.23698,10.1558,8.573057884092467,1744390000000000.0,0.00185
mox1,11,69,10.1558,14.2519,12.030770799080164,243850000000000.0,0.00502
mox1,11,70,14.2519,20.0,16.88306844148895,14082100000000.0,0.02035
mox1,12,1,1e-09,1.40332e-09,1.1846180819150111e-09,2121030000000.0,0.0099
mox1,12,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3354150000000.0,0.0064
mox1,12,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5728050000000.0,0.00571
mox1,12,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,18123300000000.0,0.00329
mox1,12,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,25579400000000.0,0.0029
mox1,12,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,58265800000000.0,0.00206
mox1,12,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,99053700000000.0,0.00166
mox1,12,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,195087000000000.0,0.00135
mox1,12,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,345260000000000.0,0.00099
mox1,12,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,608031000000000.0,0.00077
mox1,12,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,997853000000000.0,0.00071
mox1,12,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1531880000000000.0,0.00071
mox1,12,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2138700000000000.0,0.00055
mox1,12,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2633820000000000.0,0.00048
mox1,12,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2755790000000000.0,0.00047
mox1,12,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2394940000000000.0,0.0005
mox1,12,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1791490000000000.0,0.00053
mox1,12,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2187360000000000.0,0.0005
mox1,12,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2915740000000000.0,0.00053
mox1,12,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2890730000000000.0,0.00046
mox1,12,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2007720000000000.0,0.00051
mox1,12,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3498290000000000.0,0.00052
mox1,12,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3743380000000000.0,0.00048
mox1,12,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3515380000000000.0,0.00046
mox1,12,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3705810000000000.0,0.00045
mox1,12,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3221700000000000.0,0.00048
mox1,12,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3583800000000000.0,0.00046
mox1,12,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3971370000000000.0,0.00045
mox1,12,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4001140000000000.0,0.00046
mox1,12,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4010190000000000.0,0.00046
mox1,12,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4482710000000000.0,0.00049
mox1,12,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4372210000000000.0,0.00044
mox1,12,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4593690000000000.0,0.00042
mox1,12,34,7.18125e-05,0.000100776,8.50704208288639e-05,4793160000000000.0,0.00044
mox1,12,35,0.000100776,0.000141421,0.00011938108181784918,4891020000000000.0,0.00041
mox1,12,36,0.000141421,0.00019846,0.0001675303305673334,5092570000000000.0,0.00044
mox1,12,37,0.00019846,0.000278503,0.00023509935214712947,5148540000000000.0,0.00041
mox1,12,38,0.000278503,0.00039083,0.0003299201835141342,5311480000000000.0,0.00041
mox1,12,39,0.00039083,0.00054846,0.00046298447252580727,5383180000000000.0,0.0004
mox1,12,40,0.00054846,0.000769667,0.0006497165249706983,5469260000000000.0,0.00041
mox1,12,41,0.000769667,0.00108009,0.0009117618274692136,5546700000000000.0,0.00043
mox1,12,42,0.00108009,0.00151572,0.001279497563420892,5685290000000000.0,0.00046
mox1,12,43,0.00151572,0.00212704,0.0017955492387567655,5651930000000000.0,0.00045
mox1,12,44,0.00212704,0.00298492,0.0025197309850061374,5756580000000000.0,0.00043
mox1,12,45,0.00298492,0.00418881,0.003535995297677869,5849380000000000.0,0.00043
mox1,12,46,0.00418881,0.00587825,0.00496214393004677,5957660000000000.0,0.00042
mox1,12,47,0.00587825,0.00824909,0.006963491458492644,6067600000000000.0,0.0004
mox1,12,48,0.00824909,0.0115761,0.009772015695290303,6199240000000000.0,0.00043
mox1,12,49,0.0115761,0.016245,0.013713268921012232,6381330000000000.0,0.00044
mox1,12,50,0.016245,0.022797,0.01924414885101443,6642820000000000.0,0.00038
mox1,12,51,0.022797,0.0319916,0.027005786513264154,6934030000000000.0,0.00039
mox1,12,52,0.0319916,0.0448946,0.03789789024945848,7397890000000000.0,0.00037
mox1,12,53,0.0448946,0.0630016,0.053183001338397595,7990370000000000.0,0.00039
mox1,12,54,0.0630016,0.0884115,0.07463287451518935,8816530000000000.0,0.00037
mox1,12,55,0.0884115,0.12407,0.10473401932991973,9901660000000000.0,0.00039
mox1,12,56,0.12407,0.17411,0.14697560239713256,1.14536e+16,0.00035
mox1,12,57,0.17411,0.244333,0.20625425724091126,1.35497e+16,0.00031
mox1,12,58,0.244333,0.342878,0.2894415491493922,1.68371e+16,0.0003
mox1,12,59,0.342878,0.481168,0.4061796665319425,1.55268e+16,0.00033
mox1,12,60,0.481168,0.675234,0.5700008713256498,2.24806e+16,0.00032
mox1,12,61,0.675234,0.947571,0.7998950910050643,2.62949e+16,0.00028
mox1,12,62,0.947571,1.32975,1.1225117091816905,2.18531e+16,0.00035
mox1,12,63,1.32975,1.86607,1.5752481018874456,2.48908e+16,0.00034
mox1,12,64,1.86607,2.61869,2.210578849147888,2.56326e+16,0.00036
mox1,12,65,2.61869,3.67487,3.102151724255279,2.10194e+16,0.00045
mox1,12,66,3.67487,5.15703,4.35332227569933,1.34209e+16,0.00057
mox1,12,67,5.15703,7.23698,6.109118018945124,6674670000000000.0,0.00087
mox1,12,68,7.23698,10.1558,8.573057884092467,1748780000000000.0,0.00165
mox1,12,69,10.1558,14.2519,12.030770799080164,246281000000000.0,0.00462
mox1,12,70,14.2519,20.0,16.88306844148895,14132900000000.0,0.0229
mox1,13,1,1e-09,1.40332e-09,1.1846180819150111e-09,2097190000000.0,0.00698
mox1,13,2,1.40332e-09,1.96931e-09,1.6623995034888576e-09,3341100000000.0,0.00669
mox1,13,3,1.96931e-09,2.76358e-09,2.3328835654185575e-09,5765360000000.0,0.00552
mox1,13,4,2.76358e-09,3.8782e-09,3.2737922896848543e-09,18338000000000.0,0.00308
mox1,13,5,3.8782e-09,5.44237e-09,4.594191913057181e-09,25643100000000.0,0.0027
mox1,13,6,5.44237e-09,7.6374e-09,6.447135537430557e-09,58740800000000.0,0.00201
mox1,13,7,7.6374e-09,1.07177e-08,9.047395314674826e-09,100237000000000.0,0.0015
mox1,13,8,1.07177e-08,1.50404e-08,1.2696396932988508e-08,197401000000000.0,0.00121
mox1,13,9,1.50404e-08,2.11066e-08,1.7817174485310514e-08,348430000000000.0,0.00094
mox1,13,10,2.11066e-08,2.96194e-08,2.5003296343482392e-08,613011000000000.0,0.00077
mox1,13,11,2.96194e-08,4.15655e-08,3.508767833157389e-08,1006340000000000.0,0.00066
mox1,13,12,4.15655e-08,5.83298e-08,4.923928616359096e-08,1545760000000000.0,0.00062
mox1,13,13,5.83298e-08,8.18556e-08,6.909863078875008e-08,2156560000000000.0,0.00057
mox1,13,14,8.18556e-08,1.1487e-07,9.696779244677069e-08,2655050000000000.0,0.0005
mox1,13,15,1.1487e-07,1.61199e-07,1.3607692357633606e-07,2776550000000000.0,0.00052
mox1,13,16,1.61199e-07,2.26215e-07,1.9095976483280452e-07,2413800000000000.0,0.0005
mox1,13,17,2.26215e-07,3.17452e-07,2.6797836513420257e-07,1803660000000000.0,0.00053
mox1,13,18,3.17452e-07,4.45488e-07,3.760599108865501e-07,2207190000000000.0,0.00046
mox1,13,19,4.45488e-07,6.25164e-07,5.277338913050781e-07,2931550000000000.0,0.00044
mox1,13,20,6.25164e-07,8.77307e-07,7.405813617341446e-07,2901020000000000.0,0.0005
mox1,13,21,8.77307e-07,1.23114e-06,1.0392726976015487e-06,2012700000000000.0,0.00053
mox1,13,22,1.23114e-06,1.72769e-06,1.4584334974896866e-06,3501780000000000.0,0.00048
mox1,13,23,1.72769e-06,2.42451e-06,2.0466562197643256e-06,3758140000000000.0,0.00048
mox1,13,24,2.42451e-06,3.40237e-06,2.872121182802007e-06,3530420000000000.0,0.00048
mox1,13,25,3.40237e-06,4.77463e-06,4.0305158321361305e-06,3718800000000000.0,0.00047
mox1,13,26,4.77463e-06,6.70034e-06,5.656115661317403e-06,3224810000000000.0,0.00049
mox1,13,27,6.70034e-06,9.40274e-06,7.937351884073177e-06,3600700000000000.0,0.00048
mox1,13,28,9.40274e-06,1.31951e-05,1.1138675620288077e-05,3990440000000000.0,0.00045
mox1,13,29,1.31951e-05,1.8517e-05,1.5631176113779796e-05,4020660000000000.0,0.0004
mox1,13,30,1.8517e-05,2.59853e-05,2.1935582966951208e-05,4032890000000000.0,0.00047
mox1,13,31,2.59853e-05,3.64657e-05,3.078265995995148e-05,4505170000000000.0,0.00042
mox1,13,32,3.64657e-05,5.11732e-05,4.319799253715385e-05,4395770000000000.0,0.00043
mox1,13,33,5.11732e-05,7.18125e-05,6.062075077892058e-05,4619690000000000.0,0.00046
mox1,13,34,7.18125e-05,0.000100776,8.50704208288639e-05,4818590000000000.0,0.00041
mox1,13,35,0.000100776,0.000141421,0.00011938108181784918,4916260000000000.0,0.00038
mox1,13,36,0.000141421,0.00019846,0.0001675303305673334,5118800000000000.0,0.00041
mox1,13,37,0.00019846,0.000278503,0.00023509935214712947,5181130000000000.0,0.00041
mox1,13,38,0.000278503,0.00039083,0.0003299201835141342,5336220000000000.0,0.00043
mox1,13,39,0.00039083,0.00054846,0.00046298447252580727,5412700000000000.0,0.00042
mox1,13,40,0.00054846,0.000769667,0.0006497165249706983,5496150000000000.0,0.00039
mox1,13,41,0.000769667,0.00108009,0.0009117618274692136,5576150000000000.0,0.00038
mox1,13,42,0.00108009,0.00151572,0.001279497563420892,5715270000000000.0,0.00038
mox1,13,43,0.00151572,0.00212704,0.0017955492387567655,5685400000000000.0,0.00042
mox1,13,44,0.00212704,0.00298492,0.0025197309850061374,5789790000000000.0,0.00041
mox1,13,45,0.00298492,0.00418881,0.003535995297677869,5878510000000000.0,0.00042
mox1,13,46,0.00418881,0.00587825,0.00496214393004677,5989030000000000.0,0.0004
mox1,13,47,0.00587825,0.00824909,0.006963491458492644,6101440000000000.0,0.00039
mox1,13,48,0.00824909,0.0115761,0.009772015695290303,6232300000000000.0,0.00041
mox1,13,49,0.0115761,0.016245,0.013713268921012232,6415120000000000.0,0.00039
mox1,13,50,0.016245,0.022797,0.01924414885101443,6677920000000000.0,0.00038
mox1,13,51,0.022797,0.0319916,0.027005786513264154,6970330000000000.0,0.0004
mox1,13,52,0.0319916,0.0448946,0.03789789024945848,7437950000000000.0,0.0004
mox1,13,53,0.0448946,0.0630016,0.053183001338397595,8028590000000000.0,0.00038
mox1,13,54,0.0630016,0.0884115,0.07463287451518935,8859300000000000.0,0.00037
mox1,13,55,0.0884115,0.12407,0.10473401932991973,9949170000000000.0,0.00036
mox1,13,56,0.12407,0.17411,0.14697560239713256,1.15085e+16,0.00037
mox1,13,57,0.17411,0.244333,0.20625425724091126,1.36275e+16,0.00031
mox1,13,58,0.244333,0.342878,0.2894415491493922,1.69272e+16,0.00032
mox1,13,59,0.342878,0.481168,0.4061796665319425,1.56077e+16,0.00033
mox1,13,60,0.481168,0.675234,0.5700008713256498,2.2594e+16,0.00031
mox1,13,61,0.675234,0.947571,0.7998950910050643,2.64361e+16,0.0003
mox1,13,62,0.947571,1.32975,1.1225117091816905,2.19653e+16,0.00036
mox1,13,63,1.32975,1.86607,1.5752481018874456,2.50098e+16,0.00035
mox1,13,64,1.86607,2.61869,2.210578849147888,2.57526e+16,0.00037
mox1,13,65,2.61869,3.67487,3.102151724255279,2.11166e+16,0.00043
mox1,13,66,3.67487,5.15703,4.35332227569933,1.35048e+16,0.00054
mox1,13,67,5.15703,7.23698,6.109118018945124,6722710000000000.0,0.00083
mox1,13,68,7.23698,10.1558,8.573057884092467,1758030000000000.0,0.00173
mox1,13,69,10.1558,14.2519,12.030770799080164,247658000000000.0,0.00471
mox1,13,70,14.2519,20.0,16.88306844148895,13712700000000.0,0.02221
