case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
C009,uniform,0.55,0.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0121485,0.0,0.00993966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C009,uniform,0.55,0.45,0.0,0.0,0.1,2.631578947368421,1,9.3462e-09,2.05817e-09,2.40577e-21,0.0121482,2.75679e-07,0.00993641,1.01384e-06,2.13296e-09,9.88091e-14,2.48535e-13,1.37836e-17,8.06405e-09,3.34356e-08
C009,uniform,0.55,0.45,0.0,0.0,0.400001,10.526342105263158,2,1.41898e-07,8.22502e-09,5.36482e-19,0.0121472,1.00741e-06,0.00992668,4.03242e-06,3.21384e-08,6.0103e-12,1.50732e-11,4.53367e-15,7.51809e-08,3.41609e-08
C009,uniform,0.55,0.45,0.0,0.0,0.700001,18.42107894736842,3,4.08581e-07,1.43816e-08,4.463360000000001e-18,0.0121463,1.60639e-06,0.00991695,7.02086e-06,9.25524e-08,3.09406e-11,7.74969e-11,4.34335e-14,1.53291e-07,3.41627e-08
C009,uniform,0.55,0.45,0.0,0.0,1.0,26.31578947368421,4,7.84783e-07,2.05294e-08,1.66562e-17,0.0121454,2.09695e-06,0.00990722,9.98393e-06,1.78862e-07,8.6733e-11,2.16836e-10,1.78644e-13,2.30883e-07,3.41637e-08
C009,uniform,0.55,0.45,0.0,0.0,1.3,34.21052631578947,5,1.2504e-06,2.66696e-08,4.3063e-17,0.0121445,2.49895e-06,0.00989749,1.29246e-05,2.87548e-07,1.83529e-10,4.58151e-10,5.00403e-13,3.07025e-07,3.41643e-08
C009,uniform,0.55,0.45,0.0,0.0,1.6,42.10526315789474,6,1.78904e-06,3.28034e-08,9.02462e-17,0.0121435,2.82883e-06,0.00988777,1.58451e-05,4.16054e-07,3.30255e-10,8.2327e-10,1.12359e-12,3.81674e-07,3.41644e-08
C009,uniform,0.55,0.45,0.0,0.0,2.0,52.631578947368425,7,2.59797e-06,4.09732e-08,1.9757e-16,0.0121423,3.17808e-06,0.0098748,1.97114e-05,6.14527e-07,6.16786e-10,1.53505e-09,2.66007e-12,4.78935e-07,3.41601e-08
C009,uniform,0.55,0.45,0.0,0.0,2.5,65.78947368421053,8,3.72058e-06,5.11747e-08,4.27421e-16,0.0121407,3.50374e-06,0.00985859,2.45048e-05,9.00805e-07,1.14387e-09,2.8418e-09,6.25655e-12,5.96971e-07,3.41553e-08
C009,uniform,0.55,0.45,0.0,0.0,3.0,78.94736842105263,9,4.93344e-06,6.13671e-08,7.9629e-16,0.0121392,3.73933e-06,0.00984239,2.92592e-05,1.2238e-06,1.88538e-09,4.67559e-09,1.25044e-11,7.11208e-07,3.41551e-08
C009,uniform,0.55,0.45,0.0,0.0,4.00001,105.26342105263156,10,7.5334e-06,8.17351e-08,2.0983e-15,0.012136,4.03513e-06,0.00981,3.86648e-05,1.96626e-06,4.09967e-09,1.01358e-08,3.68504e-11,9.28847e-07,3.41321e-08
C009,uniform,0.55,0.45,0.0,0.0,5.00001,131.5792105263158,11,1.02652e-05,1.02095e-07,4.40966e-15,0.0121329,4.19548e-06,0.00977763,4.79558e-05,2.81173e-06,7.43312e-09,1.83261e-08,8.44826e-11,1.13287e-06,3.41299e-08
C009,uniform,0.55,0.45,0.0,0.0,6.00001,157.89499999999998,12,1.30613e-05,1.22461e-07,8.05304e-15,0.0121297,4.2861e-06,0.00974529,5.71457e-05,3.74412e-06,1.2018e-08,2.95547e-08,1.65672e-10,1.32421e-06,3.41265e-08
C009,uniform,0.55,0.45,0.0,0.0,7.00001,184.2107894736842,13,1.58871e-05,1.42846e-07,1.33572e-14,0.0121265,4.34081e-06,0.00971297,6.6246e-05,4.75071e-06,1.7965e-08,4.4078e-08,2.91277e-10,1.50368e-06,3.41221e-08
C009,uniform,0.55,0.45,0.0,0.0,8.00001,210.5265789473684,14,1.87245e-05,1.63262e-07,2.06663e-14,0.0121233,4.37704e-06,0.00968068,7.52641e-05,5.82252e-06,2.53721e-08,6.21135e-08,4.73297e-10,1.6721e-06,3.41184e-08
C009,uniform,0.55,0.45,0.0,0.0,10.0,263.15789473684214,15,2.44037e-05,2.04231e-07,4.27185e-14,0.0121169,4.42263e-06,0.00961618,9.30663e-05,8.14811e-06,4.48567e-08,1.0938e-07,1.05733e-09,1.97851e-06,3.40711e-08
C009,uniform,0.55,0.45,0.0,0.0,12.0,315.7894736842105,16,3.00606e-05,2.4546e-07,7.70994e-14,0.0121104,4.45583e-06,0.0095518,0.0001106,1.06655e-05,7.11234e-08,1.72774e-07,2.02677e-09,2.24856e-06,3.4062e-08
