case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M43-10,0,0.000000,2,1,0.004187,1.105162,10.516235
M43-10,0,0.000000,2,2,0.003940,1.039841,3.984059
M43-10,0,0.000000,3,1,0.004211,1.111365,11.136462
M43-10,0,0.000000,3,2,0.003973,1.048460,4.846042
M43-10,0,0.000000,3,3,0.003997,1.054924,5.492398
M43-10,0,0.000000,4,2,0.004248,1.121246,12.124602
M43-10,0,0.000000,4,3,0.004260,1.124281,12.428117
M43-10,0,0.000000,5,1,0.004319,1.139993,13.999270
M43-10,0,0.000000,5,2,0.004089,1.079292,7.929229
M43-10,0,0.000000,5,3,0.004121,1.087564,8.756374
M43-10,0,0.000000,5,4,0.004454,1.175472,17.547231
M43-10,0,0.000000,5,5,0.003955,1.043784,4.378365
M43-10,0,0.000000,6,1,0.003962,1.045755,4.575518
M43-10,0,0.000000,6,2,0.003728,0.983936,-1.606428
M43-10,0,0.000000,6,3,0.003759,0.992212,-0.778755
M43-10,0,0.000000,6,4,0.004064,1.072689,7.268886
M43-10,0,0.000000,6,5,0.004219,1.113397,11.339685
M43-10,0,0.000000,7,2,0.004040,1.066299,6.629920
M43-10,0,0.000000,7,3,0.004080,1.076811,7.681138
M43-10,0,0.000000,7,5,0.004232,1.116886,11.688595
M43-10,0,0.000000,7,6,0.004119,1.087049,8.704909
M43-10,0,0.000000,7,7,0.003835,1.012107,1.210721
M43-10,0,0.000000,8,1,0.004157,1.097134,9.713371
M43-10,0,0.000000,8,2,0.003957,1.044465,4.446458
M43-10,0,0.000000,8,3,0.003944,1.041026,4.102562
M43-10,0,0.000000,8,4,0.004181,1.103476,10.347586
M43-10,0,0.000000,8,5,0.003957,1.044312,4.431150
M43-10,0,0.000000,8,6,0.003829,1.010518,1.051838
M43-10,0,0.000000,8,7,0.003842,1.014076,1.407610
M43-10,0,0.000000,8,8,0.002913,0.768800,-23.119984
M43-10,0,0.000000,9,1,0.003017,0.796243,-20.375732
M43-10,0,0.000000,9,2,0.003015,0.795741,-20.425930
M43-10,0,0.000000,9,3,0.002990,0.789137,-21.086327
M43-10,0,0.000000,9,4,0.003020,0.797183,-20.281747
M43-10,0,0.000000,9,5,0.002991,0.789391,-21.060911
M43-10,0,0.000000,9,6,0.002956,0.780216,-21.978398
M43-10,0,0.000000,9,7,0.002995,0.790341,-20.965897
M43-10,0,0.000000,9,8,0.003043,0.803189,-19.681130
M43-10,0,0.000000,9,9,0.003168,0.836229,-16.377090
M43-10,1,0.100000,2,1,0.004200,1.107920,10.791966
M43-10,1,0.100000,2,2,0.003951,1.042243,4.224274
M43-10,1,0.100000,3,1,0.004231,1.115983,11.598289
M43-10,1,0.100000,3,2,0.003980,1.049657,4.965711
M43-10,1,0.100000,3,3,0.003990,1.052498,5.249783
M43-10,1,0.100000,4,2,0.004249,1.120794,12.079392
M43-10,1,0.100000,4,3,0.004270,1.126293,12.629338
M43-10,1,0.100000,5,1,0.004325,1.140687,14.068691
M43-10,1,0.100000,5,2,0.004079,1.075778,7.577753
M43-10,1,0.100000,5,3,0.004107,1.083361,8.336071
M43-10,1,0.100000,5,4,0.004448,1.173219,17.321941
M43-10,1,0.100000,5,5,0.003956,1.043522,4.352199
M43-10,1,0.100000,6,1,0.003950,1.041829,4.182863
M43-10,1,0.100000,6,2,0.003737,0.985687,-1.431328
M43-10,1,0.100000,6,3,0.003770,0.994470,-0.552998
M43-10,1,0.100000,6,4,0.004068,1.073111,7.311089
M43-10,1,0.100000,6,5,0.004244,1.119504,11.950412
M43-10,1,0.100000,7,2,0.004050,1.068205,6.820490
M43-10,1,0.100000,7,3,0.004066,1.072351,7.235126
M43-10,1,0.100000,7,5,0.004234,1.116758,11.675835
M43-10,1,0.100000,7,6,0.004098,1.080879,8.087871
M43-10,1,0.100000,7,7,0.003844,1.014028,1.402803
M43-10,1,0.100000,8,1,0.004157,1.096433,9.643280
M43-10,1,0.100000,8,2,0.003956,1.043406,4.340593
M43-10,1,0.100000,8,3,0.003969,1.046998,4.699838
M43-10,1,0.100000,8,4,0.004185,1.103734,10.373375
M43-10,1,0.100000,8,5,0.003976,1.048607,4.860733
M43-10,1,0.100000,8,6,0.003827,1.009370,0.936998
M43-10,1,0.100000,8,7,0.003817,1.006796,0.679566
M43-10,1,0.100000,8,8,0.002910,0.767454,-23.254637
M43-10,1,0.100000,9,1,0.003019,0.796332,-20.366751
M43-10,1,0.100000,9,2,0.003016,0.795604,-20.439629
M43-10,1,0.100000,9,3,0.002998,0.790886,-20.911421
M43-10,1,0.100000,9,4,0.003027,0.798405,-20.159486
M43-10,1,0.100000,9,5,0.002986,0.787714,-21.228648
M43-10,1,0.100000,9,6,0.002975,0.784562,-21.543766
M43-10,1,0.100000,9,7,0.002986,0.787624,-21.237590
M43-10,1,0.100000,9,8,0.003044,0.803010,-19.699035
M43-10,1,0.100000,9,9,0.003163,0.834290,-16.570994
M43-10,2,0.400000,2,1,0.004209,1.109983,10.998261
M43-10,2,0.400000,2,2,0.003969,1.046735,4.673489
M43-10,2,0.400000,3,1,0.004226,1.114505,11.450539
M43-10,2,0.400000,3,2,0.003961,1.044601,4.460140
M43-10,2,0.400000,3,3,0.004009,1.057220,5.722036
M43-10,2,0.400000,4,2,0.004252,1.121396,12.139637
M43-10,2,0.400000,4,3,0.004276,1.127602,12.760168
M43-10,2,0.400000,5,1,0.004318,1.138855,13.885457
M43-10,2,0.400000,5,2,0.004094,1.079652,7.965229
M43-10,2,0.400000,5,3,0.004123,1.087361,8.736080
M43-10,2,0.400000,5,4,0.004457,1.175498,17.549832
M43-10,2,0.400000,5,5,0.003954,1.042771,4.277119
M43-10,2,0.400000,6,1,0.003963,1.045097,4.509720
M43-10,2,0.400000,6,2,0.003747,0.988176,-1.182391
M43-10,2,0.400000,6,3,0.003759,0.991254,-0.874631
M43-10,2,0.400000,6,4,0.004064,1.071820,7.181984
M43-10,2,0.400000,6,5,0.004222,1.113501,11.350062
