case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M87-10,0,0.000000,2,1,0.004073,1.075973,7.597251
M87-10,0,0.000000,2,2,0.003821,1.009426,0.942579
M87-10,0,0.000000,3,1,0.004097,1.082284,8.228375
M87-10,0,0.000000,3,2,0.003849,1.016736,1.673563
M87-10,0,0.000000,3,3,0.003867,1.021641,2.164143
M87-10,0,0.000000,4,2,0.004133,1.091905,9.190515
M87-10,0,0.000000,4,3,0.004172,1.102105,10.210511
M87-10,0,0.000000,5,1,0.004258,1.124803,12.480338
M87-10,0,0.000000,5,2,0.004005,1.058032,5.803211
M87-10,0,0.000000,5,3,0.004033,1.065329,6.532873
M87-10,0,0.000000,5,4,0.004390,1.159680,15.968031
M87-10,0,0.000000,5,5,0.003939,1.040557,4.055666
M87-10,0,0.000000,6,1,0.003936,1.039711,3.971128
M87-10,0,0.000000,6,2,0.003726,0.984300,-1.570029
M87-10,0,0.000000,6,3,0.003757,0.992629,-0.737072
M87-10,0,0.000000,6,4,0.004049,1.069751,6.975109
M87-10,0,0.000000,6,5,0.004241,1.120407,12.040744
M87-10,0,0.000000,7,2,0.004055,1.071246,7.124635
M87-10,0,0.000000,7,3,0.004070,1.075241,7.524073
M87-10,0,0.000000,7,5,0.004259,1.125252,12.525248
M87-10,0,0.000000,7,6,0.004127,1.090236,9.023554
M87-10,0,0.000000,7,7,0.003877,1.024159,2.415906
M87-10,0,0.000000,8,1,0.004176,1.103278,10.327806
M87-10,0,0.000000,8,2,0.003974,1.049848,4.984784
M87-10,0,0.000000,8,3,0.003982,1.051930,5.192957
M87-10,0,0.000000,8,4,0.004188,1.106451,10.645086
M87-10,0,0.000000,8,5,0.003985,1.052801,5.280136
M87-10,0,0.000000,8,6,0.003855,1.018331,1.833127
M87-10,0,0.000000,8,7,0.003866,1.021433,2.143273
M87-10,0,0.000000,8,8,0.003013,0.795898,-20.410174
M87-10,0,0.000000,9,1,0.003085,0.814913,-18.508692
M87-10,0,0.000000,9,2,0.003066,0.810042,-18.995838
M87-10,0,0.000000,9,3,0.003064,0.809542,-19.045848
M87-10,0,0.000000,9,4,0.003072,0.811454,-18.854635
M87-10,0,0.000000,9,5,0.003061,0.808706,-19.129381
M87-10,0,0.000000,9,6,0.003036,0.802166,-19.783356
M87-10,0,0.000000,9,7,0.003058,0.807787,-19.221342
M87-10,0,0.000000,9,8,0.003149,0.831883,-16.811685
M87-10,0,0.000000,9,9,0.003263,0.862134,-13.786570
M87-10,1,0.100000,2,1,0.004096,1.081479,8.147893
M87-10,1,0.100000,2,2,0.003846,1.015513,1.551282
M87-10,1,0.100000,3,1,0.004113,1.085819,8.581930
M87-10,1,0.100000,3,2,0.003871,1.021973,2.197320
M87-10,1,0.100000,3,3,0.003876,1.023370,2.336982
M87-10,1,0.100000,4,2,0.004130,1.090339,9.033919
M87-10,1,0.100000,4,3,0.004181,1.103754,10.375365
M87-10,1,0.100000,5,1,0.004240,1.119420,11.942014
M87-10,1,0.100000,5,2,0.004004,1.057079,5.707891
M87-10,1,0.100000,5,3,0.004035,1.065337,6.533722
M87-10,1,0.100000,5,4,0.004418,1.166317,16.631665
M87-10,1,0.100000,5,5,0.003945,1.041426,4.142562
M87-10,1,0.100000,6,1,0.003945,1.041449,4.144939
M87-10,1,0.100000,6,2,0.003719,0.981949,-1.805107
M87-10,1,0.100000,6,3,0.003760,0.992739,-0.726089
M87-10,1,0.100000,6,4,0.004072,1.074992,7.499215
M87-10,1,0.100000,6,5,0.004234,1.117767,11.776743
M87-10,1,0.100000,7,2,0.004071,1.074805,7.480470
M87-10,1,0.100000,7,3,0.004071,1.074683,7.468326
M87-10,1,0.100000,7,5,0.004261,1.125083,12.508321
M87-10,1,0.100000,7,6,0.004125,1.089135,8.913529
M87-10,1,0.100000,7,7,0.003878,1.023908,2.390841
M87-10,1,0.100000,8,1,0.004193,1.106998,10.699836
M87-10,1,0.100000,8,2,0.003984,1.051902,5.190163
M87-10,1,0.100000,8,3,0.003976,1.049755,4.975521
M87-10,1,0.100000,8,4,0.004183,1.104480,10.447969
M87-10,1,0.100000,8,5,0.003979,1.050434,5.043372
M87-10,1,0.100000,8,6,0.003873,1.022565,2.256458
M87-10,1,0.100000,8,7,0.003876,1.023238,2.323782
M87-10,1,0.100000,8,8,0.002982,0.787411,-21.258855
M87-10,1,0.100000,9,1,0.003077,0.812256,-18.774419
M87-10,1,0.100000,9,2,0.003053,0.806047,-19.395324
M87-10,1,0.100000,9,3,0.003055,0.806439,-19.356118
M87-10,1,0.100000,9,4,0.003072,0.811031,-18.896948
M87-10,1,0.100000,9,5,0.003065,0.809098,-19.090205
M87-10,1,0.100000,9,6,0.003032,0.800610,-19.938978
M87-10,1,0.100000,9,7,0.003048,0.804600,-19.539976
M87-10,1,0.100000,9,8,0.003140,0.829066,-17.093374
M87-10,1,0.100000,9,9,0.003241,0.855734,-14.426638
M87-10,2,0.400000,2,1,0.004088,1.079233,7.923287
M87-10,2,0.400000,2,2,0.003859,1.018852,1.885163
M87-10,2,0.400000,3,1,0.004108,1.084600,8.459991
M87-10,2,0.400000,3,2,0.003865,1.020285,2.028513
M87-10,2,0.400000,3,3,0.003881,1.024477,2.447739
M87-10,2,0.400000,4,2,0.004125,1.089085,8.908521
M87-10,2,0.400000,4,3,0.004179,1.103127,10.312718
M87-10,2,0.400000,5,1,0.004214,1.112607,11.260729
M87-10,2,0.400000,5,2,0.004007,1.057741,5.774093
M87-10,2,0.400000,5,3,0.004072,1.074917,7.491653
M87-10,2,0.400000,5,4,0.004403,1.162479,16.247883
M87-10,2,0.400000,5,5,0.003955,1.044119,4.411872
M87-10,2,0.400000,6,1,0.003939,1.039855,3.985518
M87-10,2,0.400000,6,2,0.003724,0.983128,-1.687236
M87-10,2,0.400000,6,3,0.003738,0.986905,-1.309457
M87-10,2,0.400000,6,4,0.004066,1.073538,7.353847
M87-10,2,0.400000,6,5,0.004253,1.122864,12.286354
M87-10,2,0.400000,7,2,0.004057,1.071028,7.102786
M87-10,2,0.400000,7,3,0.004091,1.079882,7.988230
M87-10,2,0.400000,7,5,0.004251,1.122209,12.220883
M87-10,2,0.400000,7,6,0.004134,1.091369,9.136878
M87-10,2,0.400000,7,7,0.003873,1.022569,2.256869
M87-10,2,0.400000,8,1,0.004162,1.098769,9.876860
M87-10,2,0.400000,8,2,0.003977,1.049808,4.980784
M87-10,2,0.400000,8,3,0.003985,1.051944,5.194357
M87-10,2,0.400000,8,4,0.004218,1.113563,11.356295
M87-10,2,0.400000,8,5,0.003989,1.053184,5.318435
M87-10,2,0.400000,8,6,0.003845,1.014963,1.496296
M87-10,2,0.400000,8,7,0.003864,1.020174,2.017425
M87-10,2,0.400000,8,8,0.002995,0.790578,-20.942231
M87-10,2,0.400000,9,1,0.003060,0.807834,-19.216619
M87-10,2,0.400000,9,2,0.003076,0.812167,-18.783295
M87-10,2,0.400000,9,3,0.003069,0.810117,-18.988315
M87-10,2,0.400000,9,4,0.003081,0.813351,-18.664946
M87-10,2,0.400000,9,5,0.003074,0.811495,-18.850509
M87-10,2,0.400000,9,6,0.003035,0.801155,-19.884530
M87-10,2,0.400000,9,7,0.003039,0.802275,-19.772490
M87-10,2,0.400000,9,8,0.003140,0.829064,-17.093640
