case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
D007,uniform,0.7,0.08,0.02,0.0,0.0,0.0,0,0.0,9.76577e-05,0.00478523,0.0155364,0.0,0.00177559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D007,uniform,0.7,0.08,0.02,0.0,0.1,2.631578947368421,1,2.00688e-08,9.75622e-05,0.00478485,0.0155358,5.92084e-07,0.00177246,1.11571e-06,6.08819e-09,1.08423e-12,7.09678e-13,3.08354e-16,7.90477e-09,2.47397e-08
D007,uniform,0.7,0.08,0.02,0.0,0.400001,10.526342105263158,2,3.05657e-07,9.72753e-05,0.0047837,0.0155338,2.17555e-06,0.00176361,4.39955e-06,9.06728e-08,6.5356e-11,4.2585e-11,1.01679e-13,6.87241e-08,2.498e-08
D007,uniform,0.7,0.08,0.02,0.0,0.700002,18.42110526315789,3,8.81041e-07,9.6988e-05,0.00478253,0.0155319,3.47943e-06,0.00175494,7.60143e-06,2.56706e-07,3.33445e-10,2.16174e-10,9.71256e-13,1.29919e-07,2.49681e-08
D007,uniform,0.7,0.08,0.02,0.0,1.0,26.31578947368421,4,1.69334e-06,9.67005e-05,0.00478136,0.0155299,4.55259e-06,0.00174631,1.07342e-05,4.89169e-07,9.25867e-10,5.97502e-10,3.97971e-12,1.81434e-07,2.49538e-08
D007,uniform,0.7,0.08,0.02,0.0,1.3,34.21052631578947,5,2.69909e-06,9.64128e-05,0.00478018,0.0155279,5.43697e-06,0.00173769,1.38071e-05,7.77465e-07,1.94327e-09,1.24874e-09,1.11072e-11,2.24109e-07,2.49357e-08
D007,uniform,0.7,0.08,0.02,0.0,1.6,42.10526315789474,6,3.86256e-06,9.61252e-05,0.004779,0.0155258,6.16545e-06,0.00172909,1.68273e-05,1.11361e-06,3.47135e-09,2.22194e-09,2.48406e-11,2.59419e-07,2.49177e-08
D007,uniform,0.7,0.08,0.02,0.0,2.00001,52.63184210526316,7,5.60955e-06,9.57416e-05,0.0047774,0.0155231,6.94371e-06,0.00171765,2.07805e-05,1.62708e-06,6.43037e-09,4.09506e-09,5.85759e-11,2.97187e-07,2.48756e-08
D007,uniform,0.7,0.08,0.02,0.0,2.50001,65.78973684210527,8,8.03247e-06,9.52624e-05,0.0047754,0.0155197,7.67549e-06,0.00170339,2.56165e-05,2.35734e-06,1.1824e-08,7.48528e-09,1.36912e-10,3.32692e-07,2.48227e-08
D007,uniform,0.7,0.08,0.02,0.0,3.00001,78.94763157894737,9,1.06471e-05,9.47837e-05,0.00477338,0.0155163,8.21259e-06,0.00168918,3.0348e-05,3.17065e-06,1.93447e-08,1.21768e-08,2.72208e-10,3.58513e-07,2.47809e-08
D007,uniform,0.7,0.08,0.02,0.0,4.00001,105.26342105263156,10,1.62391e-05,9.38279e-05,0.00476931,0.0155094,8.90208e-06,0.00166092,3.95253e-05,5.01053e-06,4.15556e-08,2.58832e-08,7.94147e-10,3.90907e-07,2.46406e-08
D007,uniform,0.7,0.08,0.02,0.0,5.00001,131.5792105263158,11,2.20894e-05,9.28755e-05,0.00476521,0.0155024,9.29529e-06,0.00163287,4.83809e-05,7.06499e-06,7.46113e-08,4.59982e-08,1.80614e-09,4.07665e-07,2.45465e-08
D007,uniform,0.7,0.08,0.02,0.0,6.00002,157.89526315789473,12,2.80483e-05,9.19265e-05,0.00476107,0.0154953,9.53702e-06,0.00160503,5.69455e-05,9.29205e-06,1.19617e-07,7.30247e-08,3.51244e-09,4.16137e-07,2.44503e-08
D007,uniform,0.7,0.08,0.02,0.0,7.00002,184.21105263157892,13,3.40363e-05,9.09818e-05,0.0047569,0.0154882,9.6939e-06,0.00157741,6.52447e-05,1.16585e-05,1.7749e-07,1.07325e-07,6.1301e-09,4.20023e-07,2.43483e-08
D007,uniform,0.7,0.08,0.02,0.0,8.00002,210.52684210526317,14,4.00114e-05,9.00414e-05,0.0047527,0.0154811,9.80852e-06,0.00155001,7.32943e-05,1.41415e-05,2.48994e-07,1.49156e-07,9.89239e-09,4.21445e-07,2.42469e-08
D007,uniform,0.7,0.08,0.02,0.0,10.0,263.15789473684214,15,5.18526e-05,8.81748e-05,0.00474424,0.0154666,9.96857e-06,0.0014959,8.8677e-05,1.94046e-05,4.3501e-07,2.55874e-07,2.18149e-08,4.20778e-07,2.3956e-08
D007,uniform,0.7,0.08,0.02,0.0,12.0,315.7894736842105,16,6.34755e-05,8.63282e-05,0.00473568,0.015452,1.01052e-05,0.00144271,0.000103199,2.49349e-05,6.82447e-07,3.94169e-07,4.12616e-08,4.17811e-07,2.37435e-08
D007,uniform,0.7,0.08,0.02,0.0,14.0,368.42105263157896,17,7.48585e-05,8.45034e-05,0.00472705,0.0154372,1.0229e-05,0.00139046,0.000116913,3.06488e-05,9.94203e-07,5.63899e-07,7.02761e-08,4.13872e-07,2.35268e-08
D007,uniform,0.7,0.08,0.02,0.0,16.0,421.0526315789474,18,8.5992e-05,8.27015e-05,0.00471834,0.0154222,1.03485e-05,0.00133917,0.000129858,3.64796e-05,1.37245e-06,7.64374e-07,1.10918e-07,4.09487e-07,2.33097e-08
D007,uniform,0.7,0.08,0.02,0.0,18.0001,473.6868421052632,19,9.68701e-05,8.09233e-05,0.00470955,0.0154071,1.04609e-05,0.00128884,0.000142063,4.23766e-05,1.81879e-06,9.94498e-07,1.65181e-07,4.04488e-07,2.30836e-08
D007,uniform,0.7,0.08,0.02,0.0,20.0001,526.3184210526316,20,0.000107494,7.917e-05,0.00470069,0.0153918,1.05774e-05,0.00123949,0.00015356,4.82882e-05,2.33456e-06,1.25283e-06,2.35019e-07,3.99206e-07,2.28574e-08
D007,uniform,0.7,0.08,0.02,0.0,24.0001,631.5815789473685,21,0.000128004,7.57395e-05,0.00468277,0.0153608,1.07635e-05,0.00114378,0.000174443,6.00827e-05,3.57421e-06,1.84669e-06,4.29059e-07,3.88212e-07,2.22547e-08
D007,uniform,0.7,0.08,0.02,0.0,28.0001,736.8447368421052,22,0.000147447,7.24158e-05,0.00466459,0.0153291,1.09787e-05,0.00105212,0.000192714,7.15242e-05,5.09785e-06,2.53124e-06,7.06139e-07,3.75925e-07,2.17785e-08
D007,uniform,0.7,0.08,0.02,0.0,34.0001,894.7394736842107,23,0.000174728,6.76402e-05,0.00463685,0.0152804,1.12577e-05,0.000922403,0.000215329,8.77387e-05,7.91127e-06,3.68658e-06,1.30121e-06,3.57266e-07,2.09178e-08
D007,uniform,0.7,0.08,0.02,0.0,42.0001,1105.2657894736844,24,0.000207534,6.16794e-05,0.00459898,0.0152133,1.16459e-05,0.000764336,0.000237043,0.000106706,1.26355e-05,5.3639e-06,2.47332e-06,3.31136e-07,1.97824e-08
D007,uniform,0.7,0.08,0.02,0.0,50.0002,1315.7947368421053,25,0.000236287,5.62003e-05,0.0045601,0.0151435,1.21172e-05,0.000623788,0.00024969,0.000121741,1.84399e-05,7.04525e-06,4.10477e-06,3.03781e-07,1.87126e-08
