case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
A002,uniform,0.0,0.0,0.03,0.0,0.0,0.0,0,0.0,0.000655854,0.0212059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A002,uniform,0.0,0.0,0.03,0.0,0.1,2.631578947368421,1,1.0251e-13,0.000653212,0.0212047,4.89643e-17,5.68379e-19,3.42263e-07,9.91602e-10,4.21646e-12,2.95448e-15,3.40988e-16,6.63494e-19,6.40716e-09,6.966e-09
A002,uniform,0.0,0.0,0.03,0.0,0.400001,10.526342105263158,2,4.19299e-13,0.000645338,0.0212008,7.81973e-16,2.97835e-17,3.14072e-06,2.60187e-08,4.47727e-10,1.24933e-12,1.43335e-13,1.62121e-15,3.59684e-08,7.0148e-09
A002,uniform,0.0,0.0,0.03,0.0,0.700003,18.42113157894737,3,7.38041e-13,0.000637556,0.0211969,2.38627e-15,1.32992e-16,6.41248e-06,9.09405e-08,2.80333e-09,1.39085e-11,1.59148e-12,3.41224e-14,4.72396e-08,7.03609e-09
A002,uniform,0.0,0.0,0.03,0.0,1.0,26.31578947368421,4,1.04871e-12,0.00062987,0.021193,4.85032e-15,3.28339e-16,9.63417e-06,1.94511e-07,8.70952e-09,6.267e-11,7.15836e-12,2.28742e-13,5.04109e-08,7.05336e-09
A002,uniform,0.0,0.0,0.03,0.0,1.3,34.21052631578947,5,1.34626e-12,0.00062228,0.0211891,8.16226e-15,6.19877e-16,1.27564e-05,3.33671e-07,1.96281e-08,1.86016e-10,2.12047e-11,9.07321e-13,5.14442e-08,7.06708e-09
A002,uniform,0.0,0.0,0.03,0.0,1.60001,42.10552631578948,6,1.64636e-12,0.000614781,0.0211851,1.23104e-14,1.00605e-15,1.57779e-05,5.0543e-07,3.68087e-08,4.34232e-10,4.9395e-11,2.66233e-12,5.19986e-08,7.07897e-09
A002,uniform,0.0,0.0,0.03,0.0,2.00001,52.63184210526316,7,2.04557e-12,0.000604919,0.0211799,1.91227e-14,1.662e-15,1.96569e-05,7.80515e-07,7.12897e-08,1.065e-09,1.20747e-10,8.34912e-12,5.26146e-08,7.09152e-09
A002,uniform,0.0,0.0,0.03,0.0,2.50001,65.78973684210527,8,2.52523e-12,0.000592804,0.0211732,2.9661e-14,2.69497e-15,2.42774e-05,1.1902e-06,1.35794e-07,2.57207e-09,2.90264e-10,2.57531e-11,5.33583e-08,7.10272e-09
A002,uniform,0.0,0.0,0.03,0.0,3.00001,78.94763157894737,9,2.9834e-12,0.000580914,0.0211666,4.24014e-14,3.94809e-15,2.86593e-05,1.6637e-06,2.26683e-07,5.22052e-09,5.86224e-10,6.39354e-11,5.40887e-08,7.10991e-09
A002,uniform,0.0,0.0,0.03,0.0,4.00002,105.26368421052632,10,3.90041e-12,0.000557774,0.0211532,7.43051e-14,7.05838e-15,3.67726e-05,2.77001e-06,4.94582e-07,1.55475e-08,1.72586e-09,2.61963e-10,5.54803e-08,7.11393e-09
A002,uniform,0.0,0.0,0.03,0.0,5.00002,131.57947368421054,11,4.75858e-12,0.000535436,0.0211396,1.14472e-13,1.08984e-14,4.40966e-05,4.0445e-06,8.80472e-07,3.54054e-08,3.88e-09,7.66004e-10,5.67077e-08,7.10711e-09
A002,uniform,0.0,0.0,0.03,0.0,6.00002,157.89526315789473,12,5.58387e-12,0.000513851,0.0211258,1.62564e-13,1.53987e-14,5.07218e-05,5.44767e-06,1.38075e-06,6.81585e-08,7.36388e-09,1.81133e-09,5.77923e-08,7.09114e-09
A002,uniform,0.0,0.0,0.03,0.0,7.00003,184.21131578947367,13,6.331e-12,0.000492978,0.0211119,2.18258e-13,2.05028e-14,5.67194e-05,6.949e-06,1.98745e-06,1.16994e-07,1.24472e-08,3.70717e-09,5.87273e-08,7.06663e-09
A002,uniform,0.0,0.0,0.03,0.0,8.00003,210.52710526315792,14,7.02368e-12,0.000472778,0.0210978,2.81245e-13,2.61613e-14,6.21533e-05,8.52571e-06,2.68862e-06,1.84806e-07,1.93433e-08,6.8371e-09,5.95339e-08,7.03471e-09
A002,uniform,0.0,0.0,0.03,0.0,10.0,263.15789473684214,15,8.3071e-12,0.000434288,0.0210691,4.27964e-13,3.89924e-14,7.15416e-05,1.18354e-05,4.33324e-06,3.87055e-07,3.91032e-08,1.85461e-08,6.08696e-08,6.95339e-09
A002,uniform,0.0,0.0,0.03,0.0,12.0,315.7894736842105,16,9.45225e-12,0.000398195,0.0210396,6.00418e-13,5.36028e-14,7.92345e-05,1.52696e-05,6.20924e-06,6.92102e-07,6.72777e-08,4.09676e-08,6.17952e-08,6.85637e-09
A002,uniform,0.0,0.0,0.03,0.0,14.0001,368.4236842105264,17,1.03936e-11,0.000364346,0.0210095,7.96474e-13,6.97449e-14,8.55286e-05,1.87608e-05,8.22521e-06,1.11121e-06,1.0365e-07,7.88298e-08,6.23798e-08,6.74584e-09
A002,uniform,0.0,0.0,0.03,0.0,16.0001,421.05526315789473,18,1.11992e-11,0.000332622,0.0209786,1.01409e-12,8.71964e-14,9.06425e-05,2.22517e-05,1.03123e-05,1.65148e-06,1.47431e-07,1.3685e-07,6.26865e-08,6.62508e-09
A002,uniform,0.0,0.0,0.03,0.0,18.0001,473.6868421052632,19,1.18274e-11,0.000302921,0.0209469,1.25133e-12,1.05746e-13,9.4761e-05,2.57024e-05,1.24105e-05,2.31631e-06,1.97448e-07,2.1999e-07,6.2766e-08,6.49731e-09
A002,uniform,0.0,0.0,0.03,0.0,20.0001,526.3184210526316,20,1.23309e-11,0.000275154,0.0209145,1.50632e-12,1.25191e-13,9.80575e-05,2.9082e-05,1.44714e-05,3.10571e-06,2.52265e-07,3.33176e-07,6.26514e-08,6.36449e-09
A002,uniform,0.0,0.0,0.03,0.0,24.0001,631.5815789473685,21,1.28521e-11,0.000225144,0.0208473,2.06265e-12,1.66155e-13,0.000102685,3.54807e-05,1.84256e-05,5.04507e-06,3.70232e-07,6.65246e-07,6.21335e-08,6.09067e-09
A002,uniform,0.0,0.0,0.03,0.0,28.0001,736.8447368421052,22,1.2986e-11,0.000182068,0.0207769,2.6691e-12,2.08706e-13,0.000105339,4.1351e-05,2.1898e-05,7.44047e-06,4.90024e-07,1.16077e-06,6.10306e-08,5.82201e-09
A002,uniform,0.0,0.0,0.03,0.0,34.0001,894.7394736842107,23,1.25912e-11,0.000129376,0.0206652,3.64565e-12,2.73161e-13,0.000107068,4.88924e-05,2.62107e-05,1.17395e-05,6.52279e-07,2.24222e-06,5.91847e-08,5.44811e-09
A002,uniform,0.0,0.0,0.03,0.0,42.0002,1105.2684210526315,24,1.12528e-11,7.86654e-05,0.0205056,5.01358e-12,3.54902e-13,0.000107283,5.65606e-05,3.02331e-05,1.83989e-05,8.11485e-07,4.30014e-06,5.66752e-08,5.04529e-09
A002,uniform,0.0,0.0,0.03,0.0,50.0002,1315.7947368421053,25,9.73479e-12,4.58706e-05,0.0203352,6.3892e-12,4.26216e-13,0.000106747,6.19129e-05,3.25816e-05,2.555e-05,9.00712e-07,6.90439e-06,5.46167e-08,4.76441e-09
