case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M43-30,0,0.000000,2,1,0.004214,1.111683,11.168313
M43-30,0,0.000000,2,2,0.003984,1.051060,5.105969
M43-30,0,0.000000,3,1,0.004250,1.121083,12.108267
M43-30,0,0.000000,3,2,0.004010,1.057874,5.787389
M43-30,0,0.000000,3,3,0.004029,1.062963,6.296278
M43-30,0,0.000000,4,2,0.004260,1.123768,12.376825
M43-30,0,0.000000,4,3,0.004278,1.128688,12.868830
M43-30,0,0.000000,5,1,0.004361,1.150495,15.049480
M43-30,0,0.000000,5,2,0.004122,1.087510,8.751026
M43-30,0,0.000000,5,3,0.004154,1.095770,9.577014
M43-30,0,0.000000,5,4,0.004495,1.185771,18.577142
M43-30,0,0.000000,5,5,0.003986,1.051593,5.159258
M43-30,0,0.000000,6,1,0.003965,1.045905,4.590485
M43-30,0,0.000000,6,2,0.003774,0.995673,-0.432714
M43-30,0,0.000000,6,3,0.003800,1.002440,0.243958
M43-30,0,0.000000,6,4,0.004097,1.080854,8.085434
M43-30,0,0.000000,6,5,0.004253,1.122106,12.210625
M43-30,0,0.000000,7,2,0.004088,1.078557,7.855656
M43-30,0,0.000000,7,3,0.004076,1.075235,7.523520
M43-30,0,0.000000,7,5,0.004248,1.120663,12.066321
M43-30,0,0.000000,7,6,0.004102,1.082163,8.216284
M43-30,0,0.000000,7,7,0.003843,1.013702,1.370161
M43-30,0,0.000000,8,1,0.004175,1.101466,10.146579
M43-30,0,0.000000,8,2,0.003971,1.047604,4.760378
M43-30,0,0.000000,8,3,0.003981,1.050202,5.020231
M43-30,0,0.000000,8,4,0.004200,1.108003,10.800299
M43-30,0,0.000000,8,5,0.003976,1.048817,4.881731
M43-30,0,0.000000,8,6,0.003826,1.009388,0.938832
M43-30,0,0.000000,8,7,0.003804,1.003569,0.356868
M43-30,0,0.000000,8,8,0.002852,0.752513,-24.748731
M43-30,0,0.000000,9,1,0.002959,0.780668,-21.933171
M43-30,0,0.000000,9,2,0.002954,0.779390,-22.060960
M43-30,0,0.000000,9,3,0.002952,0.778721,-22.127889
M43-30,0,0.000000,9,4,0.002961,0.781145,-21.885527
M43-30,0,0.000000,9,5,0.002932,0.773582,-22.641790
M43-30,0,0.000000,9,6,0.002914,0.768782,-23.121844
M43-30,0,0.000000,9,7,0.002923,0.771177,-22.882252
M43-30,0,0.000000,9,8,0.002987,0.787935,-21.206534
M43-30,0,0.000000,9,9,0.003076,0.811483,-18.851743
M43-30,1,0.100000,2,1,0.004244,1.120438,12.043821
M43-30,1,0.100000,2,2,0.004002,1.056433,5.643309
M43-30,1,0.100000,3,1,0.004229,1.116439,11.643855
M43-30,1,0.100000,3,2,0.003997,1.055316,5.531635
M43-30,1,0.100000,3,3,0.004034,1.064921,6.492082
M43-30,1,0.100000,4,2,0.004284,1.130930,13.092973
M43-30,1,0.100000,4,3,0.004297,1.134367,13.436706
M43-30,1,0.100000,5,1,0.004356,1.150001,15.000138
M43-30,1,0.100000,5,2,0.004115,1.086310,8.631042
M43-30,1,0.100000,5,3,0.004134,1.091472,9.147170
M43-30,1,0.100000,5,4,0.004497,1.187110,18.710978
M43-30,1,0.100000,5,5,0.003973,1.048930,4.893009
M43-30,1,0.100000,6,1,0.003968,1.047547,4.754671
M43-30,1,0.100000,6,2,0.003748,0.989574,-1.042592
M43-30,1,0.100000,6,3,0.003763,0.993394,-0.660579
M43-30,1,0.100000,6,4,0.004082,1.077543,7.754285
M43-30,1,0.100000,6,5,0.004261,1.125035,12.503452
M43-30,1,0.100000,7,2,0.004073,1.075349,7.534897
M43-30,1,0.100000,7,3,0.004082,1.077743,7.774349
M43-30,1,0.100000,7,5,0.004271,1.127448,12.744752
M43-30,1,0.100000,7,6,0.004103,1.083325,8.332453
M43-30,1,0.100000,7,7,0.003854,1.017601,1.760074
M43-30,1,0.100000,8,1,0.004168,1.100276,10.027623
M43-30,1,0.100000,8,2,0.003950,1.042842,4.284216
M43-30,1,0.100000,8,3,0.003994,1.054408,5.440818
M43-30,1,0.100000,8,4,0.004209,1.111069,11.106871
M43-30,1,0.100000,8,5,0.003959,1.045258,4.525780
M43-30,1,0.100000,8,6,0.003815,1.007104,0.710394
M43-30,1,0.100000,8,7,0.003812,1.006378,0.637793
M43-30,1,0.100000,8,8,0.002832,0.747704,-25.229635
M43-30,1,0.100000,9,1,0.002958,0.780872,-21.912794
M43-30,1,0.100000,9,2,0.002954,0.779917,-22.008337
M43-30,1,0.100000,9,3,0.002942,0.776635,-22.336494
M43-30,1,0.100000,9,4,0.002956,0.780425,-21.957490
M43-30,1,0.100000,9,5,0.002935,0.774848,-22.515172
M43-30,1,0.100000,9,6,0.002906,0.767208,-23.279200
M43-30,1,0.100000,9,7,0.002914,0.769307,-23.069316
M43-30,1,0.100000,9,8,0.002988,0.788894,-21.110565
M43-30,1,0.100000,9,9,0.003067,0.809630,-19.036972
M43-30,2,0.400000,2,1,0.004246,1.119089,11.908864
M43-30,2,0.400000,2,2,0.004004,1.055292,5.529169
M43-30,2,0.400000,3,1,0.004246,1.119112,11.911236
M43-30,2,0.400000,3,2,0.004031,1.062450,6.244965
M43-30,2,0.400000,3,3,0.004041,1.065119,6.511938
M43-30,2,0.400000,4,2,0.004278,1.127467,12.746682
M43-30,2,0.400000,4,3,0.004309,1.135626,13.562625
M43-30,2,0.400000,5,1,0.004364,1.150193,15.019252
M43-30,2,0.400000,5,2,0.004124,1.086994,8.699383
M43-30,2,0.400000,5,3,0.004163,1.097027,9.702708
M43-30,2,0.400000,5,4,0.004506,1.187461,18.746077
M43-30,2,0.400000,5,5,0.003990,1.051452,5.145181
M43-30,2,0.400000,6,1,0.003974,1.047248,4.724822
M43-30,2,0.400000,6,2,0.003764,0.991985,-0.801505
M43-30,2,0.400000,6,3,0.003796,1.000471,0.047118
M43-30,2,0.400000,6,4,0.004103,1.081444,8.144351
M43-30,2,0.400000,6,5,0.004271,1.125606,12.560617
M43-30,2,0.400000,7,2,0.004081,1.075487,7.548734
M43-30,2,0.400000,7,3,0.004085,1.076705,7.670493
M43-30,2,0.400000,7,5,0.004254,1.121163,12.116276
M43-30,2,0.400000,7,6,0.004106,1.082000,8.199960
M43-30,2,0.400000,7,7,0.003847,1.013822,1.382249
