# BURN_STEP: step (dimensionless) | case: case label | layout_base: layout | Th_level: fraction | Pu_level: fraction | U235_enrichment: fraction | U233_enrichment: fraction | burnup_MWd_kgHM: MWd/kgHM | EFPD: day | ANA_KEFF: dimensionless | reactivity_pcm: pcm | conversion_ratio: dimensionless | Mdens_U233: g/cm3 | Mdens_U235: g/cm3 | Mdens_U238: g/cm3 | Mdens_Th232: g/cm3 | Mdens_Pa233: g/cm3 | Mdens_Pu239: g/cm3 | Mdens_Pu241: g/cm3 | Mdens_Pu240: g/cm3 | Mdens_Pu242: g/cm3 | Mdens_Am241: g/cm3 | Mdens_Am243: g/cm3 | Mdens_Sm149: g/cm3 | Mdens_Xe135: g/cm3 | Adens_U233: atoms/barn/cm | Adens_U235: atoms/barn/cm | Adens_U238: atoms/barn/cm | Adens_Th232: atoms/barn/cm | Adens_Pa233: atoms/barn/cm | Adens_Pu239: atoms/barn/cm | Adens_Pu241: atoms/barn/cm | Adens_Pu240: atoms/barn/cm | Adens_Pu242: atoms/barn/cm | Adens_Am241: atoms/barn/cm | Adens_Am243: atoms/barn/cm | Adens_Sm149: atoms/barn/cm | Adens_Xe135: atoms/barn/cm | Mass_U233_kg: kg | Mass_U235_kg: kg | Mass_U238_kg: kg | Mass_Th232_kg: kg | Mass_Pa233_kg: kg | Mass_Pu239_kg: kg | Mass_Pu241_kg: kg | Mass_Pu240_kg: kg | Mass_Pu242_kg: kg | Mass_Am241_kg: kg | Mass_Am243_kg: kg | Mass_Sm149_kg: kg | Mass_Xe135_kg: kg | U235_FISS: 1/s | U238_FISS: 1/s | PU239_FISS: 1/s | PU240_FISS: 1/s | PU241_FISS: 1/s | U235_CAPT: 1/s | U238_CAPT: 1/s | PU239_CAPT: 1/s | PU240_CAPT: 1/s | PU241_CAPT: 1/s | XE135_CAPT: 1/s | XE135M_CAPT: 1/s
BURN_STEP,case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,ANA_KEFF,reactivity_pcm,conversion_ratio,Mdens_U233,Mdens_U235,Mdens_U238,Mdens_Th232,Mdens_Pa233,Mdens_Pu239,Mdens_Pu241,Mdens_Pu240,Mdens_Pu242,Mdens_Am241,Mdens_Am243,Mdens_Sm149,Mdens_Xe135,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu241,Adens_Pu240,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135,Mass_U233_kg,Mass_U235_kg,Mass_U238_kg,Mass_Th232_kg,Mass_Pa233_kg,Mass_Pu239_kg,Mass_Pu241_kg,Mass_Pu240_kg,Mass_Pu242_kg,Mass_Am241_kg,Mass_Am243_kg,Mass_Sm149_kg,Mass_Xe135_kg,U235_FISS,U238_FISS,PU239_FISS,PU240_FISS,PU241_FISS,U235_CAPT,U238_CAPT,PU239_CAPT,PU240_CAPT,PU241_CAPT,XE135_CAPT,XE135M_CAPT
20,A001,uniform,0.00,0,0.02,0,20.0001,526.3184210526316,0.958894,-4286.813766693709,0.770939,2.71879e-09,0.0493894,8.32786,4.79356e-10,4.76229e-11,0.0370658,0.00694886,0.014575,0.00223192,0.000116743,0.000285579,1.14967e-05,1.05758e-06,7.0257e-12,0.00012654,0.0210672,1.24406e-12,1.23063e-13,9.33738e-05,1.73601e-05,3.6563e-05,5.55269e-06,2.91645e-07,7.07544e-07,4.64914e-08,4.72087e-09,1.3835346532156374e-07,2.513321970491594,423.78715888790157,2.439341167309116e-08,2.423428526536547e-09,1.886200065071601,0.35361276929604774,0.7416908834672011,0.11357768210141446,0.0059408040348961555,0.014532510518674432,0.0005850427156059946,5.381800648626021e-05,1032700000000000.0,86749100000000.0,324802000000000.0,146720000000.0,10779500000000.0,210876000000000.0,913898000000000.0,173168000000000.0,57299000000000.0,5836990000000.0,80183900000000.0,0.0
21,A001,uniform,0.00,0,0.02,0,24.0001,631.5815789473685,0.924538,-8162.130707445235,0.815734,2.70513e-09,0.037391,8.2956,6.41703e-10,6.16347e-11,0.0381509,0.00839843,0.0171318,0.00342139,0.000159409,0.000533975,1.15628e-05,1.02517e-06,6.9904e-12,9.57993e-05,0.0209856,1.6654e-12,1.59272e-13,9.61071e-05,2.09815e-05,4.29772e-05,8.51189e-06,3.98232e-07,1.32297e-06,4.67586e-08,4.57619e-09,1.3765833685033482e-07,1.902748804372015,422.1455158072394,3.265490668909457e-08,3.1364593547331663e-09,1.9414185060767648,0.427378316736703,0.8718010207467167,0.1741072913746722,0.008111986418018736,0.027172856912480187,0.0005884064046212387,5.216873022326385e-05,1032700000000000.0,86749100000000.0,324802000000000.0,146720000000.0,10779500000000.0,210876000000000.0,913898000000000.0,173168000000000.0,57299000000000.0,5836990000000.0,80183900000000.0,0.0
22,A001,uniform,0.00,0,0.02,0,28.0001,736.8447368421052,0.894482,-11796.54816977871,0.856255,2.59635e-09,0.028,8.26208,8.1256e-10,7.54237e-11,0.0387699,0.00956391,0.0192859,0.00478409,0.000198374,0.000873743,1.15657e-05,9.97674e-07,6.70931e-12,7.17386e-05,0.0209008,2.10882e-12,1.94904e-13,9.76665e-05,2.38932e-05,4.83809e-05,1.19021e-05,4.95574e-07,2.16477e-06,4.67704e-08,4.45347e-09,1.32122753021617e-07,1.4248607023726676,420.4397539949704,4.134945758285482e-08,3.838152362769477e-09,1.9729181051756464,0.48668712571532075,0.9814186078531799,0.24345220848621632,0.010094832749016985,0.044462930881185775,0.0005885539794796986,5.076951701353389e-05,975791000000000.0,88419300000000.0,367643000000000.0,195627000000.0,16407800000000.0,199820000000000.0,925008000000000.0,195927000000000.0,73154400000000.0,8188040000000.0,80598400000000.0,0.0
23,A001,uniform,0.00,0,0.02,0,34.0001,894.7394736842107,0.857794,-16578.10616534973,0.906795,2.35896e-09,0.0178375,8.20978,1.07635e-09,9.4823e-11,0.0392842,0.0109031,0.0217935,0.00701836,0.000245927,0.00154114,1.15639e-05,9.67131e-07,6.09585e-12,4.57012e-05,0.0207685,2.79342e-12,2.45034e-13,9.89621e-05,2.72388e-05,5.46716e-05,1.74606e-05,6.1437e-07,3.8183e-06,4.6763e-08,4.31713e-09,1.2004247865960816e-07,0.9077125992347308,417.7783177544672,5.477317203567217e-08,4.825341656467267e-09,1.9990897430052983,0.554835668715694,1.1090250613270978,0.35714947711086564,0.012514704212585824,0.0784253508162362,0.0005884623812916891,4.921524842665645e-05,975791000000000.0,88419300000000.0,367643000000000.0,195627000000.0,16407800000000.0,199820000000000.0,925008000000000.0,195927000000000.0,73154400000000.0,8188040000000.0,80598400000000.0,0.0
24,A001,uniform,0.00,0,0.02,0,42.0002,1105.2684210526315,0.8223,-21610.11796181442,0.953877,2.04064e-09,0.00956999,8.13726,1.42701e-09,1.16918e-10,0.039706,0.0120772,0.0240707,0.0101062,0.000289717,0.00264707,1.1612e-05,9.46145e-07,5.27328e-12,2.45192e-05,0.0205851,3.7035e-12,3.0213e-13,0.000100025,3.0172e-05,6.03843e-05,2.51427e-05,7.23766e-07,6.55834e-06,4.69576e-08,4.22345e-09,1.0384384798892003e-07,0.4869965240392646,414.0879285353219,7.261751681760074e-08,5.949709414285985e-09,2.020554251728898,0.6145831312391137,1.2249069467357776,0.5142831153685233,0.014743084575332221,0.13470378640820063,0.0005909100884268363,4.8147315330228134e-05,924279000000000.0,90119800000000.0,406035000000000.0,256118000000.0,22990900000000.0,189599000000000.0,936412000000000.0,215992000000000.0,88961700000000.0,10804800000000.0,80995400000000.0,0.0
25,A001,uniform,0.00,0,0.02,0,50.0002,1315.7947368421053,0.798374,-25254.57993371527,0.982676,1.81278e-09,0.00507486,8.06275,1.76305e-09,1.33996e-10,0.0401208,0.0127951,0.0255179,0.0130804,0.000317323,0.00387492,1.17628e-05,9.4222e-07,4.68445e-12,1.30023e-05,0.0203966,4.57561e-12,3.46261e-13,0.00010107,3.19655e-05,6.40147e-05,3.2542e-05,7.92731e-07,9.60043e-06,4.75674e-08,4.20593e-09,9.224853514454018e-08,0.2582488780015341,410.2962724305438,8.971788076136185e-08,6.818772666968856e-09,2.0416625452769046,0.6511155418903044,1.2985518898955535,0.6656338546898374,0.01614789545210722,0.1971864726013535,0.0005985839810667578,4.794758039248482e-05,924279000000000.0,90119800000000.0,406035000000000.0,256118000000.0,22990900000000.0,189599000000000.0,936412000000000.0,215992000000000.0,88961700000000.0,10804800000000.0,80995400000000.0,0.0
0,A002,uniform,0.00,0,0.03,0,0.0,0.0,1.35294,26086.892249471523,0.429007,0.0,0.255984,8.38269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000655854,0.0212059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02648364414875,426.5773414704407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340750000000000.0,69855500000000.0,1677560000000.0,670734000.0,2682300000.0,280863000000000.0,695716000000000.0,914842000000.0,8028740000.0,885827000.0,71373600000000.0,0.0
1,A002,uniform,0.00,0,0.03,0,0.1,2.6315789473684212,1.30391,23307.59024779317,0.44074,3.96689e-11,0.254952,8.38219,1.88667e-14,2.1995e-16,0.000135865,1.68775e-09,3.95278e-07,1.18757e-12,1.36494e-13,2.67799e-16,1.58441e-06,1.56054e-06,1.0251e-13,0.000653212,0.0212047,4.89643e-17,5.68379e-19,3.42263e-07,4.21646e-12,9.91602e-10,2.95448e-15,3.40988e-16,6.63494e-19,6.40716e-09,6.966e-09,2.0186663112982545e-09,12.973967349689872,426.5518975293268,9.600864076233718e-13,1.1192789695959581e-14,0.0069138821188522315,8.588602322962393e-08,2.0114860311159407e-05,6.043292229702532e-11,6.94589059677339e-12,1.3627723972667788e-14,8.062726948022424e-05,7.941257573145153e-05,1340750000000000.0,69855500000000.0,1677560000000.0,670734000.0,2682300000.0,280863000000000.0,695716000000000.0,914842000000.0,8028740000.0,885827000.0,71373600000000.0,0.0
2,A002,uniform,0.00,0,0.03,0,0.400001,10.526342105263158,1.29459,22755.466981824356,0.44263,1.62259e-10,0.251879,8.38065,3.01306e-13,1.15256e-14,0.00124675,1.79215e-07,1.03717e-05,5.02172e-10,5.73755e-11,6.54352e-13,8.89452e-06,1.57147e-06,4.19299e-13,0.000645338,0.0212008,7.81973e-16,2.97835e-17,3.14072e-06,4.47727e-10,2.60187e-08,1.24933e-12,1.43335e-13,1.62121e-15,3.59684e-08,7.0148e-09,8.257016882367382e-09,12.817588887604472,426.4735301906963,1.5332824242467823e-11,5.865133754023721e-13,0.06344446716725441,9.119871813418488e-06,0.0005277938480999499,2.555446959399597e-08,2.9197176867493925e-09,3.329858751139142e-11,0.0004526232862309908,7.996878028419914e-05,1336300000000000.0,72626600000000.0,15319400000000.0,1860600000.0,15175200000.0,281829000000000.0,714342000000000.0,8404880000000.0,227280000000.0,5553650000.0,71784600000000.0,0.0
3,A002,uniform,0.00,0,0.03,0,0.700003,18.42113157894737,1.28953,22452.366366040344,0.443327,2.85605e-10,0.248842,8.37911,9.19466e-13,5.14648e-14,0.00254551,1.12211e-06,3.62512e-05,5.59057e-09,6.37056e-10,1.37725e-11,1.16817e-05,1.57624e-06,7.38041e-13,0.000637556,0.0211969,2.38627e-15,1.32992e-16,6.41248e-06,2.80333e-09,9.09405e-08,1.39085e-11,1.59148e-12,3.41224e-14,4.72396e-08,7.03609e-09,1.453383360361235e-08,12.663042389279264,426.3951628520659,4.678967752027812e-11,2.6189346812667457e-12,0.12953561308916606,5.710180152640694e-05,0.0018447467962090021,2.844922677451273e-07,3.241843070038294e-08,7.008533579795559e-10,0.0005944569738180998,8.021151548242478e-05,1336300000000000.0,72626600000000.0,15319400000000.0,1860600000.0,15175200000.0,281829000000000.0,714342000000000.0,8404880000000.0,227280000000.0,5553650000.0,71784600000000.0,0.0
4,A002,uniform,0.00,0,0.03,0,1.0,26.315789473684212,1.28576,22224.98755599801,0.444018,4.05826e-10,0.245842,8.37757,1.8689e-12,1.2706e-13,0.0038244,3.48622e-06,7.75372e-05,2.51904e-08,2.86542e-09,9.23247e-11,1.2466e-05,1.58011e-06,1.04871e-12,0.00062987,0.021193,4.85032e-15,3.28339e-16,9.63417e-06,8.70952e-09,1.94511e-07,6.267e-11,7.15836e-12,2.28742e-13,5.04109e-08,7.05336e-09,2.065162569289608e-08,12.510378742596478,426.3167955134354,9.51043630951528e-11,6.465814315838255e-12,0.1946156167912154,0.00017740635277948722,0.003945703901857501,1.2818861084660163e-06,1.4581515549259605e-07,4.698208460298066e-09,0.0006343683398492027,8.040845158664557e-05,1321520000000000.0,73245600000000.0,31216300000000.0,3847040000.0,45289300000.0,279025000000000.0,718760000000000.0,17110500000000.0,806664000000.0,16197200000.0,71945600000000.0,0.0
5,A002,uniform,0.00,0,0.03,0,1.3,34.21052631578947,1.28242,22022.426350181682,0.44474,5.20971e-10,0.24288,8.37601,3.14504e-12,2.39879e-13,0.00506381,7.8567e-06,0.00013301,7.47697e-08,8.48805e-09,3.66213e-10,1.27215e-05,1.58318e-06,1.34626e-12,0.00062228,0.0211891,8.16226e-15,6.19877e-16,1.27564e-05,1.96281e-08,3.33671e-07,1.86016e-10,2.12047e-11,9.07321e-13,5.14442e-08,7.06708e-09,2.651111089199254e-08,12.359648835438342,426.2374104171604,1.6004442512107625e-10,1.2206934300873328e-11,0.25768656690291925,0.0003998108242975478,0.006768597215092448,3.8048716877926306e-06,4.319388887419401e-07,1.8635804014214347e-08,0.0006473701937583534,8.056467738508429e-05,1321520000000000.0,73245600000000.0,31216300000000.0,3847040000.0,45289300000.0,279025000000000.0,718760000000000.0,17110500000000.0,806664000000.0,16197200000.0,71945600000000.0,0.0
6,A002,uniform,0.00,0,0.03,0,1.60001,42.105526315789476,1.27883,21803.52353322959,0.445811,6.37105e-10,0.239953,8.37446,4.7434e-12,3.8932e-13,0.00626324,1.47337e-05,0.000201477,1.74541e-07,1.97724e-08,1.07457e-09,1.28586e-05,1.58584e-06,1.64636e-12,0.000614781,0.0211851,1.23104e-14,1.00605e-15,1.57779e-05,3.68087e-08,5.0543e-07,4.34232e-10,4.9395e-11,2.66233e-12,5.19986e-08,7.07897e-09,3.242092420661209e-08,12.210700004158168,426.1585341997075,2.4138158055837546e-10,1.9811670308847393e-11,0.31872301948316384,0.0007497667903767205,0.010252737847569214,8.882021851886707e-06,1.0061755625569048e-06,5.4682591605307055e-08,0.0006543469224117567,8.07000391518097e-05,1304550000000000.0,73654100000000.0,46846100000000.0,7097290000.0,103504000000.0,275886000000000.0,721309000000000.0,25567300000000.0,1727890000000.0,35379200000.0,72099200000000.0,0.0
7,A002,uniform,0.00,0,0.03,0,2.00001,52.63184210526316,1.27396,21504.599830449937,0.44764,7.91591e-10,0.236104,8.37238,7.36826e-12,6.43156e-13,0.00780302,2.85357e-05,0.000311133,4.28082e-07,4.83338e-08,3.36987e-09,1.30109e-05,1.58866e-06,2.04557e-12,0.000604919,0.0211799,1.91227e-14,1.662e-15,1.96569e-05,7.12897e-08,7.80515e-07,1.065e-09,1.20747e-10,8.34912e-12,5.26146e-08,7.09152e-09,4.028238958042437e-08,12.014832545464156,426.05268740467415,3.749551471023012e-10,3.272884678197127e-11,0.3970791627795705,0.0014521213408819904,0.0158328994611184,2.1784186399753444e-05,2.4596047220121444e-06,1.7148554768230648e-07,0.0006620971468750193,8.084354297969151e-05,1304550000000000.0,73654100000000.0,46846100000000.0,7097290000.0,103504000000.0,275886000000000.0,721309000000000.0,25567300000000.0,1727890000000.0,35379200000.0,72099200000000.0,0.0
8,A002,uniform,0.00,0,0.03,0,2.50001,65.78973684210527,1.26769,21116.36125551199,0.450611,9.77208e-10,0.231375,8.36976,1.14288e-11,1.04289e-12,0.0096372,5.43554e-05,0.000474446,1.03385e-06,1.1619e-07,1.03945e-08,1.31948e-05,1.59116e-06,2.52523e-12,0.000592804,0.0211732,2.9661e-14,2.69497e-15,2.42774e-05,1.35794e-07,1.1902e-06,2.57207e-09,2.90264e-10,2.57531e-11,5.33583e-08,7.10272e-09,4.972804561586392e-08,11.774183750409856,425.9193611532378,5.815874284027409e-10,5.307046349633684e-11,0.49041669860378123,0.0027660311936338325,0.02414355217135367,5.261043704099938e-05,5.912663036024295e-06,5.28954091814739e-07,0.0006714554284166742,8.09707626852605e-05,1288350000000000.0,74060600000000.0,61786200000000.0,10983400000.0,193422000000.0,272599000000000.0,723576000000000.0,33806500000000.0,2987350000000.0,68542400000.0,72085300000000.0,0.0
9,A002,uniform,0.00,0,0.03,0,3.00001,78.94763157894737,1.26113,20706.03347791267,0.453819,1.15451e-09,0.226734,8.36713,1.63379e-11,1.52782e-12,0.0113766,9.07361e-05,0.000663194,2.09841e-06,2.3466e-07,2.58056e-08,1.33754e-05,1.59277e-06,2.9834e-12,0.000580914,0.0211666,4.24014e-14,3.94809e-15,2.86593e-05,2.26683e-07,1.6637e-06,5.22052e-09,5.86224e-10,6.39354e-11,5.40887e-08,7.10991e-09,5.875056891058102e-08,11.538013088991587,425.78552602297924,8.314011310462289e-10,7.774752422496461e-11,0.5789310809504604,0.004617367970591308,0.03374853816604782,0.0001067836409452082,1.1941350443527507e-05,1.3131923336124328e-06,0.000680645779946978,8.105269217564694e-05,1288350000000000.0,74060600000000.0,61786200000000.0,10983400000.0,193422000000.0,272599000000000.0,723576000000000.0,33806500000000.0,2987350000000.0,68542400000.0,72085300000000.0,0.0
10,A002,uniform,0.00,0,0.03,0,4.00002,105.26368421052632,1.24801,19872.43691957597,0.461521,1.50937e-09,0.217702,8.36182,2.86309e-11,2.73144e-12,0.0145973,0.00019797,0.0011042,6.24939e-06,6.90846e-07,1.05733e-07,1.37196e-05,1.59368e-06,3.90041e-12,0.000557774,0.0211532,7.43051e-14,7.05838e-15,3.67726e-05,4.94582e-07,2.77001e-06,1.55475e-08,1.72586e-09,2.61963e-10,5.54803e-08,7.11393e-09,7.680864279786547e-08,11.078393736711947,425.51531136835075,1.4569658672700577e-09,1.3899719703174284e-10,0.7428256832408765,0.010074274044597037,0.05619039955571071,0.00031801822231431164,3.515568988540529e-05,5.380528451570331e-06,0.0006981613890097161,8.109900014847404e-05,1272290000000000.0,74458700000000.0,76358000000000.0,16600400000.0,356993000000.0,269576000000000.0,725350000000000.0,41659800000000.0,4493820000000.0,131570000000.0,72265700000000.0,0.0
11,A002,uniform,0.00,0,0.03,0,5.00002,131.57947368421054,1.23465,19005.38614182157,0.470075,1.84147e-09,0.208984,8.35645,4.4108e-11,4.21745e-12,0.0175047,0.000352433,0.00161224,1.42313e-05,1.55313e-06,3.09174e-07,1.40231e-05,1.59215e-06,4.75858e-12,0.000535436,0.0211396,1.14472e-13,1.08984e-14,4.40966e-05,8.80472e-07,4.0445e-06,3.54054e-08,3.88e-09,7.66004e-10,5.67077e-08,7.10711e-09,9.370850848564987e-08,10.63475317945177,425.24204344078856,2.2445627092947725e-09,2.146170989007717e-10,0.8907771120293871,0.017934568997118084,0.0820434792426182,0.0007242007183455766,7.903549652414506e-05,1.5733210099834543e-05,0.0007136058612657913,8.102114168866583e-05,1272290000000000.0,74458700000000.0,76358000000000.0,16600400000.0,356993000000.0,269576000000000.0,725350000000000.0,41659800000000.0,4493820000000.0,131570000000.0,72265700000000.0,0.0
12,A002,uniform,0.00,0,0.03,0,6.00002,157.89526315789473,1.22146,18130.761547656082,0.479331,2.16083e-09,0.200559,8.35101,6.26383e-11,5.95897e-12,0.0201346,0.000552683,0.00217158,2.73966e-05,2.94769e-06,7.31089e-07,1.42913e-05,1.58857e-06,5.58387e-12,0.000513851,0.0211258,1.62564e-13,1.53987e-14,5.07218e-05,1.38075e-06,5.44767e-06,6.81585e-08,7.36388e-09,1.81133e-09,5.77923e-08,7.09114e-09,1.099600625538547e-07,10.20602277168428,424.96521336147043,3.1875304333367814e-09,3.0323936355777337e-10,1.0246071534997399,0.02812486741319404,0.11050710728780136,0.0013941549542365369,0.00015000170156346032,3.72035709298904e-05,0.0007272539912792324,8.083896307029102e-05,1256960000000000.0,74737200000000.0,94783300000000.0,25045600000.0,694996000000.0,266590000000000.0,727481000000000.0,51786300000000.0,6864400000000.0,248444000000.0,72384800000000.0,0.0
13,A002,uniform,0.00,0,0.03,0,7.00003,184.21131578947367,1.20839,17245.260222279234,0.488783,2.44995e-09,0.192412,8.34551,8.40979e-11,7.93414e-12,0.0225154,0.000795532,0.00277005,4.70261e-05,4.98251e-06,1.49628e-06,1.45225e-05,1.58308e-06,6.331e-12,0.000492978,0.0211119,2.18258e-13,2.05028e-14,5.67194e-05,1.98745e-06,6.949e-06,1.16994e-07,1.24472e-08,3.70717e-09,5.87273e-08,7.06663e-09,1.2467276706349705e-07,9.791439195176062,424.6853300092187,4.279564030788085e-09,4.037515818972528e-10,1.1457610235071989,0.04048293872428333,0.14096197816455028,0.002393058638423118,0.0002535493820778157,7.614252041950627e-05,0.0007390192696502525,8.055958859686153e-05,1256960000000000.0,74737200000000.0,94783300000000.0,25045600000.0,694996000000.0,266590000000000.0,727481000000000.0,51786300000000.0,6864400000000.0,248444000000.0,72384800000000.0,0.0
14,A002,uniform,0.00,0,0.03,0,8.00003,210.52710526315792,1.19567,16364.883287194629,0.498732,2.71801e-09,0.184528,8.33993,1.08368e-10,1.01239e-11,0.0246725,0.00107619,0.00339857,7.42833e-05,7.74293e-06,2.75959e-06,1.4722e-05,1.57593e-06,7.02368e-12,0.000472778,0.0210978,2.81245e-13,2.61613e-14,6.21533e-05,2.68862e-06,8.52571e-06,1.84806e-07,1.93433e-08,6.8371e-09,5.95339e-08,7.03471e-09,1.3831377277342623e-07,9.3902391316937,424.4013756263887,5.514618021240045e-09,5.151838308839519e-10,1.2555312742603444,0.05476502997451576,0.17294602990223848,0.003780119821877128,0.0003940213099365143,0.00014042969091644964,0.0007491714021546577,8.019574023893422e-05,1237420000000000.0,75235000000000.0,116727000000000.0,36733000000.0,1158880000000.0,262568000000000.0,730450000000000.0,63697700000000.0,10460800000000.0,415798000000.0,72466000000000.0,0.0
15,A002,uniform,0.00,0,0.03,0,10.0,263.15789473684214,1.17102,14604.362009188568,0.518858,3.21466e-09,0.169505,8.32858,1.64901e-10,1.50892e-11,0.0283993,0.0017345,0.00471788,0.000155578,1.56526e-05,7.48555e-06,1.50523e-05,1.55771e-06,8.3071e-12,0.000434288,0.0210691,4.27964e-13,3.89924e-14,7.15416e-05,4.33324e-06,1.18354e-05,3.87055e-07,3.91032e-08,1.85461e-08,6.08696e-08,6.95339e-09,1.6358723948176144e-07,8.625750476988536,423.8237981631055,8.391462667212689e-09,7.678574325086307e-10,1.4451802337461466,0.08826503172376401,0.2400829218039272,0.007917034941204817,0.0007965276653556578,0.0003809237868087758,0.0007659796696544325,7.926856302474744e-05,1237420000000000.0,75235000000000.0,116727000000000.0,36733000000.0,1158880000000.0,262568000000000.0,730450000000000.0,63697700000000.0,10460800000000.0,415798000000.0,72466000000000.0,0.0
16,A002,uniform,0.00,0,0.03,0,12.0,315.7894736842105,1.1474,12846.435419208643,0.53918,3.65781e-09,0.155418,8.31694,2.3135e-10,2.07431e-11,0.0314531,0.00248542,0.00608685,0.000278193,2.69306e-05,1.65353e-05,1.52811e-05,1.53598e-06,9.45225e-12,0.000398195,0.0210396,6.00418e-13,5.36028e-14,7.92345e-05,6.20924e-06,1.52696e-05,6.92102e-07,6.72777e-08,4.09676e-08,6.17952e-08,6.85637e-09,1.8613820449092025e-07,7.908892880048403,423.2314632139763,1.1772911553354169e-08,1.0555724298352316e-09,1.6005816484927768,0.12647776024610985,0.3097469059370383,0.014156652620541412,0.0013704412011184771,0.0008414463989979562,0.0007776228171081061,7.81627693439418e-05,1213740000000000.0,75862800000000.0,137537000000000.0,59210800000.0,2533720000000.0,257724000000000.0,734348000000000.0,75049400000000.0,14455400000000.0,909420000000.0,72718800000000.0,0.0
17,A002,uniform,0.00,0,0.03,0,14.0001,368.42368421052635,1.1248,11095.305832147938,0.559514,4.0221e-09,0.142206,8.30502,3.06893e-10,2.69897e-11,0.0339516,0.00329236,0.00747855,0.000446657,4.149e-05,3.18172e-05,1.54257e-05,1.51122e-06,1.03936e-11,0.000364346,0.0210095,7.96474e-13,6.97449e-14,8.55286e-05,8.22521e-06,1.87608e-05,1.11121e-06,1.0365e-07,7.88298e-08,6.23798e-08,6.74584e-09,2.0467615110761095e-07,7.236562180057414,422.6248796578234,1.5617134840473398e-08,1.3734486749581284e-09,1.7277250222384237,0.16754122793084555,0.3805675716331826,0.02272942881213102,0.0021113382336229282,0.0016191099264118442,0.0007849812048782164,7.690278537998653e-05,1213740000000000.0,75862800000000.0,137537000000000.0,59210800000.0,2533720000000.0,257724000000000.0,734348000000000.0,75049400000000.0,14455400000000.0,909420000000.0,72718800000000.0,0.0
18,A002,uniform,0.00,0,0.03,0,16.0001,421.05526315789473,1.1031,9346.387453540021,0.579835,4.33384e-09,0.129824,8.2928,3.90745e-10,3.37431e-11,0.0359816,0.00412778,0.00887011,0.00066382,5.90153e-05,5.52353e-05,1.55016e-05,1.48416e-06,1.11992e-11,0.000332622,0.0209786,1.01409e-12,8.71964e-14,9.06425e-05,1.03123e-05,2.22517e-05,1.65148e-06,1.47431e-07,1.3685e-07,6.26865e-08,6.62508e-09,2.2053993951324154e-07,6.606468422315329,422.0030297370021,1.9884185541021715e-08,1.71711489879397e-09,1.8310274231604424,0.21005398250142324,0.4513811130258152,0.033780393980322294,0.0030031636360262036,0.0028108074412058937,0.000788843595139291,7.552575928690781e-05,1191150000000000.0,76459200000000.0,176138000000000.0,88383300000.0,4511560000000.0,253252000000000.0,738252000000000.0,96024000000000.0,23526800000000.0,1631720000000.0,73111600000000.0,0.0
19,A002,uniform,0.00,0,0.03,0,18.0001,473.68684210526317,1.08215,7591.369033867759,0.599873,4.57693e-09,0.118232,8.28029,4.82157e-10,4.09213e-11,0.0376165,0.00496765,0.0102456,0.000931051,7.90367e-05,8.87922e-05,1.55212e-05,1.45554e-06,1.18274e-11,0.000302921,0.0209469,1.25133e-12,1.05746e-13,9.4761e-05,1.24105e-05,2.57024e-05,2.31631e-06,1.97448e-07,2.1999e-07,6.2766e-08,6.49731e-09,2.3291027480394766e-07,6.016576091533045,421.36642233033496,2.4535948631210655e-08,2.0823982950000944e-09,1.9142240218143376,0.2527931881479137,0.5213768861510502,0.047379213635884806,0.0040220102812577796,0.004518447016329086,0.0007898409976309518,7.406934809755402e-05,1191150000000000.0,76459200000000.0,176138000000000.0,88383300000.0,4511560000000.0,253252000000000.0,738252000000000.0,96024000000000.0,23526800000000.0,1631720000000.0,73111600000000.0,0.0
20,A002,uniform,0.00,0,0.03,0,20.0001,526.3184210526316,1.06162,5804.336768335187,0.620906,4.77178e-09,0.107394,8.26747,5.80406e-10,4.84462e-11,0.0389251,0.00579259,0.0115928,0.00124835,0.000100979,0.000134476,1.54929e-05,1.42579e-06,1.23309e-11,0.000275154,0.0209145,1.50632e-12,1.25191e-13,9.80575e-05,1.44714e-05,2.9082e-05,3.10571e-06,2.52265e-07,3.33176e-07,6.26514e-08,6.36449e-09,2.428257786559946e-07,5.465053223950367,420.7140396801771,2.9535632172189664e-08,2.4653245199745263e-09,1.9808159044973688,0.29477263771274614,0.5899330410880664,0.06352588777881857,0.005138607459460343,0.006843198850438102,0.0007884008705639109,7.255543360128307e-05,1148620000000000.0,77786700000000.0,211485000000000.0,120568000000.0,7119080000000.0,244739000000000.0,746748000000000.0,114945000000000.0,33554400000000.0,2553140000000.0,73391900000000.0,0.0
