case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
C006,uniform,0.7,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2309800000000002e-18,0.0155228,0.0,0.00665263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C006,uniform,0.7,0.3,0.0,0.0,0.1,2.631578947368421,1,1.29972e-08,1.37737e-09,1.2350100000000001e-18,0.0155224,3.83385e-07,0.00664934,1.07006e-06,3.13052e-09,2.00937e-13,3.64806e-13,3.57851e-17,8.04102e-09,3.24808e-08
C006,uniform,0.7,0.3,0.0,0.0,0.400001,10.526342105263158,2,1.97395e-07,5.50307e-09,2.19839e-18,0.0155211,1.40197e-06,0.00663946,4.24697e-06,4.69522e-08,1.21643e-11,2.2034e-11,1.17239e-14,7.44549e-08,3.31231e-08
C006,uniform,0.7,0.3,0.0,0.0,0.700001,18.42107894736842,3,5.68513e-07,9.62204e-09,9.290460000000001e-18,0.0155198,2.23742e-06,0.00662958,7.38123e-06,1.34247e-07,6.24037e-11,1.12734e-10,1.11982e-13,1.50677e-07,3.31263e-08
C006,uniform,0.7,0.3,0.0,0.0,1.0,26.31578947368421,4,1.09222e-06,1.37375e-08,3.13362e-17,0.0155185,2.92261e-06,0.0066197,1.0479e-05,2.57863e-07,1.74188e-10,3.13909e-10,4.61047e-13,2.25219e-07,3.31278e-08
C006,uniform,0.7,0.3,0.0,0.0,1.3,34.21052631578947,5,1.74053e-06,1.78524e-08,7.9102e-17,0.0155172,3.48462e-06,0.00660982,1.35456e-05,4.12492e-07,3.67212e-10,6.6038e-10,1.28911e-12,2.97217e-07,3.31287e-08
C006,uniform,0.7,0.3,0.0,0.0,1.6,42.10526315789474,6,2.49057e-06,2.19692e-08,1.64496e-16,0.0155159,3.9463e-06,0.00659994,1.65842e-05,5.94369e-07,6.58422e-10,1.18212e-09,2.887e-12,3.66693e-07,3.31286e-08
C006,uniform,0.7,0.3,0.0,0.0,2.0,52.631578947368425,7,3.61707e-06,2.74646e-08,3.5887e-16,0.0155142,4.43636e-06,0.00658677,2.05975e-05,8.73963e-07,1.22504e-09,2.19442e-09,6.81633e-12,4.55569e-07,3.31219e-08
C006,uniform,0.7,0.3,0.0,0.0,2.5,65.78947368421053,8,5.18046e-06,3.43506e-08,7.75436e-16,0.015512,4.89444e-06,0.00657032,2.55596e-05,1.27505e-06,2.26272e-09,4.04334e-09,1.59667e-11,5.60918e-07,3.31144e-08
C006,uniform,0.7,0.3,0.0,0.0,3.0,78.94736842105263,9,6.86942e-06,4.1262e-08,1.44493e-15,0.0155098,5.22697e-06,0.00655388,3.0468e-05,1.72519e-06,3.71626e-09,6.62533e-09,3.18314e-11,6.60261e-07,3.31127e-08
