case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
D001,uniform,0.7,0.04,0.02,0.0,0.0,0.0,0,0.0,0.000115432,0.00565617,0.0155389,0.0,0.000887939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D001,uniform,0.7,0.04,0.02,0.0,0.1,2.631578947368421,1,2.49229e-08,0.000115251,0.00565569,0.0155381,7.3543e-07,0.000884939,1.08459e-06,7.24301e-09,2.32224e-12,8.44444e-13,7.73555e-16,7.69498e-09,1.80762e-08
D001,uniform,0.7,0.04,0.02,0.0,0.400001,10.526342105263158,2,3.80061e-07,0.000114706,0.00565422,0.0155357,2.70924e-06,0.000876646,4.26295e-06,1.08194e-07,1.4054e-10,5.07879e-11,2.57384e-13,6.1359e-08,1.81651e-08
D001,uniform,0.7,0.04,0.02,0.0,0.700002,18.42110526315789,3,1.09553e-06,0.000114161,0.00565274,0.0155332,4.33661e-06,0.000868597,7.34055e-06,3.06153e-07,7.18419e-10,2.5746e-10,2.47238e-12,1.06112e-07,1.81142e-08
D001,uniform,0.7,0.04,0.02,0.0,1.0,26.31578947368421,4,2.10526e-06,0.000113614,0.00565124,0.0155308,5.67973e-06,0.000860597,1.03323e-05,5.8316e-07,1.9979e-09,7.10612e-10,1.01673e-11,1.36334e-07,1.80599e-08
D001,uniform,0.7,0.04,0.02,0.0,1.3,34.21052631578947,5,3.35494e-06,0.000113067,0.00564972,0.0155283,6.78884e-06,0.000852629,1.32491e-05,9.26022e-07,4.1991e-09,1.48288e-09,2.83844e-11,1.56169e-07,1.79997e-08
D001,uniform,0.7,0.04,0.02,0.0,1.60001,42.10552631578948,6,4.79982e-06,0.000112519,0.0056482,0.0155257,7.70505e-06,0.000844691,1.60987e-05,1.32503e-06,7.51014e-09,2.63417e-09,6.35331e-11,1.69058e-07,1.79383e-08
D001,uniform,0.7,0.04,0.02,0.0,2.00001,52.63184210526316,7,6.96765e-06,0.000111788,0.00564615,0.0155224,8.68633e-06,0.000834155,1.98025e-05,1.9329e-06,1.39302e-08,4.84339e-09,1.49975e-10,1.79422e-07,1.78439e-08
D001,uniform,0.7,0.04,0.02,0.0,2.50001,65.78973684210527,8,9.9709e-06,0.000110874,0.00564357,0.0155181,9.61586e-06,0.000821066,2.42947e-05,2.79427e-06,2.56531e-08,8.82527e-09,3.5124e-10,1.85974e-07,1.77304e-08
D001,uniform,0.7,0.04,0.02,0.0,3.00001,78.94763157894737,9,1.32071e-05,0.00010996,0.00564097,0.0155138,1.03026e-05,0.000808069,2.86481e-05,3.74938e-06,4.20235e-08,1.43086e-08,6.99416e-10,1.88773e-07,1.76234e-08
D001,uniform,0.7,0.04,0.02,0.0,4.00001,105.26342105263156,10,2.01124e-05,0.000108133,0.00563572,0.0155051,1.11994e-05,0.000782371,3.69699e-05,5.89261e-06,9.04648e-08,3.0199e-08,2.0484e-09,1.90044e-07,1.73704e-08
D001,uniform,0.7,0.04,0.02,0.0,5.00002,131.57947368421054,11,2.73093e-05,0.00010631,0.00563041,0.0154963,1.17293e-05,0.000757075,4.48426e-05,8.26118e-06,1.62661e-07,5.32553e-08,4.66812e-09,1.89213e-07,1.71624e-08
D001,uniform,0.7,0.04,0.02,0.0,6.00002,157.89526315789473,12,3.46078e-05,0.000104493,0.00562504,0.0154874,1.20688e-05,0.000732199,5.23051e-05,1.0795e-05,2.61127e-07,8.38558e-08,9.08144e-09,1.87957e-07,1.69548e-08
D001,uniform,0.7,0.04,0.02,0.0,7.00002,184.21105263157892,13,4.19093e-05,0.000102682,0.00561963,0.0154784,1.23112e-05,0.000707756,5.93817e-05,1.3453e-05,3.87821e-07,1.22184e-07,1.5858e-08,1.86511e-07,1.67465e-08
D001,uniform,0.7,0.04,0.02,0.0,8.00003,210.52710526315792,14,4.91621e-05,0.000100879,0.00561416,0.0154692,1.25014e-05,0.000683756,6.60938e-05,1.62e-05,5.4443e-07,1.68278e-07,2.55856e-08,1.84934e-07,1.65372e-08
D001,uniform,0.7,0.04,0.02,0.0,10.0,263.15789473684214,15,6.34337e-05,9.72991e-05,0.00560312,0.0154507,1.27896e-05,0.000637119,7.84545e-05,2.18875e-05,9.51711e-07,2.83223e-07,5.64191e-08,1.81804e-07,1.60597e-08
D001,uniform,0.7,0.04,0.02,0.0,12.0,315.7894736842105,16,7.72846e-05,9.37584e-05,0.00559191,0.0154318,1.30592e-05,0.000592358,8.95028e-05,2.76508e-05,1.49264e-06,4.2739e-07,1.06579e-07,1.7817e-07,1.56506e-08
D001,uniform,0.7,0.04,0.02,0.0,14.0,368.42105263157896,17,9.06841e-05,9.02623e-05,0.00558055,0.0154126,1.33158e-05,0.000549521,9.93101e-05,3.33561e-05,2.17243e-06,5.97989e-07,1.80971e-07,1.74247e-07,1.52416e-08
D001,uniform,0.7,0.04,0.02,0.0,16.0001,421.05526315789473,18,0.000103615,8.68162e-05,0.00556905,0.015393,1.35708e-05,0.000508651,0.00010792,3.89105e-05,2.9939e-06,7.91515e-07,2.84327e-07,1.70141e-07,1.48356e-08
D001,uniform,0.7,0.04,0.02,0.0,18.0001,473.6868421052632,19,0.000116067,8.34244e-05,0.0055574,0.015373,1.38262e-05,0.000469793,0.000115375,4.42302e-05,3.95763e-06,1.00397e-06,4.21411e-07,1.65889e-07,1.44325e-08
D001,uniform,0.7,0.04,0.02,0.0,20.0001,526.3184210526316,20,0.000128034,8.0091e-05,0.00554562,0.0153527,1.40835e-05,0.000432967,0.000121705,4.92562e-05,5.06362e-06,1.23104e-06,5.95673e-07,1.61517e-07,1.40313e-08
D001,uniform,0.7,0.04,0.02,0.0,24.0001,631.5815789473685,21,0.00015057,7.36205e-05,0.00552167,0.0153109,1.45264e-05,0.000365525,0.000131113,5.82609e-05,7.68521e-06,1.71087e-06,1.07003e-06,1.53301e-07,1.31818e-08
D001,uniform,0.7,0.04,0.02,0.0,28.0001,736.8447368421052,22,0.000171034,6.74429e-05,0.00549718,0.0152676,1.50488e-05,0.000306395,0.000136528,6.55054e-05,1.08282e-05,2.19543e-06,1.72574e-06,1.44599e-07,1.2442e-08
D001,uniform,0.7,0.04,0.02,0.0,34.0001,894.7394736842107,23,0.000198076,5.881e-05,0.00545949,0.0151998,1.57386e-05,0.00023307,0.000137849,7.28607e-05,1.63616e-05,2.85815e-06,3.07085e-06,1.3285e-07,1.1369e-08
D001,uniform,0.7,0.04,0.02,0.0,42.0002,1105.2684210526315,24,0.00022718,4.86872e-05,0.00540755,0.015104,1.66777e-05,0.000161939,0.000129407,7.604e-05,2.47626e-05,3.49219e-06,5.49358e-06,1.18852e-07,1.01673e-08
D001,uniform,0.7,0.04,0.02,0.0,50.0002,1315.7947368421053,25,0.000248658,4.03578e-05,0.00535384,0.0150024,1.7716e-05,0.000116132,0.000113425,7.28278e-05,3.34516e-05,3.75173e-06,8.4526e-06,1.06649e-07,9.21812e-09
