case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
D005,uniform,0.7,0.06,0.03,0.0,0.0,0.0,0,0.0,0.000159821,0.00516753,0.0155381,0.0,0.00133184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D005,uniform,0.7,0.06,0.03,0.0,0.1,2.631578947368421,1,2.16293e-08,0.000159635,0.00516712,0.0155374,6.38158e-07,0.00132881,1.08553e-06,6.37829e-09,1.41539e-12,7.43537e-13,4.26735e-16,7.82675e-09,2.22582e-08
D005,uniform,0.7,0.06,0.03,0.0,0.400001,10.526342105263158,2,3.29701e-07,0.000159079,0.00516585,0.0155353,2.34816e-06,0.00132035,4.27611e-06,9.51268e-08,8.54319e-11,4.4667e-11,1.40978e-13,6.62677e-08,2.24318e-08
D005,uniform,0.7,0.06,0.03,0.0,0.700002,18.42110526315789,3,9.50388e-07,0.000158521,0.00516457,0.0155332,3.75593e-06,0.0013121,7.37896e-06,2.69696e-07,4.3656e-10,2.26856e-10,1.35082e-12,1.21837e-07,2.24094e-08
D005,uniform,0.7,0.06,0.03,0.0,1.0,26.31578947368421,4,1.82646e-06,0.000157964,0.00516328,0.015531,4.91541e-06,0.00130388,1.04079e-05,5.14355e-07,1.21374e-09,6.27265e-10,5.55002e-12,1.6565e-07,2.23824e-08
D005,uniform,0.7,0.06,0.03,0.0,1.3,34.21052631578947,5,2.91093e-06,0.000157405,0.00516197,0.0155288,5.8714e-06,0.00129568,1.33726e-05,8.17937e-07,2.55006e-09,1.31121e-09,1.55026e-11,1.99551e-07,2.2351e-08
D005,uniform,0.7,0.06,0.03,0.0,1.6,42.10526315789474,6,4.16525e-06,0.000156847,0.00516067,0.0155267,6.66016e-06,0.00128751,1.628e-05,1.172e-06,4.55978e-09,2.33325e-09,3.46883e-11,2.25706e-07,2.23172e-08
D005,uniform,0.7,0.06,0.03,0.0,2.00001,52.63184210526316,7,6.0481e-06,0.000156102,0.00515891,0.0155237,7.50232e-06,0.00127664,2.00766e-05,1.71201e-06,8.45349e-09,4.29939e-09,8.17823e-11,2.51499e-07,2.2257e-08
D005,uniform,0.7,0.06,0.03,0.0,2.50001,65.78973684210527,8,8.65837e-06,0.000155171,0.0051567,0.0155201,8.29671e-06,0.00126311,2.47062e-05,2.48106e-06,1.55585e-08,7.85564e-09,1.91445e-10,2.73318e-07,2.2186e-08
D005,uniform,0.7,0.06,0.03,0.0,3.00001,78.94763157894737,9,1.14737e-05,0.00015424,0.00515447,0.0155164,8.87951e-06,0.00124964,2.92228e-05,3.33551e-06,2.5475e-08,1.27722e-08,3.80862e-10,2.87285e-07,2.21207e-08
D005,uniform,0.7,0.06,0.03,0.0,4.00001,105.26342105263156,10,1.74899e-05,0.000152381,0.00514997,0.0155089,9.63295e-06,0.0012229,3.79397e-05,5.26576e-06,5.47983e-08,2.71076e-08,1.11388e-09,3.01865e-07,2.19413e-08
D005,uniform,0.7,0.06,0.03,0.0,5.00001,131.5792105263158,11,2.37763e-05,0.000150527,0.00514543,0.0155013,1.0067e-05,0.00119642,4.62968e-05,7.41637e-06,9.84777e-08,4.80854e-08,2.53614e-09,3.07251e-07,2.18068e-08
D005,uniform,0.7,0.06,0.03,0.0,6.00002,157.89526315789473,12,3.01693e-05,0.000148679,0.00514085,0.0154937,1.03341e-05,0.00117021,5.43279e-05,9.73965e-06,1.58016e-07,7.61811e-08,4.9319e-09,3.08786e-07,2.167e-08
D005,uniform,0.7,0.06,0.03,0.0,7.00002,184.21105263157892,13,3.65837e-05,0.000146837,0.00513623,0.015486,1.05149e-05,0.00114428,6.20593e-05,1.21994e-05,2.34633e-07,1.11711e-07,8.60957e-09,3.08617e-07,2.15297e-08
D005,uniform,0.7,0.06,0.03,0.0,8.00002,210.52684210526317,14,4.29746e-05,0.000145001,0.00513158,0.0154782,1.06492e-05,0.00111863,6.9508e-05,1.47693e-05,3.29312e-07,1.54873e-07,1.38999e-08,3.07664e-07,2.13891e-08
D005,uniform,0.7,0.06,0.03,0.0,10.0,263.15789473684214,15,5.56121e-05,0.000141354,0.0051222,0.0154625,1.08445e-05,0.00106819,8.35865e-05,2.01862e-05,5.75766e-07,2.643e-07,3.0665e-08,3.04917e-07,2.10279e-08
D005,uniform,0.7,0.06,0.03,0.0,12.0,315.7894736842105,16,6.79732e-05,0.000137741,0.0051127,0.0154466,1.10137e-05,0.00101894,9.66779e-05,2.58218e-05,9.03709e-07,4.04842e-07,5.80408e-08,3.01254e-07,2.07426e-08
D005,uniform,0.7,0.06,0.03,0.0,14.0,368.42105263157896,17,8.00353e-05,0.000134163,0.0051031,0.0154304,1.11728e-05,0.000970887,0.000108836,3.1579e-05,1.31694e-06,5.75606e-07,9.88161e-08,2.97116e-07,2.04506e-08
D005,uniform,0.7,0.06,0.03,0.0,16.0001,421.05526315789473,18,9.17863e-05,0.000130623,0.0050934,0.0154141,1.13257e-05,0.000924063,0.000120105,3.7382e-05,1.8181e-06,7.75116e-07,1.559e-07,2.92646e-07,2.0158e-08
D005,uniform,0.7,0.06,0.03,0.0,18.0001,473.6868421052632,19,0.000103219,0.000127122,0.00508361,0.0153975,1.14743e-05,0.00087849,0.000130514,4.31707e-05,2.40921e-06,1.0014e-06,2.31981e-07,2.87864e-07,1.9861e-08
D005,uniform,0.7,0.06,0.03,0.0,20.0001,526.3184210526316,20,0.00011433,0.000123663,0.00507373,0.0153807,1.16222e-05,0.000834185,0.000140093,4.8889e-05,3.09147e-06,1.25214e-06,3.29678e-07,2.82786e-07,1.95583e-08
D005,uniform,0.7,0.06,0.03,0.0,24.0001,631.5815789473685,21,0.000135629,0.000116877,0.00505372,0.0153465,1.18735e-05,0.000749444,0.000156793,6.0012e-05,4.72908e-06,1.81611e-06,5.99505e-07,2.72634e-07,1.88284e-08
D005,uniform,0.7,0.06,0.03,0.0,28.0001,736.8447368421052,22,0.000155583,0.000110275,0.00503337,0.0153114,1.21641e-05,0.00066997,0.000170425,7.03699e-05,6.73627e-06,2.44514e-06,9.81748e-07,2.61433e-07,1.82115e-08
D005,uniform,0.7,0.06,0.03,0.0,34.0001,894.7394736842107,23,0.000183148,0.000100738,0.00500221,0.0152572,1.2557e-05,0.000560906,0.000185295,8.41183e-05,1.04196e-05,3.45467e-06,1.79524e-06,2.44818e-07,1.71746e-08
D005,uniform,0.7,0.06,0.03,0.0,42.0001,1105.2657894736844,24,0.000215343,8.87622e-05,0.0049595,0.0151818,1.31062e-05,0.000434816,0.000195383,9.82202e-05,1.65193e-05,4.79183e-06,3.36792e-06,2.22545e-07,1.58407e-08
D005,uniform,0.7,0.06,0.03,0.0,50.0002,1315.7947368421053,25,0.000242327,7.77163e-05,0.00491543,0.0151025,1.37892e-05,0.000330952,0.000195467,0.00010667,2.38326e-05,5.94203e-06,5.48852e-06,2.00301e-07,1.46085e-08
