case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M43-15,0,0.000000,2,1,0.004198,1.107515,10.751479
M43-15,0,0.000000,2,2,0.003977,1.049375,4.937534
M43-15,0,0.000000,3,1,0.004213,1.111478,11.147764
M43-15,0,0.000000,3,2,0.003995,1.053979,5.397932
M43-15,0,0.000000,3,3,0.003992,1.053214,5.321419
M43-15,0,0.000000,4,2,0.004266,1.125567,12.556662
M43-15,0,0.000000,4,3,0.004281,1.129469,12.946879
M43-15,0,0.000000,5,1,0.004331,1.142597,14.259739
M43-15,0,0.000000,5,2,0.004084,1.077421,7.742137
M43-15,0,0.000000,5,3,0.004126,1.088729,8.872949
M43-15,0,0.000000,5,4,0.004468,1.178780,17.878020
M43-15,0,0.000000,5,5,0.003968,1.046853,4.685305
M43-15,0,0.000000,6,1,0.003956,1.043626,4.362630
M43-15,0,0.000000,6,2,0.003736,0.985648,-1.435220
M43-15,0,0.000000,6,3,0.003758,0.991397,-0.860316
M43-15,0,0.000000,6,4,0.004072,1.074239,7.423948
M43-15,0,0.000000,6,5,0.004244,1.119736,11.973579
M43-15,0,0.000000,7,2,0.004049,1.068224,6.822396
M43-15,0,0.000000,7,3,0.004089,1.078775,7.877486
M43-15,0,0.000000,7,5,0.004233,1.116926,11.692591
M43-15,0,0.000000,7,6,0.004106,1.083395,8.339468
M43-15,0,0.000000,7,7,0.003818,1.007420,0.741975
M43-15,0,0.000000,8,1,0.004170,1.100183,10.018272
M43-15,0,0.000000,8,2,0.003945,1.040766,4.076629
M43-15,0,0.000000,8,3,0.003954,1.043085,4.308543
M43-15,0,0.000000,8,4,0.004197,1.107407,10.740662
M43-15,0,0.000000,8,5,0.003980,1.050019,5.001911
M43-15,0,0.000000,8,6,0.003831,1.010676,1.067551
M43-15,0,0.000000,8,7,0.003818,1.007319,0.731949
M43-15,0,0.000000,8,8,0.002899,0.764813,-23.518660
M43-15,0,0.000000,9,1,0.003003,0.792188,-20.781230
M43-15,0,0.000000,9,2,0.002993,0.789699,-21.030109
M43-15,0,0.000000,9,3,0.002996,0.790544,-20.945575
M43-15,0,0.000000,9,4,0.003006,0.793003,-20.699677
M43-15,0,0.000000,9,5,0.002978,0.785808,-21.419218
M43-15,0,0.000000,9,6,0.002951,0.778472,-22.152768
M43-15,0,0.000000,9,7,0.002958,0.780403,-21.959717
M43-15,0,0.000000,9,8,0.003055,0.806020,-19.398004
M43-15,0,0.000000,9,9,0.003128,0.825231,-17.476917
M43-15,1,0.100000,2,1,0.004222,1.113324,11.332420
M43-15,1,0.100000,2,2,0.003995,1.053366,5.336599
M43-15,1,0.100000,3,1,0.004238,1.117469,11.746907
M43-15,1,0.100000,3,2,0.003972,1.047354,4.735435
M43-15,1,0.100000,3,3,0.003992,1.052562,5.256180
M43-15,1,0.100000,4,2,0.004254,1.121514,12.151374
M43-15,1,0.100000,4,3,0.004281,1.128722,12.872244
M43-15,1,0.100000,5,1,0.004355,1.148387,14.838683
M43-15,1,0.100000,5,2,0.004097,1.080331,8.033137
M43-15,1,0.100000,5,3,0.004129,1.088558,8.855782
M43-15,1,0.100000,5,4,0.004490,1.183906,18.390560
M43-15,1,0.100000,5,5,0.003959,1.043937,4.393721
M43-15,1,0.100000,6,1,0.003975,1.048016,4.801616
M43-15,1,0.100000,6,2,0.003764,0.992414,-0.758624
M43-15,1,0.100000,6,3,0.003775,0.995364,-0.463579
M43-15,1,0.100000,6,4,0.004041,1.065366,6.536554
M43-15,1,0.100000,6,5,0.004241,1.118310,11.831017
M43-15,1,0.100000,7,2,0.004050,1.067905,6.790467
M43-15,1,0.100000,7,3,0.004082,1.076268,7.626823
M43-15,1,0.100000,7,5,0.004239,1.117698,11.769846
M43-15,1,0.100000,7,6,0.004116,1.085320,8.531997
M43-15,1,0.100000,7,7,0.003828,1.009431,0.943092
M43-15,1,0.100000,8,1,0.004175,1.100826,10.082631
M43-15,1,0.100000,8,2,0.003943,1.039526,3.952604
M43-15,1,0.100000,8,3,0.003968,1.046350,4.634978
M43-15,1,0.100000,8,4,0.004198,1.106996,10.699616
M43-15,1,0.100000,8,5,0.003958,1.043713,4.371309
M43-15,1,0.100000,8,6,0.003800,1.002064,0.206402
M43-15,1,0.100000,8,7,0.003837,1.011701,1.170111
M43-15,1,0.100000,8,8,0.002896,0.763528,-23.647234
M43-15,1,0.100000,9,1,0.003015,0.795078,-20.492151
M43-15,1,0.100000,9,2,0.003003,0.791754,-20.824558
M43-15,1,0.100000,9,3,0.002986,0.787393,-21.260744
M43-15,1,0.100000,9,4,0.002991,0.788704,-21.129596
M43-15,1,0.100000,9,5,0.002965,0.781831,-21.816874
M43-15,1,0.100000,9,6,0.002953,0.778700,-22.130033
M43-15,1,0.100000,9,7,0.002975,0.784321,-21.567892
M43-15,1,0.100000,9,8,0.003022,0.796766,-20.323377
M43-15,1,0.100000,9,9,0.003130,0.825226,-17.477445
M43-15,2,0.400000,2,1,0.004212,1.111854,11.185399
M43-15,2,0.400000,2,2,0.003983,1.051312,5.131198
M43-15,2,0.400000,3,1,0.004230,1.116571,11.657076
M43-15,2,0.400000,3,2,0.003993,1.053851,5.385117
M43-15,2,0.400000,3,3,0.004013,1.059296,5.929644
M43-15,2,0.400000,4,2,0.004248,1.121266,12.126641
M43-15,2,0.400000,4,3,0.004258,1.124022,12.402204
M43-15,2,0.400000,5,1,0.004340,1.145560,14.556029
M43-15,2,0.400000,5,2,0.004095,1.080914,8.091387
M43-15,2,0.400000,5,3,0.004132,1.090556,9.055593
M43-15,2,0.400000,5,4,0.004488,1.184524,18.452446
M43-15,2,0.400000,5,5,0.003968,1.047376,4.737650
M43-15,2,0.400000,6,1,0.003968,1.047303,4.730259
M43-15,2,0.400000,6,2,0.003737,0.986254,-1.374620
