case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
D027,uniform,0.9,0.08,0.05,0.0,0.0,0.0,0,0.0,2.22949e-05,0.000423603,0.0200654,0.0,0.00178359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D027,uniform,0.9,0.08,0.05,0.0,0.1,2.631578947368421,1,2.38726e-08,2.22726e-05,0.000423506,0.0200646,7.04319e-07,0.00178027,1.15284e-06,6.53502e-09,1.20696e-12,7.61794e-13,3.53997e-16,7.8783e-09,2.45262e-08
D027,uniform,0.9,0.08,0.05,0.0,0.400001,10.526342105263158,2,3.63696e-07,2.22057e-05,0.000423211,0.0200623,2.58918e-06,0.00177046,4.54363e-06,9.72023e-08,7.27215e-11,4.56594e-11,1.16756e-13,6.828e-08,2.47498e-08
D027,uniform,0.9,0.08,0.05,0.0,0.700002,18.42110526315789,3,1.04841e-06,2.21387e-05,0.000422913,0.0200599,4.14164e-06,0.0017607,7.84709e-06,2.74367e-07,3.70517e-10,2.31334e-10,1.11716e-12,1.28645e-07,2.47326e-08
D027,uniform,0.9,0.08,0.05,0.0,1.0,26.31578947368421,4,2.01498e-06,2.20716e-05,0.000422613,0.0200575,5.41892e-06,0.00175095,1.10777e-05,5.21811e-07,1.02736e-09,6.38301e-10,4.5761e-12,1.7906e-07,2.47122e-08
D027,uniform,0.9,0.08,0.05,0.0,1.3,34.21052631578947,5,3.2116e-06,2.20045e-05,0.000422311,0.0200551,6.47184e-06,0.00174121,1.42453e-05,8.28182e-07,2.15433e-09,1.33218e-09,1.27515e-11,2.20471e-07,2.46873e-08
D027,uniform,0.9,0.08,0.05,0.0,1.6,42.10526315789474,6,4.59582e-06,2.19374e-05,0.000422007,0.0200527,7.34017e-06,0.00173149,1.73567e-05,1.18521e-06,3.84612e-09,2.36787e-09,2.85089e-11,2.5443e-07,2.46639e-08
D027,uniform,0.9,0.08,0.05,0.0,2.0,52.631578947368425,7,6.67421e-06,2.18481e-05,0.000421599,0.0200495,8.26776e-06,0.00171854,2.14272e-05,1.72898e-06,7.11852e-09,4.35848e-09,6.70865e-11,2.90363e-07,2.46109e-08
D027,uniform,0.9,0.08,0.05,0.0,2.50001,65.78973684210527,8,9.55669e-06,2.17366e-05,0.000421085,0.0200454,9.14169e-06,0.0017024,2.64029e-05,2.50194e-06,1.30793e-08,7.95584e-09,1.56651e-10,3.23699e-07,2.45504e-08
D027,uniform,0.9,0.08,0.05,0.0,3.00001,78.94763157894737,9,1.26671e-05,2.16255e-05,0.000420569,0.0200413,9.78345e-06,0.00168631,3.12682e-05,3.36123e-06,2.13847e-08,1.29273e-08,3.11351e-10,3.47535e-07,2.44998e-08
D027,uniform,0.9,0.08,0.05,0.0,4.00001,105.26342105263156,10,1.93187e-05,2.14044e-05,0.000419528,0.0200331,1.06087e-05,0.00165427,4.06936e-05,5.30176e-06,4.58918e-08,2.7424e-08,9.08222e-10,3.76601e-07,2.43346e-08
D027,uniform,0.9,0.08,0.05,0.0,5.00001,131.5792105263158,11,2.62756e-05,2.11851e-05,0.000418478,0.0200247,1.10818e-05,0.00162245,4.97721e-05,7.4656e-06,8.23344e-08,4.86574e-08,2.06432e-09,3.90961e-07,2.42229e-08
D027,uniform,0.9,0.08,0.05,0.0,6.00002,157.89526315789473,12,3.33584e-05,2.09681e-05,0.000417421,0.0200163,1.13713e-05,0.00159086,5.85391e-05,9.80533e-06,1.31935e-07,7.71366e-08,4.00963e-09,3.97695e-07,2.41084e-08
D027,uniform,0.9,0.08,0.05,0.0,7.00002,184.21105263157892,13,4.04741e-05,2.07535e-05,0.000416358,0.0200078,1.15662e-05,0.0015595,6.70185e-05,1.22885e-05,1.95687e-07,1.1322e-07,6.98919e-09,4.004e-07,2.39888e-08
D027,uniform,0.9,0.08,0.05,0.0,8.00002,210.52684210526317,14,4.75731e-05,2.05415e-05,0.000415291,0.0199992,1.17087e-05,0.00152839,7.52261e-05,1.48898e-05,2.74465e-07,1.57154e-07,1.12741e-08,4.00817e-07,2.38635e-08
D027,uniform,0.9,0.08,0.05,0.0,10.0,263.15789473684214,15,6.16384e-05,2.01262e-05,0.000413142,0.0199819,1.19126e-05,0.0014669,9.08592e-05,2.03956e-05,4.79391e-07,2.68998e-07,2.48202e-08,3.98902e-07,2.35277e-08
D027,uniform,0.9,0.08,0.05,0.0,12.0,315.7894736842105,16,7.54357e-05,1.97233e-05,0.000410977,0.0199643,1.20852e-05,0.00140644,0.000105551,2.61607e-05,7.52082e-07,4.13522e-07,4.6909e-08,3.94766e-07,2.3272e-08
D027,uniform,0.9,0.08,0.05,0.0,14.0,368.42105263157896,17,8.89382e-05,1.93341e-05,0.000408799,0.0199465,1.22462e-05,0.00134702,0.000119358,3.2094e-05,1.09583e-06,5.90349e-07,7.99207e-08,3.89772e-07,2.30124e-08
D027,uniform,0.9,0.08,0.05,0.0,16.0,421.0526315789474,18,0.000102138,1.89594e-05,0.000406608,0.0199285,1.24047e-05,0.00128868,0.00013231,3.81315e-05,1.51329e-06,7.98524e-07,1.26083e-07,3.84178e-07,2.27448e-08
D027,uniform,0.9,0.08,0.05,0.0,18.0001,473.6868421052632,19,0.000115031,1.86001e-05,0.000404406,0.0199103,1.25584e-05,0.00123143,0.000144444,4.42127e-05,2.0062e-06,1.03669e-06,1.87772e-07,3.78164e-07,2.24746e-08
D027,uniform,0.9,0.08,0.05,0.0,20.0001,526.3184210526316,20,0.00012761,1.82569e-05,0.000402194,0.0198919,1.27076e-05,0.0011753,0.000155781,5.02876e-05,2.57655e-06,1.30307e-06,2.66993e-07,3.71539e-07,2.21921e-08
D027,uniform,0.9,0.08,0.05,0.0,24.0001,631.5815789473685,21,0.00015187,1.76217e-05,0.000397737,0.0198544,1.29629e-05,0.00106645,0.000176097,6.23163e-05,3.95098e-06,1.91165e-06,4.87128e-07,3.58128e-07,2.14633e-08
D027,uniform,0.9,0.08,0.05,0.0,28.0001,736.8447368421052,22,0.000174838,1.70588e-05,0.000393249,0.019816,1.32714e-05,0.000962314,0.000193427,7.38599e-05,5.64707e-06,2.60647e-06,8.02132e-07,3.4317e-07,2.08624e-08
D027,uniform,0.9,0.08,0.05,0.0,34.0001,894.7394736842107,23,0.000207005,1.63575e-05,0.000386446,0.0197567,1.36766e-05,0.000815235,0.00021393,8.98817e-05,8.79971e-06,3.76081e-06,1.47936e-06,3.20494e-07,1.97853e-08
D027,uniform,0.9,0.08,0.05,0.0,42.0001,1105.2657894736844,24,0.000245505,1.57077e-05,0.000377255,0.0196742,1.42737e-05,0.000637132,0.00023127,0.000107836,1.41537e-05,5.38372e-06,2.81644e-06,2.89041e-07,1.83277e-08
