case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M87-30,0,0.000000,2,1,0.003999,1.057033,5.703331
M87-30,0,0.000000,2,2,0.003780,0.999090,-0.090964
M87-30,0,0.000000,3,1,0.004039,1.067549,6.754869
M87-30,0,0.000000,3,2,0.003794,1.002926,0.292591
M87-30,0,0.000000,3,3,0.003819,1.009400,0.939955
M87-30,0,0.000000,4,2,0.004068,1.075355,7.535460
M87-30,0,0.000000,4,3,0.004108,1.085912,8.591227
M87-30,0,0.000000,5,1,0.004191,1.107860,10.786028
M87-30,0,0.000000,5,2,0.003932,1.039280,3.928035
M87-30,0,0.000000,5,3,0.003980,1.052006,5.200560
M87-30,0,0.000000,5,4,0.004335,1.145943,14.594349
M87-30,0,0.000000,5,5,0.003941,1.041826,4.182593
M87-30,0,0.000000,6,1,0.003937,1.040806,4.080558
M87-30,0,0.000000,6,2,0.003722,0.983915,-1.608530
M87-30,0,0.000000,6,3,0.003752,0.991686,-0.831376
M87-30,0,0.000000,6,4,0.004070,1.075796,7.579604
M87-30,0,0.000000,6,5,0.004257,1.125182,12.518237
M87-30,0,0.000000,7,2,0.004072,1.076341,7.634058
M87-30,0,0.000000,7,3,0.004079,1.078217,7.821738
M87-30,0,0.000000,7,5,0.004264,1.127091,12.709089
M87-30,0,0.000000,7,6,0.004155,1.098397,9.839697
M87-30,0,0.000000,7,7,0.003914,1.034617,3.461742
M87-30,0,0.000000,8,1,0.004194,1.108619,10.861893
M87-30,0,0.000000,8,2,0.004005,1.058752,5.875151
M87-30,0,0.000000,8,3,0.004012,1.060549,6.054901
M87-30,0,0.000000,8,4,0.004235,1.119348,11.934842
M87-30,0,0.000000,8,5,0.004031,1.065648,6.564810
M87-30,0,0.000000,8,6,0.003910,1.033520,3.352042
M87-30,0,0.000000,8,7,0.003900,1.030853,3.085325
M87-30,0,0.000000,8,8,0.003025,0.799664,-20.033623
M87-30,0,0.000000,9,1,0.003088,0.816363,-18.363745
M87-30,0,0.000000,9,2,0.003072,0.811921,-18.807939
M87-30,0,0.000000,9,3,0.003085,0.815568,-18.443232
M87-30,0,0.000000,9,4,0.003093,0.817609,-18.239057
M87-30,0,0.000000,9,5,0.003078,0.813600,-18.640031
M87-30,0,0.000000,9,6,0.003065,0.810148,-18.985204
M87-30,0,0.000000,9,7,0.003085,0.815410,-18.458960
M87-30,0,0.000000,9,8,0.003174,0.838924,-16.107591
