case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
A008,uniform,0.6,0.0,0.03,0.0,0.0,0.0,0,0.0,0.000265841,0.00859552,0.013292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A008,uniform,0.6,0.0,0.03,0.0,0.1,2.631578947368421,1,6.93386e-08,0.000263215,0.00859433,0.0132899,2.05112e-06,3.29021e-07,2.03298e-09,1.52814e-11,2.5519e-14,1.22714e-15,9.570980000000001e-18,4.99616e-09,3.03261e-09
A008,uniform,0.6,0.0,0.03,0.0,0.400002,10.526368421052632,2,1.04361e-06,0.000255464,0.0085907,0.0132833,7.50602e-06,2.95748e-06,5.40874e-08,1.63523e-09,1.09572e-11,5.20867e-13,2.38455e-14,1.7276e-08,3.0465e-09
A008,uniform,0.6,0.0,0.03,0.0,0.700003,18.42113157894737,3,2.97062e-06,0.000247953,0.00858706,0.0132767,1.19318e-05,5.90828e-06,1.85722e-07,1.00032e-08,1.19919e-10,5.66985e-12,4.94861e-13,1.90249e-08,3.07398e-09
A008,uniform,0.6,0.0,0.03,0.0,1.0,26.31578947368421,4,5.63373e-06,0.000240712,0.00858341,0.0132701,1.54959e-05,8.68112e-06,3.87451e-07,3.00767e-08,5.2509e-10,2.47889e-11,3.24077e-12,1.95184e-08,3.10717e-09
A008,uniform,0.6,0.0,0.03,0.0,1.30001,34.210789473684216,5,8.85567e-06,0.000233743,0.00857977,0.0132636,1.83521e-05,1.12407e-05,6.46629e-07,6.5351e-08,1.50656e-09,7.11036e-11,1.24787e-11,1.99695e-08,3.14368e-09
A008,uniform,0.6,0.0,0.03,0.0,1.60001,42.10552631578948,6,1.24932e-05,0.000227043,0.00857613,0.0132571,2.0628e-05,1.36002e-05,9.51946e-07,1.17892e-07,3.38947e-09,1.60058e-10,3.53776e-11,2.04654e-08,3.18311e-09
A008,uniform,0.6,0.0,0.03,0.0,2.00001,52.63184210526316,7,1.77936e-05,0.000218516,0.0085713,0.0132485,2.29416e-05,1.64647e-05,1.41449e-06,2.16485e-07,7.89112e-09,3.73104e-10,1.05583e-10,2.1145e-08,3.23793e-09
A008,uniform,0.6,0.0,0.03,0.0,2.50001,65.78973684210527,8,2.48571e-05,0.000208482,0.00856529,0.0132379,2.49483e-05,1.96469e-05,2.0564e-06,3.85466e-07,1.78148e-08,8.44295e-10,3.05612e-10,2.20326e-08,3.30828e-09
A008,uniform,0.6,0.0,0.03,0.0,3.00001,78.94763157894737,9,3.21407e-05,0.000199097,0.00855933,0.0132274,2.62395e-05,2.24496e-05,2.74357e-06,6.02407e-07,3.37878e-08,1.60615e-09,7.10793e-10,2.29424e-08,3.37934e-09
