case,group,keff_threshold,valid_points,burnup_range,max_CR,keff_at_max_CR,avg_CR,Th_level,Pu_level,U235_enrichment,U233_enrichment,total_enrichment
D025,D,0.9,26,0.0 - 50.0,0.60685,1.05988,0.3749222307692307,0.9,0.08,0.02,0.0,0.02
D025,D,0.95,26,0.0 - 50.0,0.60685,1.05988,0.3749222307692307,0.9,0.08,0.02,0.0,0.02
D025,D,1.0,26,0.0 - 50.0,0.60685,1.05988,0.3749222307692307,0.9,0.08,0.02,0.0,0.02
D026,D,0.8,26,0.0 - 50.0,0.605906,1.06045,0.374311923076923,0.9,0.08,0.03,0.0,0.03
D026,D,0.9,26,0.0 - 50.0,0.605906,1.06045,0.374311923076923,0.9,0.08,0.03,0.0,0.03
D026,D,0.95,26,0.0 - 50.0,0.605906,1.06045,0.374311923076923,0.9,0.08,0.03,0.0,0.03
D026,D,1.0,26,0.0 - 50.0,0.605906,1.06045,0.374311923076923,0.9,0.08,0.03,0.0,0.03
D027,D,0.8,26,0.0 - 50.0,0.603252,1.06194,0.3730153076923077,0.9,0.08,0.05,0.0,0.05
D027,D,0.9,26,0.0 - 50.0,0.603252,1.06194,0.3730153076923077,0.9,0.08,0.05,0.0,0.05
D027,D,0.95,26,0.0 - 50.0,0.603252,1.06194,0.3730153076923077,0.9,0.08,0.05,0.0,0.05
D027,D,1.0,26,0.0 - 50.0,0.603252,1.06194,0.3730153076923077,0.9,0.08,0.05,0.0,0.05
