isotope,case,label,family,th_fraction,burnup,adens
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,0.0,1.82519e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,1.82332e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,1.81793e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,1.81282e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,1.80798e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,1.80341e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,1.7991e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,1.79374e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,1.78764e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,1.78217e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,1.773e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,1.76598e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,1.76087e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,1.75751e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,1.75573e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,1.75626e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,1.76137e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,1.77023e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,1.78218e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,1.79674e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,16.165,1.81343e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,1.85201e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,1.89581e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,1.96775e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,2.06971e-05
Pu238,M43-10,"M=43%, Th=10%",M43,10.0,41.657,2.17156e-05
Pu238,M43-15,"M=43%, Th=15%",M43,15.0,0.0,1.82524e-05
Pu238,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,1.82338e-05
Pu238,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,1.81801e-05
