isotope,case,label,family,th_fraction,burnup,adens
Np237,M43-10,"M=43%, Th=10%",M43,10.0,0.0,0.0
Np237,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,1.21775e-09
Np237,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,1.43776e-08
Np237,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,3.54301e-08
Np237,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,6.00334e-08
Np237,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,8.62713e-08
Np237,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,1.1325e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,1.49658e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,1.95493e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,2.41452e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,3.33492e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,4.25562e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,5.17544e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,6.09233e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,7.00587e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,8.82911e-07
Np237,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,1.06437e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,1.24424e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,1.4225e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,1.59941e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,16.165,1.77398e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,2.11618e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,2.44928e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,2.92803e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,3.52574e-06
Np237,M43-10,"M=43%, Th=10%",M43,10.0,41.657,4.07012e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,0.0,0.0
Np237,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,1.15341e-09
Np237,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,1.3585e-08
Np237,M43-15,"M=43%, Th=15%",M43,15.0,0.553078,3.34575e-08
Np237,M43-15,"M=43%, Th=15%",M43,15.0,0.790099,5.66677e-08
Np237,M43-15,"M=43%, Th=15%",M43,15.0,1.02724,8.13949e-08
Np237,M43-15,"M=43%, Th=15%",M43,15.0,1.26438,1.06833e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,1.58091,1.41181e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,1.97683,1.84405e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,2.37332,2.27746e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,3.16728,3.14841e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,3.96305,4.01733e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,4.76026,4.88714e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,5.5595,5.75403e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,6.36014,6.62014e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,7.96698,8.34932e-07
Np237,M43-15,"M=43%, Th=15%",M43,15.0,9.58164,1.00662e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,11.2034,1.17719e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,12.8322,1.34656e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,14.4681,1.51446e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,16.1119,1.68055e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,19.4227,2.00744e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,22.762,2.32607e-06
Np237,M43-15,"M=43%, Th=15%",M43,15.0,27.828,2.78698e-06
