isotope,case,label,family,th_fraction,burnup,adens
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,0.0,0.000222539
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,0.000222636
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,0.000222913
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,0.000223182
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,0.00022344
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,0.00022369
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,0.000223931
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,0.000224242
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,0.00022461
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,0.000224959
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,0.000225592
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,0.000226145
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,0.000226617
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,0.000227012
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,0.000227342
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,0.000227785
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,0.000227967
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,0.000227884
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,0.000227549
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,0.00022699
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,16.165,0.000226213
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,0.000224075
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,0.000221237
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,0.000215893
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,0.000207273
Pu240,M43-10,"M=43%, Th=10%",M43,10.0,41.657,0.000197616
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,0.0,0.000222545
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,0.000222643
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,0.000222918
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,0.553078,0.000223183
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,0.790099,0.00022344
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,1.02724,0.000223688
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,1.26438,0.000223926
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,1.58091,0.00022423
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,1.97683,0.000224589
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,2.37332,0.000224926
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,3.16728,0.000225546
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,3.96305,0.000226082
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,4.76026,0.000226533
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,5.5595,0.000226901
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,6.36014,0.000227194
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,7.96698,0.00022756
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,9.58164,0.00022765
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,11.2034,0.000227468
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,12.8322,0.000227022
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,14.4681,0.000226356
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,16.1119,0.000225471
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,19.4227,0.000223057
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,22.762,0.000219963
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,27.828,0.000214151
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,34.6883,0.000204866
Pu240,M43-15,"M=43%, Th=15%",M43,15.0,41.6791,0.00019454
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,0.0,0.00022254
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,0.0786693,0.000222637
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,0.314506,0.00022291
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,0.55041,0.000223173
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,0.786183,0.000223424
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,1.02201,0.000223668
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,1.25808,0.000223903
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,1.57309,0.0002242
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,1.96722,0.000224554
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,2.36178,0.000224882
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,3.15208,0.000225473
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,3.94369,0.000225971
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,4.73727,0.00022639
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,5.5333,0.000226731
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,6.33072,0.000226986
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,7.9319,0.000227279
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,9.54167,0.00022727
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,11.1576,0.000226988
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,12.7824,0.000226444
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,14.415,0.000225651
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,16.0557,0.000224628
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,19.3605,0.000221911
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,22.6989,0.000218518
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,27.7693,0.000212197
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,34.6461,0.000202164
Pu240,M43-20,"M=43%, Th=20%",M43,20.0,41.652,0.000191111
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,0.0,0.00022255
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,0.0782794,0.000222646
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,0.313162,0.000222916
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,0.547869,0.000223177
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,0.782675,0.000223427
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,1.01744,0.000223667
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,1.25234,0.000223898
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,1.56562,0.00022419
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,1.95781,0.000224533
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,2.35041,0.000224854
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,3.13683,0.000225426
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,3.92548,0.000225909
Pu240,M43-25,"M=43%, Th=25%",M43,25.0,4.71634,0.000226308
