isotope,case,label,family,th_fraction,burnup,adens
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,0.0,0.000575359
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,0.000573607
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,0.000570136
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,0.000567247
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,0.000564437
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,0.000561653
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,0.00055889
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,0.000555235
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,0.000550714
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,0.00054624
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,0.000537438
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,0.000528837
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,0.000520425
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,0.000512208
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,0.000504169
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,0.000488648
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,0.000473824
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,0.000459656
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,0.000446184
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,0.000433337
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,16.165,0.000421098
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,0.000398375
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,0.000377867
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,0.000350811
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,0.000320822
Pu239,M43-10,"M=43%, Th=10%",M43,10.0,41.657,0.000296568
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,0.0,0.000575377
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,0.000573617
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,0.000570049
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,0.553078,0.000567038
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,0.790099,0.000564106
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,1.02724,0.000561199
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,1.26438,0.000558316
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,1.58091,0.000554501
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,1.97683,0.000549783
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,2.37332,0.000545111
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,3.16728,0.000535932
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,3.96305,0.000526958
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,4.76026,0.000518184
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,5.5595,0.000509611
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,6.36014,0.000501238
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,7.96698,0.000485099
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,9.58164,0.00046965
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,11.2034,0.000454937
Pu239,M43-15,"M=43%, Th=15%",M43,15.0,12.8322,0.000440923
