isotope,case,label,family,th_fraction,burnup,adens
U234,M43-10,"M=43%, Th=10%",M43,10.0,0.0,0.0
U234,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,1.21456e-09
U234,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,7.07599e-09
U234,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,1.59013e-08
U234,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,2.72759e-08
U234,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,4.08604e-08
U234,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,5.63436e-08
U234,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,7.95857e-08
U234,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,1.12178e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,1.48204e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,2.28602e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,3.18407e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,4.16408e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,5.21714e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,6.34028e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,8.78179e-07
U234,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,1.14722e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,1.43955e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,1.75432e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,2.08997e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,16.165,2.44552e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,3.21096e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,4.04373e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,5.39902e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,7.36141e-06
U234,M43-10,"M=43%, Th=10%",M43,10.0,41.657,9.44948e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,0.0,0.0
U234,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,1.26839e-09
U234,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,7.99498e-09
U234,M43-15,"M=43%, Th=15%",M43,15.0,0.553078,1.86358e-08
U234,M43-15,"M=43%, Th=15%",M43,15.0,0.790099,3.26302e-08
U234,M43-15,"M=43%, Th=15%",M43,15.0,1.02724,4.95454e-08
U234,M43-15,"M=43%, Th=15%",M43,15.0,1.26438,6.90027e-08
U234,M43-15,"M=43%, Th=15%",M43,15.0,1.58091,9.83734e-08
U234,M43-15,"M=43%, Th=15%",M43,15.0,1.97683,1.39829e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,2.37332,1.85753e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,3.16728,2.88567e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,3.96305,4.03757e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,4.76026,5.29758e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,5.5595,6.65447e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,6.36014,8.10146e-07
U234,M43-15,"M=43%, Th=15%",M43,15.0,7.96698,1.12565e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,9.58164,1.47357e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,11.2034,1.85301e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,12.8322,2.26186e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,14.4681,2.69822e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,16.1119,3.16082e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,19.4227,4.15829e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,22.762,5.24363e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,27.828,7.01391e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,34.6883,9.58172e-06
U234,M43-15,"M=43%, Th=15%",M43,15.0,41.6791,1.23248e-05
U234,M43-20,"M=43%, Th=20%",M43,20.0,0.0,0.0
U234,M43-20,"M=43%, Th=20%",M43,20.0,0.0786693,1.31531e-09
U234,M43-20,"M=43%, Th=20%",M43,20.0,0.314506,8.81305e-09
U234,M43-20,"M=43%, Th=20%",M43,20.0,0.55041,2.10561e-08
U234,M43-20,"M=43%, Th=20%",M43,20.0,0.786183,3.73697e-08
U234,M43-20,"M=43%, Th=20%",M43,20.0,1.02201,5.7215e-08
U234,M43-20,"M=43%, Th=20%",M43,20.0,1.25808,8.01309e-08
U234,M43-20,"M=43%, Th=20%",M43,20.0,1.57309,1.14885e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,1.96722,1.63987e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,2.36178,2.1852e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,3.15208,3.41334e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,3.94369,4.79019e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,4.73727,6.29612e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,5.5333,7.91881e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,6.33072,9.65445e-07
U234,M43-20,"M=43%, Th=20%",M43,20.0,7.9319,1.34334e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,9.54167,1.76136e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,11.1576,2.21608e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,12.7824,2.70651e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,14.415,3.22964e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,16.0557,3.78568e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,19.3605,4.98656e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,22.6989,6.29245e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,27.7693,8.42392e-06
U234,M43-20,"M=43%, Th=20%",M43,20.0,34.6461,1.15191e-05
U234,M43-20,"M=43%, Th=20%",M43,20.0,41.652,1.48371e-05
U234,M43-25,"M=43%, Th=25%",M43,25.0,0.0,0.0
U234,M43-25,"M=43%, Th=25%",M43,25.0,0.0782794,1.35838e-09
U234,M43-25,"M=43%, Th=25%",M43,25.0,0.313162,9.56185e-09
U234,M43-25,"M=43%, Th=25%",M43,25.0,0.547869,2.32587e-08
U234,M43-25,"M=43%, Th=25%",M43,25.0,0.782675,4.16995e-08
U234,M43-25,"M=43%, Th=25%",M43,25.0,1.01744,6.41942e-08
