isotope,case,label,family,th_fraction,burnup,adens
U235,M43-10,"M=43%, Th=10%",M43,10.0,0.0,5.28542e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,5.27715e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,5.25242e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,5.22775e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,5.20313e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,5.17859e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,5.15414e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,5.12163e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,5.08117e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,5.04089e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,4.96099e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,4.88192e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,4.80366e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,4.72629e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,4.64977e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,4.4994e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,4.3526e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,4.20937e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,4.06974e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,3.93386e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,16.165,3.80162e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,3.54845e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,3.31031e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,2.98122e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,2.59482e-05
U235,M43-10,"M=43%, Th=10%",M43,10.0,41.657,2.26617e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,0.0,5.28558e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,5.27733e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,5.25265e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,0.553078,5.22802e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,0.790099,5.20348e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,1.02724,5.17899e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,1.26438,5.15459e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,1.58091,5.12214e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,1.97683,5.08176e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,2.37332,5.04159e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,3.16728,4.96189e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,3.96305,4.88302e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,4.76026,4.8051e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,5.5595,4.72803e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,6.36014,4.65194e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,7.96698,4.50247e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,9.58164,4.35671e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,11.2034,4.21467e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,12.8322,4.0765e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,14.4681,3.94222e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,16.1119,3.81176e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,19.4227,3.56264e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,22.762,3.3295e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,27.828,3.00944e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,34.6883,2.63814e-05
U235,M43-15,"M=43%, Th=15%",M43,15.0,41.6791,2.32756e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,0.0,5.28546e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,0.0786693,5.27723e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,0.314506,5.25258e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,0.55041,5.22798e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,0.786183,5.20347e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,1.02201,5.17903e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,1.25808,5.15465e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,1.57309,5.12224e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,1.96722,5.08192e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,2.36178,5.0418e-05
U235,M43-20,"M=43%, Th=20%",M43,20.0,3.15208,4.96223e-05
