isotope,case,label,family,th_fraction,burnup,adens
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,0.0,5.49296e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,5.49576e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,5.50457e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,5.51358e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,5.52274e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,5.53207e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,5.5416e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,5.55458e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,5.57131e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,5.58855e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,5.62447e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,5.66241e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,5.70216e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,5.74348e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,5.78683e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,5.87908e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,5.97742e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,6.08171e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,6.19179e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,6.3068e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,16.165,6.42707e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,6.67799e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,6.9427e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,7.35683e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,7.92147e-05
Pu242,M43-10,"M=43%, Th=10%",M43,10.0,41.657,8.48473e-05
Pu242,M43-15,"M=43%, Th=15%",M43,15.0,0.0,5.49313e-05
Pu242,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,5.49588e-05
