isotope,case,family,th_fraction,burnup,adens
Am241,M43-25,M43,25.0,50.0,1.08759e-05
Am241,M43-30,M43,30.0,0.0,1.06384e-05
Am241,M43-30,M43,30.0,0.1,1.06389e-05
Am241,M43-30,M43,30.0,0.4,1.06399e-05
Am241,M43-30,M43,30.0,0.7,1.06411e-05
Am241,M43-30,M43,30.0,1.0,1.06427e-05
Am241,M43-30,M43,30.0,1.3,1.06448e-05
Am241,M43-30,M43,30.0,1.6,1.06471e-05
Am241,M43-30,M43,30.0,2.0,1.06509e-05
Am241,M43-30,M43,30.0,2.5,1.06566e-05
Am241,M43-30,M43,30.0,3.0,1.06631e-05
Am241,M43-30,M43,30.0,4.0,1.06793e-05
Am241,M43-30,M43,30.0,5.0,1.06986e-05
Am241,M43-30,M43,30.0,6.0,1.07211e-05
Am241,M43-30,M43,30.0,7.0,1.07465e-05
Am241,M43-30,M43,30.0,8.0,1.07741e-05
Am241,M43-30,M43,30.0,10.0,1.08344e-05
Am241,M43-30,M43,30.0,12.0,1.08988e-05
Am241,M43-30,M43,30.0,14.0,1.09648e-05
Am241,M43-30,M43,30.0,16.0,1.10313e-05
Am241,M43-30,M43,30.0,18.0,1.10942e-05
Am241,M43-30,M43,30.0,20.0,1.11533e-05
Am241,M43-30,M43,30.0,24.0,1.12504e-05
Am241,M43-30,M43,30.0,28.0,1.13123e-05
Am241,M43-30,M43,30.0,34.0,1.13224e-05
Am241,M43-30,M43,30.0,42.0,1.11669e-05
Am241,M43-30,M43,30.0,50.0,1.08175e-05
Am241,M43-5,M43,5.0,0.0,1.06372e-05
Am241,M43-5,M43,5.0,0.1,1.06374e-05
Am241,M43-5,M43,5.0,0.4,1.0638e-05
Am241,M43-5,M43,5.0,0.7,1.06389e-05
Am241,M43-5,M43,5.0,1.0,1.06401e-05
Am241,M43-5,M43,5.0,1.3,1.06417e-05
Am241,M43-5,M43,5.0,1.6,1.06436e-05
Am241,M43-5,M43,5.0,2.0,1.06469e-05
Am241,M43-5,M43,5.0,2.5,1.06517e-05
Am241,M43-5,M43,5.0,3.0,1.06576e-05
Am241,M43-5,M43,5.0,4.0,1.06721e-05
Am241,M43-5,M43,5.0,5.0,1.069e-05
Am241,M43-5,M43,5.0,6.0,1.0711e-05
Am241,M43-5,M43,5.0,7.0,1.07344e-05
Am241,M43-5,M43,5.0,8.0,1.07602e-05
Am241,M43-5,M43,5.0,10.0,1.08171e-05
Am241,M43-5,M43,5.0,12.0,1.0879e-05
Am241,M43-5,M43,5.0,14.0,1.09433e-05
Am241,M43-5,M43,5.0,16.0,1.10073e-05
Am241,M43-5,M43,5.0,18.0,1.10695e-05
Am241,M43-5,M43,5.0,20.0,1.11279e-05
Am241,M43-5,M43,5.0,24.0,1.12299e-05
Am241,M43-5,M43,5.0,28.0,1.12997e-05
Am241,M43-5,M43,5.0,34.0,1.13296e-05
Am241,M43-5,M43,5.0,42.0,1.12147e-05
Am241,M43-5,M43,5.0,50.0,1.09202e-05
Am241,M70-10,M70,10.0,0.0,1.73169e-05
Am241,M70-10,M70,10.0,0.1,1.73244e-05
Am241,M70-10,M70,10.0,0.4,1.73463e-05
Am241,M70-10,M70,10.0,0.7,1.7368e-05
Am241,M70-10,M70,10.0,1.0,1.73898e-05
Am241,M70-10,M70,10.0,1.3,1.74117e-05
Am241,M70-10,M70,10.0,1.6,1.74336e-05
Am241,M70-10,M70,10.0,2.0,1.7463e-05
Am241,M70-10,M70,10.0,2.5,1.74999e-05
Am241,M70-10,M70,10.0,3.0,1.7537e-05
Am241,M70-10,M70,10.0,4.0,1.76121e-05
Am241,M70-10,M70,10.0,5.0,1.76876e-05
Am241,M70-10,M70,10.0,6.0,1.77636e-05
Am241,M70-10,M70,10.0,7.0,1.78396e-05
Am241,M70-10,M70,10.0,8.0,1.79151e-05
Am241,M70-10,M70,10.0,10.0,1.80648e-05
Am241,M70-10,M70,10.0,12.0,1.82084e-05
Am241,M70-10,M70,10.0,14.0,1.8345e-05
Am241,M70-10,M70,10.0,16.0,1.84716e-05
Am241,M70-10,M70,10.0,18.0,1.85864e-05
Am241,M70-10,M70,10.0,20.0,1.86879e-05
Am241,M70-10,M70,10.0,24.0,1.88436e-05
Am241,M70-10,M70,10.0,28.0,1.89287e-05
Am241,M70-10,M70,10.0,34.0,1.89082e-05
Am241,M70-10,M70,10.0,42.0,1.85921e-05
Am241,M70-10,M70,10.0,50.0,1.79454e-05
Am241,M70-15,M70,15.0,0.0,1.73173e-05
Am241,M70-15,M70,15.0,0.1,1.73247e-05
Am241,M70-15,M70,15.0,0.4,1.73464e-05
Am241,M70-15,M70,15.0,0.7,1.73681e-05
Am241,M70-15,M70,15.0,1.0,1.73897e-05
Am241,M70-15,M70,15.0,1.3,1.74114e-05
Am241,M70-15,M70,15.0,1.6,1.74332e-05
Am241,M70-15,M70,15.0,2.0,1.74625e-05
Am241,M70-15,M70,15.0,2.5,1.74991e-05
Am241,M70-15,M70,15.0,3.0,1.75362e-05
Am241,M70-15,M70,15.0,4.0,1.7611e-05
Am241,M70-15,M70,15.0,5.0,1.76867e-05
Am241,M70-15,M70,15.0,6.0,1.77625e-05
Am241,M70-15,M70,15.0,7.0,1.78387e-05
Am241,M70-15,M70,15.0,8.0,1.79145e-05
Am241,M70-15,M70,15.0,10.0,1.80644e-05
Am241,M70-15,M70,15.0,12.0,1.82085e-05
Am241,M70-15,M70,15.0,14.0,1.83458e-05
Am241,M70-15,M70,15.0,16.0,1.84736e-05
Am241,M70-15,M70,15.0,18.0,1.85895e-05
Am241,M70-15,M70,15.0,20.0,1.86911e-05
Am241,M70-15,M70,15.0,24.0,1.88495e-05
Am241,M70-15,M70,15.0,28.0,1.89372e-05
Am241,M70-15,M70,15.0,34.0,1.89195e-05
Am241,M70-15,M70,15.0,42.0,1.8607e-05
Am241,M70-15,M70,15.0,50.0,1.79653e-05
Am241,M70-20,M70,20.0,0.0,1.73176e-05
Am241,M70-20,M70,20.0,0.1,1.7325e-05
Am241,M70-20,M70,20.0,0.4,1.73465e-05
Am241,M70-20,M70,20.0,0.7,1.73678e-05
Am241,M70-20,M70,20.0,1.0,1.73893e-05
Am241,M70-20,M70,20.0,1.3,1.74108e-05
Am241,M70-20,M70,20.0,1.6,1.74325e-05
Am241,M70-20,M70,20.0,2.0,1.74616e-05
Am241,M70-20,M70,20.0,2.5,1.7498e-05
Am241,M70-20,M70,20.0,3.0,1.75346e-05
Am241,M70-20,M70,20.0,4.0,1.76088e-05
Am241,M70-20,M70,20.0,5.0,1.76837e-05
Am241,M70-20,M70,20.0,6.0,1.77593e-05
Am241,M70-20,M70,20.0,7.0,1.78353e-05
Am241,M70-20,M70,20.0,8.0,1.79109e-05
Am241,M70-20,M70,20.0,10.0,1.80601e-05
Am241,M70-20,M70,20.0,12.0,1.82049e-05
Am241,M70-20,M70,20.0,14.0,1.83423e-05
Am241,M70-20,M70,20.0,16.0,1.84702e-05
Am241,M70-20,M70,20.0,18.0,1.85862e-05
Am241,M70-20,M70,20.0,20.0,1.86886e-05
Am241,M70-20,M70,20.0,24.0,1.88465e-05
Am241,M70-20,M70,20.0,28.0,1.89321e-05
Am241,M70-20,M70,20.0,34.0,1.89148e-05
Am241,M70-20,M70,20.0,42.0,1.85952e-05
Am241,M70-20,M70,20.0,50.0,1.79457e-05
Am241,M70-25,M70,25.0,0.0,1.7318e-05
Am241,M70-25,M70,25.0,0.1,1.73253e-05
Am241,M70-25,M70,25.0,0.4,1.73466e-05
Am241,M70-25,M70,25.0,0.7,1.73677e-05
Am241,M70-25,M70,25.0,1.0,1.7389e-05
Am241,M70-25,M70,25.0,1.3,1.74103e-05
Am241,M70-25,M70,25.0,1.6,1.74317e-05
Am241,M70-25,M70,25.0,2.0,1.74604e-05
Am241,M70-25,M70,25.0,2.5,1.74965e-05
Am241,M70-25,M70,25.0,3.0,1.75329e-05
Am241,M70-25,M70,25.0,4.0,1.76068e-05
Am241,M70-25,M70,25.0,5.0,1.76817e-05
Am241,M70-25,M70,25.0,6.0,1.7757e-05
Am241,M70-25,M70,25.0,7.0,1.78322e-05
Am241,M70-25,M70,25.0,8.0,1.79075e-05
Am241,M70-25,M70,25.0,10.0,1.80558e-05
Am241,M70-25,M70,25.0,12.0,1.81997e-05
Am241,M70-25,M70,25.0,14.0,1.83358e-05
Am241,M70-25,M70,25.0,16.0,1.8462e-05
Am241,M70-25,M70,25.0,18.0,1.85768e-05
Am241,M70-25,M70,25.0,20.0,1.86778e-05
Am241,M70-25,M70,25.0,24.0,1.88322e-05
Am241,M70-25,M70,25.0,28.0,1.89177e-05
Am241,M70-25,M70,25.0,34.0,1.88935e-05
Am241,M70-25,M70,25.0,42.0,1.85651e-05
Am241,M70-25,M70,25.0,50.0,1.79019e-05
Am241,M70-30,M70,30.0,0.0,1.73183e-05
Am241,M70-30,M70,30.0,0.1,1.73256e-05
Am241,M70-30,M70,30.0,0.4,1.73465e-05
Am241,M70-30,M70,30.0,0.7,1.73675e-05
Am241,M70-30,M70,30.0,1.0,1.73885e-05
Am241,M70-30,M70,30.0,1.3,1.74095e-05
Am241,M70-30,M70,30.0,1.6,1.74306e-05
Am241,M70-30,M70,30.0,2.0,1.7459e-05
Am241,M70-30,M70,30.0,2.5,1.74947e-05
Am241,M70-30,M70,30.0,3.0,1.75307e-05
Am241,M70-30,M70,30.0,4.0,1.76038e-05
Am241,M70-30,M70,30.0,5.0,1.76776e-05
Am241,M70-30,M70,30.0,6.0,1.77522e-05
Am241,M70-30,M70,30.0,7.0,1.78273e-05
Am241,M70-30,M70,30.0,8.0,1.79024e-05
Am241,M70-30,M70,30.0,10.0,1.80502e-05
Am241,M70-30,M70,30.0,12.0,1.81935e-05
Am241,M70-30,M70,30.0,14.0,1.83288e-05
Am241,M70-30,M70,30.0,16.0,1.8454e-05
Am241,M70-30,M70,30.0,18.0,1.85682e-05
Am241,M70-30,M70,30.0,20.0,1.86686e-05
Am241,M70-30,M70,30.0,24.0,1.88212e-05
Am241,M70-30,M70,30.0,28.0,1.89013e-05
Am241,M70-30,M70,30.0,34.0,1.88688e-05
Am241,M70-30,M70,30.0,42.0,1.85237e-05
Am241,M70-30,M70,30.0,50.0,1.78374e-05
Am241,M70-5,M70,5.0,0.0,1.73166e-05
Am241,M70-5,M70,5.0,0.1,1.73241e-05
Am241,M70-5,M70,5.0,0.4,1.73459e-05
Am241,M70-5,M70,5.0,0.7,1.73678e-05
Am241,M70-5,M70,5.0,1.0,1.73896e-05
Am241,M70-5,M70,5.0,1.3,1.74114e-05
Am241,M70-5,M70,5.0,1.6,1.74334e-05
Am241,M70-5,M70,5.0,2.0,1.74626e-05
Am241,M70-5,M70,5.0,2.5,1.74996e-05
Am241,M70-5,M70,5.0,3.0,1.75367e-05
Am241,M70-5,M70,5.0,4.0,1.76114e-05
Am241,M70-5,M70,5.0,5.0,1.76866e-05
Am241,M70-5,M70,5.0,6.0,1.77623e-05
Am241,M70-5,M70,5.0,7.0,1.78379e-05
Am241,M70-5,M70,5.0,8.0,1.79127e-05
Am241,M70-5,M70,5.0,10.0,1.80604e-05
Am241,M70-5,M70,5.0,12.0,1.82026e-05
Am241,M70-5,M70,5.0,14.0,1.83373e-05
Am241,M70-5,M70,5.0,16.0,1.84608e-05
Am241,M70-5,M70,5.0,18.0,1.85728e-05
Am241,M70-5,M70,5.0,20.0,1.86708e-05
Am241,M70-5,M70,5.0,24.0,1.88193e-05
Am241,M70-5,M70,5.0,28.0,1.88976e-05
Am241,M70-5,M70,5.0,34.0,1.8865e-05
Am241,M70-5,M70,5.0,42.0,1.8528e-05
Am241,M70-5,M70,5.0,50.0,1.78654e-05
Am241,M87-10,M87,10.0,0.0,2.15854e-05
Am241,M87-10,M87,10.0,0.1,2.16028e-05
Am241,M87-10,M87,10.0,0.4,2.16539e-05
Am241,M87-10,M87,10.0,0.7,2.17048e-05
Am241,M87-10,M87,10.0,1.0,2.17554e-05
Am241,M87-10,M87,10.0,1.3,2.18057e-05
Am241,M87-10,M87,10.0,1.6,2.1856e-05
Am241,M87-10,M87,10.0,2.0,2.19225e-05
Am241,M87-10,M87,10.0,2.5,2.20055e-05
Am241,M87-10,M87,10.0,3.0,2.20884e-05
Am241,M87-10,M87,10.0,4.0,2.22523e-05
Am241,M87-10,M87,10.0,5.0,2.24149e-05
Am241,M87-10,M87,10.0,6.0,2.25752e-05
Am241,M87-10,M87,10.0,7.0,2.27334e-05
Am241,M87-10,M87,10.0,8.0,2.28888e-05
Am241,M87-10,M87,10.0,10.0,2.3191e-05
Am241,M87-10,M87,10.0,12.0,2.34814e-05
Am241,M87-10,M87,10.0,14.0,2.37553e-05
Am241,M87-10,M87,10.0,16.0,2.40128e-05
Am241,M87-10,M87,10.0,18.0,2.42502e-05
Am241,M87-10,M87,10.0,20.0,2.4468e-05
Am241,M87-10,M87,10.0,24.0,2.48392e-05
Am241,M87-10,M87,10.0,28.0,2.51122e-05
Am241,M87-10,M87,10.0,34.0,2.53271e-05
Am241,M87-10,M87,10.0,42.0,2.5231e-05
Am241,M87-10,M87,10.0,50.0,2.46904e-05
Am241,M87-15,M87,15.0,0.0,2.15857e-05
Am241,M87-15,M87,15.0,0.1,2.16032e-05
Am241,M87-15,M87,15.0,0.4,2.16545e-05
Am241,M87-15,M87,15.0,0.7,2.17054e-05
Am241,M87-15,M87,15.0,1.0,2.17563e-05
Am241,M87-15,M87,15.0,1.3,2.18068e-05
Am241,M87-15,M87,15.0,1.6,2.18572e-05
Am241,M87-15,M87,15.0,2.0,2.19241e-05
Am241,M87-15,M87,15.0,2.5,2.20077e-05
Am241,M87-15,M87,15.0,3.0,2.20908e-05
Am241,M87-15,M87,15.0,4.0,2.22558e-05
Am241,M87-15,M87,15.0,5.0,2.24194e-05
Am241,M87-15,M87,15.0,6.0,2.25812e-05
Am241,M87-15,M87,15.0,7.0,2.27403e-05
Am241,M87-15,M87,15.0,8.0,2.2897e-05
Am241,M87-15,M87,15.0,10.0,2.32029e-05
Am241,M87-15,M87,15.0,12.0,2.34945e-05
Am241,M87-15,M87,15.0,14.0,2.37712e-05
Am241,M87-15,M87,15.0,16.0,2.40305e-05
Am241,M87-15,M87,15.0,18.0,2.42714e-05
Am241,M87-15,M87,15.0,20.0,2.44918e-05
Am241,M87-15,M87,15.0,24.0,2.48662e-05
Am241,M87-15,M87,15.0,28.0,2.51458e-05
Am241,M87-15,M87,15.0,34.0,2.53652e-05
Am241,M87-15,M87,15.0,42.0,2.52714e-05
Am241,M87-15,M87,15.0,50.0,2.47387e-05
Am241,M87-20,M87,20.0,0.0,2.1586e-05
Am241,M87-20,M87,20.0,0.1,2.16036e-05
Am241,M87-20,M87,20.0,0.4,2.1655e-05
Am241,M87-20,M87,20.0,0.7,2.17062e-05
Am241,M87-20,M87,20.0,1.0,2.17572e-05
Am241,M87-20,M87,20.0,1.3,2.18079e-05
Am241,M87-20,M87,20.0,1.6,2.18583e-05
Am241,M87-20,M87,20.0,2.0,2.19254e-05
Am241,M87-20,M87,20.0,2.5,2.20091e-05
Am241,M87-20,M87,20.0,3.0,2.20924e-05
Am241,M87-20,M87,20.0,4.0,2.22581e-05
Am241,M87-20,M87,20.0,5.0,2.24216e-05
Am241,M87-20,M87,20.0,6.0,2.25832e-05
Am241,M87-20,M87,20.0,7.0,2.27431e-05
Am241,M87-20,M87,20.0,8.0,2.29003e-05
Am241,M87-20,M87,20.0,10.0,2.3206e-05
Am241,M87-20,M87,20.0,12.0,2.34991e-05
Am241,M87-20,M87,20.0,14.0,2.37775e-05
Am241,M87-20,M87,20.0,16.0,2.40384e-05
Am241,M87-20,M87,20.0,18.0,2.42795e-05
Am241,M87-20,M87,20.0,20.0,2.44998e-05
Am241,M87-20,M87,20.0,24.0,2.48788e-05
Am241,M87-20,M87,20.0,28.0,2.51572e-05
Am241,M87-20,M87,20.0,34.0,2.53781e-05
Am241,M87-20,M87,20.0,42.0,2.52872e-05
Am241,M87-20,M87,20.0,50.0,2.47429e-05
Am241,M87-25,M87,25.0,0.0,2.15864e-05
Am241,M87-25,M87,25.0,0.1,2.16039e-05
Am241,M87-25,M87,25.0,0.4,2.16553e-05
Am241,M87-25,M87,25.0,0.7,2.17066e-05
Am241,M87-25,M87,25.0,1.0,2.17575e-05
Am241,M87-25,M87,25.0,1.3,2.18082e-05
Am241,M87-25,M87,25.0,1.6,2.18586e-05
Am241,M87-25,M87,25.0,2.0,2.19259e-05
Am241,M87-25,M87,25.0,2.5,2.20098e-05
Am241,M87-25,M87,25.0,3.0,2.2093e-05
Am241,M87-25,M87,25.0,4.0,2.2259e-05
Am241,M87-25,M87,25.0,5.0,2.24228e-05
Am241,M87-25,M87,25.0,6.0,2.25852e-05
Am241,M87-25,M87,25.0,7.0,2.27451e-05
Am241,M87-25,M87,25.0,8.0,2.29027e-05
Am241,M87-25,M87,25.0,10.0,2.32095e-05
Am241,M87-25,M87,25.0,12.0,2.35038e-05
Am241,M87-25,M87,25.0,14.0,2.37831e-05
Am241,M87-25,M87,25.0,16.0,2.40448e-05
Am241,M87-25,M87,25.0,18.0,2.42872e-05
Am241,M87-25,M87,25.0,20.0,2.45093e-05
Am241,M87-25,M87,25.0,24.0,2.48841e-05
Am241,M87-25,M87,25.0,28.0,2.51631e-05
Am241,M87-25,M87,25.0,34.0,2.53841e-05
Am241,M87-25,M87,25.0,42.0,2.52804e-05
Am241,M87-25,M87,25.0,50.0,2.47216e-05
Am241,M87-30,M87,30.0,0.0,2.15875e-05
Am241,M87-30,M87,30.0,0.1,2.16051e-05
Am241,M87-30,M87,30.0,0.4,2.16564e-05
Am241,M87-30,M87,30.0,0.7,2.17076e-05
Am241,M87-30,M87,30.0,1.0,2.17586e-05
Am241,M87-30,M87,30.0,1.3,2.18094e-05
Am241,M87-30,M87,30.0,1.6,2.18598e-05
Am241,M87-30,M87,30.0,2.0,2.19269e-05
Am241,M87-30,M87,30.0,2.5,2.20108e-05
Am241,M87-30,M87,30.0,3.0,2.20943e-05
Am241,M87-30,M87,30.0,4.0,2.226e-05
Am241,M87-30,M87,30.0,5.0,2.24241e-05
Am241,M87-30,M87,30.0,6.0,2.25866e-05
Am241,M87-30,M87,30.0,7.0,2.27468e-05
Am241,M87-30,M87,30.0,8.0,2.29044e-05
Am241,M87-30,M87,30.0,10.0,2.32108e-05
Am241,M87-30,M87,30.0,12.0,2.35035e-05
Am241,M87-30,M87,30.0,14.0,2.37818e-05
Am241,M87-30,M87,30.0,16.0,2.40434e-05
Am241,M87-30,M87,30.0,18.0,2.42856e-05
Am241,M87-30,M87,30.0,20.0,2.45074e-05
Am241,M87-30,M87,30.0,24.0,2.48832e-05
Am241,M87-30,M87,30.0,28.0,2.51574e-05
Am241,M87-30,M87,30.0,34.0,2.53701e-05
Am241,M87-30,M87,30.0,42.0,2.52527e-05
Am241,M87-30,M87,30.0,50.0,2.46723e-05
Am241,M87-5,M87,5.0,0.0,2.15842e-05
Am241,M87-5,M87,5.0,0.1,2.16015e-05
Am241,M87-5,M87,5.0,0.4,2.16521e-05
Am241,M87-5,M87,5.0,0.7,2.17025e-05
Am241,M87-5,M87,5.0,1.0,2.17526e-05
Am241,M87-5,M87,5.0,1.3,2.18024e-05
Am241,M87-5,M87,5.0,1.6,2.18521e-05
Am241,M87-5,M87,5.0,2.0,2.19181e-05
Am241,M87-5,M87,5.0,2.5,2.20005e-05
Am241,M87-5,M87,5.0,3.0,2.20822e-05
Am241,M87-5,M87,5.0,4.0,2.22446e-05
Am241,M87-5,M87,5.0,5.0,2.24049e-05
Am241,M87-5,M87,5.0,6.0,2.25635e-05
Am241,M87-5,M87,5.0,7.0,2.27199e-05
Am241,M87-5,M87,5.0,8.0,2.28738e-05
Am241,M87-5,M87,5.0,10.0,2.31721e-05
Am241,M87-5,M87,5.0,12.0,2.3457e-05
Am241,M87-5,M87,5.0,14.0,2.37273e-05
Am241,M87-5,M87,5.0,16.0,2.39797e-05
Am241,M87-5,M87,5.0,18.0,2.42131e-05
Am241,M87-5,M87,5.0,20.0,2.44255e-05
Am241,M87-5,M87,5.0,24.0,2.4787e-05
Am241,M87-5,M87,5.0,28.0,2.50526e-05
Am241,M87-5,M87,5.0,34.0,2.52505e-05
Am241,M87-5,M87,5.0,42.0,2.51357e-05
Am241,M87-5,M87,5.0,50.0,2.45755e-05
Am241,mox1,mox,0.0,0.0,1.06368e-05
Am241,mox1,mox,0.0,0.1,1.06369e-05
Am241,mox1,mox,0.0,0.4,1.06369e-05
Am241,mox1,mox,0.0,0.7,1.06373e-05
Am241,mox1,mox,0.0,1.0,1.0638e-05
Am241,mox1,mox,0.0,1.3,1.06391e-05
Am241,mox1,mox,0.0,1.6,1.06405e-05
Am241,mox1,mox,0.0,2.0,1.0643e-05
Am241,mox1,mox,0.0,2.5,1.06469e-05
Am241,mox1,mox,0.0,3.0,1.06516e-05
Am241,mox1,mox,0.0,4.0,1.06638e-05
Am241,mox1,mox,0.0,5.0,1.06796e-05
Am241,mox1,mox,0.0,6.0,1.06985e-05
Am241,mox1,mox,0.0,7.0,1.072e-05
Am241,mox1,mox,0.0,8.0,1.07437e-05
Am241,mox1,mox,0.0,10.0,1.07963e-05
Am241,mox1,mox,0.0,12.0,1.0853e-05
Am241,mox1,mox,0.0,14.0,1.09118e-05
Am241,mox1,mox,0.0,16.0,1.09705e-05
Am241,mox1,mox,0.0,18.0,1.10277e-05
Am241,mox1,mox,0.0,20.0,1.10805e-05
Am241,mox1,mox,0.0,24.0,1.11685e-05
Am241,mox1,mox,0.0,28.0,1.12262e-05
Am241,mox1,mox,0.0,34.0,1.12368e-05
Am241,mox1,mox,0.0,42.0,1.10952e-05
Am241,mox1,mox,0.0,50.0,1.07708e-05
Am241,mox43,M43,0.0,0.0,1.06368e-05
Am241,mox43,M43,0.0,0.1,1.063e-05
Am241,mox43,M43,0.0,0.4,1.06089e-05
Am241,mox43,M43,0.0,0.7,1.05882e-05
Am241,mox43,M43,0.0,1.0,1.0568e-05
Am241,mox43,M43,0.0,1.3,1.05481e-05
Am241,mox43,M43,0.0,1.6,1.05287e-05
Am241,mox43,M43,0.0,2.0,1.05035e-05
Am241,mox43,M43,0.0,2.5,1.04733e-05
Am241,mox43,M43,0.0,3.0,1.04442e-05
Am241,mox43,M43,0.0,4.0,1.03895e-05
Am241,mox43,M43,0.0,5.0,1.03389e-05
Am241,mox43,M43,0.0,6.0,1.02919e-05
Am241,mox43,M43,0.0,7.0,1.02481e-05
Am241,mox43,M43,0.0,8.0,1.02068e-05
Am241,mox43,M43,0.0,10.0,1.01301e-05
Am241,mox43,M43,0.0,12.0,1.00584e-05
Am241,mox43,M43,0.0,14.0,9.98873e-06
Am241,mox43,M43,0.0,16.0,9.91798e-06
Am241,mox43,M43,0.0,18.0,9.84429e-06
Am241,mox43,M43,0.0,20.0,9.76505e-06
Am241,mox43,M43,0.0,24.0,9.58421e-06
Am241,mox43,M43,0.0,28.0,9.36638e-06
Am241,mox43,M43,0.0,34.0,8.96403e-06
Am241,mox43,M43,0.0,42.0,8.29341e-06
Am241,mox43,M43,0.0,50.0,7.51201e-06
Am243,M43-10,M43,10.0,0.0,0.0
Am243,M43-10,M43,10.0,0.1,6.94449e-08
Am243,M43-10,M43,10.0,0.4,3.05633e-07
Am243,M43-10,M43,10.0,0.7,5.40838e-07
Am243,M43-10,M43,10.0,1.0,7.74771e-07
Am243,M43-10,M43,10.0,1.3,1.00758e-06
Am243,M43-10,M43,10.0,1.6,1.23844e-06
Am243,M43-10,M43,10.0,2.0,1.54443e-06
Am243,M43-10,M43,10.0,2.5,1.92265e-06
Am243,M43-10,M43,10.0,3.0,2.29752e-06
Am243,M43-10,M43,10.0,4.0,3.03576e-06
Am243,M43-10,M43,10.0,5.0,3.75871e-06
Am243,M43-10,M43,10.0,6.0,4.46803e-06
Am243,M43-10,M43,10.0,7.0,5.16596e-06
Am243,M43-10,M43,10.0,8.0,5.84961e-06
Am243,M43-10,M43,10.0,10.0,7.17396e-06
Am243,M43-10,M43,10.0,12.0,8.45385e-06
Am243,M43-10,M43,10.0,14.0,9.692e-06
Am243,M43-10,M43,10.0,16.0,1.08893e-05
Am243,M43-10,M43,10.0,18.0,1.20507e-05
Am243,M43-10,M43,10.0,20.0,1.31744e-05
Am243,M43-10,M43,10.0,24.0,1.53426e-05
Am243,M43-10,M43,10.0,28.0,1.73937e-05
Am243,M43-10,M43,10.0,34.0,2.02996e-05
Am243,M43-10,M43,10.0,42.0,2.391e-05
Am243,M43-10,M43,10.0,50.0,2.72235e-05
Am243,M43-15,M43,15.0,0.0,0.0
Am243,M43-15,M43,15.0,0.1,6.95913e-08
Am243,M43-15,M43,15.0,0.4,3.05557e-07
Am243,M43-15,M43,15.0,0.7,5.40672e-07
Am243,M43-15,M43,15.0,1.0,7.73927e-07
Am243,M43-15,M43,15.0,1.3,1.0065e-06
Am243,M43-15,M43,15.0,1.6,1.23778e-06
Am243,M43-15,M43,15.0,2.0,1.54391e-06
Am243,M43-15,M43,15.0,2.5,1.92272e-06
Am243,M43-15,M43,15.0,3.0,2.29771e-06
Am243,M43-15,M43,15.0,4.0,3.0347e-06
Am243,M43-15,M43,15.0,5.0,3.75753e-06
Am243,M43-15,M43,15.0,6.0,4.46791e-06
Am243,M43-15,M43,15.0,7.0,5.16324e-06
Am243,M43-15,M43,15.0,8.0,5.84604e-06
Am243,M43-15,M43,15.0,10.0,7.17314e-06
Am243,M43-15,M43,15.0,12.0,8.45154e-06
Am243,M43-15,M43,15.0,14.0,9.68514e-06
Am243,M43-15,M43,15.0,16.0,1.08797e-05
Am243,M43-15,M43,15.0,18.0,1.20421e-05
Am243,M43-15,M43,15.0,20.0,1.317e-05
Am243,M43-15,M43,15.0,24.0,1.53192e-05
Am243,M43-15,M43,15.0,28.0,1.73732e-05
Am243,M43-15,M43,15.0,34.0,2.027e-05
Am243,M43-15,M43,15.0,42.0,2.3887e-05
Am243,M43-15,M43,15.0,50.0,2.71946e-05
Am243,M43-20,M43,20.0,0.0,0.0
Am243,M43-20,M43,20.0,0.1,6.92842e-08
Am243,M43-20,M43,20.0,0.4,3.05069e-07
Am243,M43-20,M43,20.0,0.7,5.4078e-07
Am243,M43-20,M43,20.0,1.0,7.74868e-07
Am243,M43-20,M43,20.0,1.3,1.00702e-06
Am243,M43-20,M43,20.0,1.6,1.23844e-06
Am243,M43-20,M43,20.0,2.0,1.54408e-06
Am243,M43-20,M43,20.0,2.5,1.92248e-06
Am243,M43-20,M43,20.0,3.0,2.29838e-06
Am243,M43-20,M43,20.0,4.0,3.03668e-06
Am243,M43-20,M43,20.0,5.0,3.76172e-06
Am243,M43-20,M43,20.0,6.0,4.47109e-06
Am243,M43-20,M43,20.0,7.0,5.16711e-06
Am243,M43-20,M43,20.0,8.0,5.84965e-06
Am243,M43-20,M43,20.0,10.0,7.17782e-06
Am243,M43-20,M43,20.0,12.0,8.4602e-06
Am243,M43-20,M43,20.0,14.0,9.69578e-06
Am243,M43-20,M43,20.0,16.0,1.08931e-05
Am243,M43-20,M43,20.0,18.0,1.20525e-05
Am243,M43-20,M43,20.0,20.0,1.31781e-05
Am243,M43-20,M43,20.0,24.0,1.53325e-05
Am243,M43-20,M43,20.0,28.0,1.73927e-05
Am243,M43-20,M43,20.0,34.0,2.03063e-05
Am243,M43-20,M43,20.0,42.0,2.391e-05
Am243,M43-20,M43,20.0,50.0,2.72197e-05
Am243,M43-25,M43,25.0,0.0,0.0
Am243,M43-25,M43,25.0,0.1,6.96509e-08
Am243,M43-25,M43,25.0,0.4,3.06499e-07
Am243,M43-25,M43,25.0,0.7,5.4167e-07
Am243,M43-25,M43,25.0,1.0,7.75617e-07
Am243,M43-25,M43,25.0,1.3,1.00862e-06
Am243,M43-25,M43,25.0,1.6,1.23994e-06
