isotope,case,label,family,th_fraction,burnup,adens
U236,M43-10,"M=43%, Th=10%",M43,10.0,0.0,0.0
U236,M43-10,"M=43%, Th=10%",M43,10.0,0.0795368,1.96684e-08
U236,M43-10,"M=43%, Th=10%",M43,10.0,0.317885,7.86725e-08
U236,M43-10,"M=43%, Th=10%",M43,10.0,0.556198,1.37469e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,0.794596,1.96058e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,1.03304,2.54351e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,1.27151,3.12359e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,1.58966,3.89324e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,1.98765,4.84826e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,2.38619,5.79727e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,3.18419,7.67046e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,3.9836,9.51387e-07
U236,M43-10,"M=43%, Th=10%",M43,10.0,4.7848,1.13281e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,5.58736,1.31124e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,6.39179,1.48676e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,8.00447,1.82872e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,9.62353,2.15908e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,11.2493,2.47832e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,12.8814,2.78641e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,14.5196,3.08319e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,16.165,3.36917e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,19.4744,3.90901e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,22.8092,4.40809e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,27.8632,5.08467e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,34.7019,5.85947e-06
U236,M43-10,"M=43%, Th=10%",M43,10.0,41.657,6.50525e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,0.0,0.0
U236,M43-15,"M=43%, Th=15%",M43,15.0,0.0790548,1.9642e-08
U236,M43-15,"M=43%, Th=15%",M43,15.0,0.315997,7.85256e-08
U236,M43-15,"M=43%, Th=15%",M43,15.0,0.553078,1.37236e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,0.790099,1.9565e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,1.02724,2.53813e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,1.26438,3.11724e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,1.58091,3.88588e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,1.97683,4.83966e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,2.37332,5.78573e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,3.16728,7.65526e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,3.96305,9.49599e-07
U236,M43-15,"M=43%, Th=15%",M43,15.0,4.76026,1.13055e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,5.5595,1.30859e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,6.36014,1.48353e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,7.96698,1.82456e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,9.58164,2.15422e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,11.2034,2.4725e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,12.8322,2.77959e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,14.4681,3.07575e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,16.1119,3.36156e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,19.4227,3.90143e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,22.762,4.40109e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,27.828,5.07994e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,34.6883,5.86258e-06
U236,M43-15,"M=43%, Th=15%",M43,15.0,41.6791,6.52309e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,0.0,0.0
U236,M43-20,"M=43%, Th=20%",M43,20.0,0.0786693,1.96015e-08
U236,M43-20,"M=43%, Th=20%",M43,20.0,0.314506,7.84568e-08
U236,M43-20,"M=43%, Th=20%",M43,20.0,0.55041,1.37082e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,0.786183,1.95436e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,1.02201,2.53549e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,1.25808,3.11433e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,1.57309,3.88221e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,1.96722,4.83508e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,2.36178,5.78113e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,3.15208,7.65016e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,3.94369,9.48696e-07
U236,M43-20,"M=43%, Th=20%",M43,20.0,4.73727,1.12938e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,5.5333,1.30721e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,6.33072,1.48197e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,7.9319,1.82273e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,9.54167,2.15218e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,11.1576,2.47008e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,12.7824,2.77675e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,14.415,3.07273e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,16.0557,3.35832e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,19.3605,3.89848e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,22.6989,4.39945e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,27.7693,5.08148e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,34.6461,5.87241e-06
U236,M43-20,"M=43%, Th=20%",M43,20.0,41.652,6.54411e-06
U236,M43-25,"M=43%, Th=25%",M43,25.0,0.0,0.0
U236,M43-25,"M=43%, Th=25%",M43,25.0,0.0782794,1.95848e-08
U236,M43-25,"M=43%, Th=25%",M43,25.0,0.313162,7.84474e-08
U236,M43-25,"M=43%, Th=25%",M43,25.0,0.547869,1.3707e-07
U236,M43-25,"M=43%, Th=25%",M43,25.0,0.782675,1.95426e-07
U236,M43-25,"M=43%, Th=25%",M43,25.0,1.01744,2.53536e-07
U236,M43-25,"M=43%, Th=25%",M43,25.0,1.25234,3.11391e-07
U236,M43-25,"M=43%, Th=25%",M43,25.0,1.56562,3.88083e-07
U236,M43-25,"M=43%, Th=25%",M43,25.0,1.95781,4.83395e-07
