case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M70-25,0,0.000000,2,1,0.004249,1.119593,11.959272
M70-25,0,0.000000,2,2,0.004032,1.062377,6.237735
M70-25,0,0.000000,3,1,0.004271,1.125305,12.530504
M70-25,0,0.000000,3,2,0.004021,1.059579,5.957916
M70-25,0,0.000000,3,3,0.004042,1.064931,6.493050
M70-25,0,0.000000,4,2,0.004275,1.126309,12.630891
M70-25,0,0.000000,4,3,0.004309,1.135375,13.537537
M70-25,0,0.000000,5,1,0.004363,1.149706,14.970622
M70-25,0,0.000000,5,2,0.004103,1.081151,8.115053
M70-25,0,0.000000,5,3,0.004134,1.089324,8.932378
M70-25,0,0.000000,5,4,0.004477,1.179696,17.969587
M70-25,0,0.000000,5,5,0.003887,1.024278,2.427768
M70-25,0,0.000000,6,1,0.003880,1.022302,2.230156
M70-25,0,0.000000,6,2,0.003695,0.973441,-2.655876
M70-25,0,0.000000,6,3,0.003696,0.973763,-2.623731
M70-25,0,0.000000,6,4,0.003992,1.051799,5.179850
M70-25,0,0.000000,6,5,0.004162,1.096599,9.659855
M70-25,0,0.000000,7,2,0.003984,1.049746,4.974597
M70-25,0,0.000000,7,3,0.004010,1.056678,5.667821
M70-25,0,0.000000,7,5,0.004192,1.104500,10.450041
M70-25,0,0.000000,7,6,0.004032,1.062254,6.225352
M70-25,0,0.000000,7,7,0.003788,0.998127,-0.187302
M70-25,0,0.000000,8,1,0.004105,1.081488,8.148779
M70-25,0,0.000000,8,2,0.003892,1.025442,2.544228
M70-25,0,0.000000,8,3,0.003912,1.030865,3.086476
M70-25,0,0.000000,8,4,0.004134,1.089266,8.926581
M70-25,0,0.000000,8,5,0.003921,1.032991,3.299107
M70-25,0,0.000000,8,6,0.003766,0.992322,-0.767756
M70-25,0,0.000000,8,7,0.003793,0.999313,-0.068735
M70-25,0,0.000000,8,8,0.002986,0.786839,-21.316124
M70-25,0,0.000000,9,1,0.003087,0.813388,-18.661241
M70-25,0,0.000000,9,2,0.003064,0.807259,-19.274103
M70-25,0,0.000000,9,3,0.003079,0.811335,-18.866468
M70-25,0,0.000000,9,4,0.003067,0.808106,-19.189393
M70-25,0,0.000000,9,5,0.003067,0.808104,-19.189630
M70-25,0,0.000000,9,6,0.003047,0.802763,-19.723658
M70-25,0,0.000000,9,7,0.003079,0.811337,-18.866283
M70-25,0,0.000000,9,8,0.003161,0.832895,-16.710490
M70-25,0,0.000000,9,9,0.003262,0.859456,-14.054369
M70-25,1,0.100000,2,1,0.004271,1.126158,12.615759
M70-25,1,0.100000,2,2,0.004012,1.058018,5.801821
M70-25,1,0.100000,3,1,0.004255,1.122028,12.202825
M70-25,1,0.100000,3,2,0.004034,1.063695,6.369539
M70-25,1,0.100000,3,3,0.004033,1.063448,6.344752
M70-25,1,0.100000,4,2,0.004280,1.128568,12.856769
M70-25,1,0.100000,4,3,0.004300,1.133818,13.381770
M70-25,1,0.100000,5,1,0.004360,1.149808,14.980769
M70-25,1,0.100000,5,2,0.004121,1.086599,8.659925
M70-25,1,0.100000,5,3,0.004123,1.087245,8.724529
M70-25,1,0.100000,5,4,0.004476,1.180319,18.031893
M70-25,1,0.100000,5,5,0.003895,1.027191,2.719054
M70-25,1,0.100000,6,1,0.003902,1.028936,2.893615
M70-25,1,0.100000,6,2,0.003679,0.970184,-2.981597
M70-25,1,0.100000,6,3,0.003694,0.974039,-2.596087
M70-25,1,0.100000,6,4,0.003982,1.049905,4.990455
M70-25,1,0.100000,6,5,0.004151,1.094634,9.463380
M70-25,1,0.100000,7,2,0.003982,1.050108,5.010759
M70-25,1,0.100000,7,3,0.003986,1.050978,5.097776
M70-25,1,0.100000,7,5,0.004155,1.095586,9.558571
