case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
A001,uniform,0.0,0.0,0.02,0.0,0.0,0.0,0,0.0,0.000437187,0.0214222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A001,uniform,0.0,0.0,0.02,0.0,0.1,2.631578947368421,1,7.56938e-14,0.00043458,0.0214206,4.6549e-17,6.25738e-19,4.21106e-07,1.63598e-09,8.20279e-12,8.32285e-15,6.60143e-16,2.1259200000000002e-18,5.90128e-09,4.83513e-09
A001,uniform,0.0,0.0,0.02,0.0,0.400001,10.526342105263158,2,3.04103e-13,0.00042685,0.0214159,7.41251e-16,3.26956e-17,3.83563e-06,4.36828e-08,8.86749e-10,3.5875e-12,2.8286e-13,5.3026e-15,2.70862e-08,4.87779e-09
A001,uniform,0.0,0.0,0.02,0.0,0.700003,18.42113157894737,3,5.3782e-13,0.000419275,0.0214112,2.25578e-15,1.45653e-16,7.77357e-06,1.52123e-07,5.52708e-09,3.97931e-11,3.13324e-12,1.11485e-13,3.22856e-08,4.9134e-09
A001,uniform,0.0,0.0,0.02,0.0,1.0,26.31578947368421,4,7.50097e-13,0.000411861,0.0214064,4.57205e-15,3.58997e-16,1.15923e-05,3.22963e-07,1.70209e-08,1.77777e-10,1.39925e-11,7.43481e-13,3.34113e-08,4.94481e-09
A001,uniform,0.0,0.0,0.02,0.0,1.30001,34.210789473684216,5,9.64041e-13,0.000404602,0.0214016,7.67191e-15,6.76869e-16,1.52374e-05,5.49492e-07,3.7929e-08,5.22129e-10,4.10626e-11,2.92682e-12,3.39528e-08,4.973e-09
A001,uniform,0.0,0.0,0.02,0.0,1.60001,42.10552631578948,6,1.17161e-12,0.00039749,0.0213969,1.1538e-14,1.09719e-15,1.87136e-05,8.25427e-07,7.02952e-08,1.20529e-09,9.46671e-11,8.51058e-12,3.44352e-08,4.99745e-09
A001,uniform,0.0,0.0,0.02,0.0,2.00001,52.63184210526316,7,1.45389e-12,0.000388223,0.0213905,1.78559e-14,1.80954e-15,2.31042e-05,1.26069e-06,1.34016e-07,2.91158e-09,2.28118e-10,2.63397e-11,3.50698e-08,5.0259e-09
A001,uniform,0.0,0.0,0.02,0.0,2.50001,65.78973684210527,8,1.7905e-12,0.000376967,0.0213824,2.75705e-14,2.92808e-15,2.82293e-05,1.89729e-06,2.50097e-07,6.89912e-09,5.3835e-10,8.00048e-11,3.58628e-08,5.05505e-09
A001,uniform,0.0,0.0,0.02,0.0,3.00001,78.94763157894737,9,2.11008e-12,0.000366053,0.0213744,3.92398e-14,4.28034e-15,3.2985e-05,2.61978e-06,4.09037e-07,1.37443e-08,1.06719e-09,1.9569e-10,3.66335e-08,5.07891e-09
A001,uniform,0.0,0.0,0.02,0.0,4.00002,105.26368421052632,10,2.71841e-12,0.000345169,0.0213581,6.81859e-14,7.61661e-15,4.1522e-05,4.2658e-06,8.58577e-07,3.94875e-08,3.02778e-09,7.77982e-10,3.80151e-08,5.1102e-09
