case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
B006,uniform,0.7,0.0,0.0,0.3,0.0,0.0,0,0.00669803,0.0,1.23938e-18,0.0156287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B006,uniform,0.7,0.0,0.0,0.3,0.1,2.631578947368421,1,0.00669541,4.4066e-11,1.23924e-18,0.0156284,2.90282e-07,4.24058e-23,1.90653e-26,1.12052e-29,5.33551e-34,9.585e-34,0.0,5.3136e-09,2.75927e-08
B006,uniform,0.7,0.0,0.0,0.3,0.400001,10.526342105263158,2,0.00668768,7.10239e-10,1.24088e-18,0.0156275,1.0601e-06,3.9135e-22,3.2932799999999997e-25,7.815570000000001e-28,1.49998e-31,2.69328e-31,5.27032e-35,4.91506e-08,2.81073e-08
B006,uniform,0.7,0.0,0.0,0.3,0.700001,18.42107894736842,3,0.00668008,2.17144e-09,1.2690800000000002e-18,0.0156265,1.68894e-06,8.119429999999999e-22,1.03431e-24,4.3033899999999995e-27,1.45014e-30,2.59829e-30,9.463510000000001e-34,9.93244e-08,2.81052e-08
B006,uniform,0.7,0.0,0.0,0.3,1.0,26.31578947368421,4,0.0066726,4.42341e-09,1.4026500000000002e-18,0.0156255,2.20265e-06,1.26901e-21,2.15369e-24,1.2769400000000001e-26,6.1495200000000004e-30,1.1004400000000001e-29,5.87692e-33,1.48225e-07,2.81049e-08
B006,uniform,0.7,0.0,0.0,0.3,1.3,34.21052631578947,5,0.00666521,7.458e-09,1.79331e-18,0.0156246,2.62252e-06,1.86393e-21,3.77667e-24,2.86296e-26,1.7846800000000002e-29,3.1894200000000004e-29,2.2431999999999998e-32,1.95283e-07,2.81034e-08
B006,uniform,0.7,0.0,0.0,0.3,1.6,42.10526315789474,6,0.0066579,1.12708e-08,2.6736100000000003e-18,0.0156236,2.96572e-06,2.8830799999999998e-21,6.197840000000001e-24,5.53244e-26,4.18267e-29,7.46456e-29,6.49006e-32,2.40519e-07,2.81021e-08
B006,uniform,0.7,0.0,0.0,0.3,2.0,52.631578947368425,7,0.00664825,1.7558e-08,5.16516e-18,0.0156223,3.32814e-06,6.02706e-21,1.2085300000000001e-23,1.19281e-25,1.07464e-28,1.9136999999999998e-28,2.05578e-31,2.98122e-07,2.80954e-08
B006,uniform,0.7,0.0,0.0,0.3,2.5,65.78947368421053,8,0.0066363,2.73248e-08,1.18345e-17,0.0156207,3.66394e-06,1.73761e-20,3.07412e-23,3.00372e-25,3.00009e-28,5.32314e-28,6.797389999999999e-31,3.65994e-07,2.80891e-08
B006,uniform,0.7,0.0,0.0,0.3,3.00001,78.94763157894737,9,0.00662445,3.91806e-08,2.48482e-17,0.0156191,3.90528e-06,4.8435599999999995e-20,8.33405e-23,7.85636e-25,7.972070000000001e-28,1.4081899999999999e-27,1.96378e-30,4.29536e-07,2.80857e-08
B006,uniform,0.7,0.0,0.0,0.3,4.00001,105.26342105263156,10,0.00660094,6.90937e-08,8.32529e-17,0.0156158,4.20376e-06,2.74296e-19,5.37315e-22,5.410330000000001e-24,5.6230899999999996e-27,9.84401e-27,1.45094e-29,5.4476e-07,2.80569e-08
B006,uniform,0.7,0.0,0.0,0.3,5.00001,131.5792105263158,11,0.00657758,1.07049e-07,2.13771e-16,0.0156126,4.36178e-06,1.08126e-18,2.53482e-21,2.99672e-23,3.50056e-26,6.08899e-26,9.782970000000001e-29,6.4573e-07,2.80502e-08
B006,uniform,0.7,0.0,0.0,0.3,6.00001,157.89499999999998,12,0.0065543,1.52891e-07,4.59993e-16,0.0156093,4.44672e-06,3.3194100000000004e-18,9.19586e-21,1.28283e-22,1.73672e-25,3.0068199999999997e-25,5.50858e-28,7.34142e-07,2.80419e-08
B006,uniform,0.7,0.0,0.0,0.3,7.00001,184.2107894736842,13,0.00653107,2.0646e-07,8.75866e-16,0.015606,4.49603e-06,8.552080000000001e-18,2.74665e-20,4.45171e-22,6.95753e-25,1.1995e-24,2.5230899999999997e-27,8.11547e-07,2.80342e-08
B006,uniform,0.7,0.0,0.0,0.3,8.00002,210.52684210526317,14,0.00650786,2.6755e-07,1.52573e-15,0.0156027,4.52671e-06,1.93767e-17,7.09149e-20,1.3148799999999999e-21,2.34155e-24,4.02203e-24,9.6443e-27,8.79211e-07,2.80253e-08
B006,uniform,0.7,0.0,0.0,0.3,10.0,263.15789473684214,15,0.00646149,4.11728e-07,3.83846e-15,0.0155962,4.56269e-06,7.57082e-17,3.45817e-19,8.05177e-21,1.79795e-23,3.06664e-23,9.27296e-26,9.89847e-07,2.79619e-08
B006,uniform,0.7,0.0,0.0,0.3,12.0,315.7894736842105,16,0.00641516,5.83826e-07,8.10939e-15,0.0155895,4.58916e-06,2.299e-16,1.261e-18,3.53966e-20,9.54192e-23,1.61452e-22,5.93976e-25,1.07337e-06,2.79401e-08
B006,uniform,0.7,0.0,0.0,0.3,14.0,368.42105263157896,17,0.00636888,7.83251e-07,1.52199e-14,0.0155829,4.61179e-06,5.87078e-16,3.76153e-18,1.23969e-19,3.9205399999999998e-22,6.5811599999999995e-22,2.8660200000000002e-24,1.13586e-06,2.79179e-08
B006,uniform,0.7,0.0,0.0,0.3,16.0,421.0526315789474,18,0.00632262,1.00831e-06,2.61971e-14,0.0155762,4.63408e-06,1.32098e-15,9.691450000000001e-18,3.67006e-19,1.33514e-21,2.22296e-21,1.12027e-23,1.18181e-06,2.78935e-08
B006,uniform,0.7,0.0,0.0,0.3,18.0,473.6842105263158,19,0.00627639,1.25899e-06,4.22782e-14,0.0155695,4.65515e-06,2.69951e-15,2.23243e-17,9.55063e-19,3.93545e-21,6.500419999999999e-21,3.7363e-23,1.21493e-06,2.7869e-08
B006,uniform,0.7,0.0,0.0,0.3,20.0,526.3157894736843,20,0.0062302,1.53389e-06,6.48261e-14,0.0155628,4.67703e-06,5.11496e-15,4.70957e-17,2.2492600000000003e-18,1.03609e-20,1.6973399999999998e-20,1.09831e-22,1.2378e-06,2.78419e-08
B006,uniform,0.7,0.0,0.0,0.3,24.0,631.578947368421,21,0.00613793,2.15434e-06,1.35668e-13,0.0155492,4.71359e-06,1.54551e-14,1.71412e-16,9.9296e-18,5.553139999999999e-20,8.959109999999999e-20,7.12361e-22,1.26176e-06,2.76998e-08
B006,uniform,0.7,0.0,0.0,0.3,28.0001,736.8447368421052,22,0.00604578,2.86337e-06,2.53239e-13,0.0155355,4.75542e-06,3.93988e-14,5.11723e-16,3.48513e-17,2.3034e-19,3.65427e-19,3.48154e-21,1.26591e-06,2.76406e-08
B006,uniform,0.7,0.0,0.0,0.3,34.0001,894.7394736842107,23,0.00590781,4.08441e-06,5.55766e-13,0.0155148,4.80979e-06,1.2823e-13,2.03342e-15,1.7049e-16,1.3924100000000001e-18,2.1558100000000002e-18,2.5864399999999998e-20,1.25146e-06,2.74592e-08
B006,uniform,0.7,0.0,0.0,0.3,42.0001,1105.2657894736844,24,0.00572432,5.98451e-06,1.30946e-12,0.0154867,4.88549e-06,4.64631e-13,9.1704e-15,9.6463e-16,9.975290000000001e-18,1.49343e-17,2.33297e-19,1.21354e-06,2.7236e-08
B006,uniform,0.7,0.0,0.0,0.3,50.0001,1315.792105263158,25,0.00554141,8.16887e-06,2.66521e-12,0.0154581,4.97488e-06,1.35044e-12,3.1942e-14,4.06945e-15,5.13199e-17,7.40509e-17,1.44772e-18,1.16632e-06,2.70882e-08
