case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
B001,uniform,0.95,0.0,0.0,0.05,0.0,0.0,0,0.0011174,0.0,9.304200000000001e-19,0.0212305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B001,uniform,0.95,0.0,0.0,0.05,0.1,2.631578947368421,1,0.00111484,1.39466e-10,9.30649e-19,0.0212296,8.9994e-07,8.71458e-23,1.53942e-25,4.2994900000000005e-28,1.53234e-31,3.5294e-32,2.7569699999999996e-35,5.00324e-09,1.22056e-08
B001,uniform,0.95,0.0,0.0,0.05,0.400001,10.526342105263158,2,0.0011075,2.26987e-09,1.4255900000000002e-18,0.0212266,3.30005e-06,8.71004e-22,3.853e-24,4.24286e-26,5.9683e-29,1.36782e-29,6.12905e-32,3.67146e-08,1.22649e-08
B001,uniform,0.95,0.0,0.0,0.05,0.700002,18.42110526315789,3,0.00110061,6.95675e-09,8.30827e-18,0.0212237,5.26785e-06,4.93072e-21,2.16622e-23,3.25627e-25,7.27671e-28,1.65377e-28,1.32642e-30,5.86833e-08,1.22163e-08
B001,uniform,0.95,0.0,0.0,0.05,1.0,26.31578947368421,4,0.00109408,1.41954e-08,4.0958e-17,0.0212207,6.8828e-06,4.0306499999999994e-20,1.60799e-22,2.25251e-24,5.2846699999999995e-27,1.1900399999999999e-27,1.1542600000000001e-29,7.05544e-08,1.21689e-08
B001,uniform,0.95,0.0,0.0,0.05,1.3,34.21052631578947,5,0.00108784,2.39713e-08,1.37278e-16,0.0212177,8.20956e-06,2.2587300000000002e-19,1.02881e-21,1.5735700000000002e-23,3.81644e-26,8.51885e-27,8.574650000000001e-29,7.66939e-08,1.21189e-08
B001,uniform,0.95,0.0,0.0,0.05,1.6,42.10526315789474,6,0.00108186,3.62623e-08,3.56279e-16,0.0212147,9.3011e-06,8.94388e-19,4.8086e-21,8.64478e-23,2.3776799999999997e-25,5.26835e-26,5.850680000000001e-28,7.98074e-08,1.20697e-08
B001,uniform,0.95,0.0,0.0,0.05,2.00001,52.63184210526316,7,0.00107418,5.6528e-08,9.83293e-16,0.0212107,1.04639e-05,3.889830000000001e-18,2.5607899999999998e-20,5.6841099999999995e-22,1.9048700000000002e-24,4.18601e-25,5.6047499999999994e-27,8.16812e-08,1.20017e-08
B001,uniform,0.95,0.0,0.0,0.05,2.50001,65.78973684210527,8,0.00106497,8.80286e-08,2.68545e-15,0.0212057,1.15588e-05,1.6686e-17,1.36044e-19,3.78615e-21,1.58619e-23,3.452380000000001e-24,5.81357e-26,8.24873e-08,1.19215e-08
B001,uniform,0.95,0.0,0.0,0.05,3.00001,78.94763157894737,9,0.00105608,1.26323e-07,6.05261e-15,0.0212006,1.23626e-05,5.42975e-17,5.29462e-19,1.77487e-20,9.001290000000001e-23,1.94004e-23,3.9913499999999998e-25,8.26962e-08,1.18448e-08
