case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M70-10,0,0.000000,2,1,0.004203,1.109404,10.940420
M70-10,0,0.000000,2,2,0.003971,1.047945,4.794513
M70-10,0,0.000000,3,1,0.004204,1.109568,10.956784
M70-10,0,0.000000,3,2,0.003990,1.053145,5.314457
M70-10,0,0.000000,3,3,0.003987,1.052210,5.221026
M70-10,0,0.000000,4,2,0.004244,1.120049,12.004856
M70-10,0,0.000000,4,3,0.004276,1.128515,12.851548
M70-10,0,0.000000,5,1,0.004299,1.134633,13.463341
M70-10,0,0.000000,5,2,0.004072,1.074808,7.480807
M70-10,0,0.000000,5,3,0.004122,1.087944,8.794394
M70-10,0,0.000000,5,4,0.004440,1.171737,17.173690
M70-10,0,0.000000,5,5,0.003913,1.032724,3.272420
M70-10,0,0.000000,6,1,0.003901,1.029570,2.957022
M70-10,0,0.000000,6,2,0.003678,0.970616,-2.938415
M70-10,0,0.000000,6,3,0.003710,0.979062,-2.093835
M70-10,0,0.000000,6,4,0.004013,1.059086,5.908567
M70-10,0,0.000000,6,5,0.004194,1.106955,10.695492
M70-10,0,0.000000,7,2,0.004014,1.059408,5.940767
M70-10,0,0.000000,7,3,0.004051,1.069115,6.911507
M70-10,0,0.000000,7,5,0.004185,1.104606,10.460593
M70-10,0,0.000000,7,6,0.004058,1.071132,7.113150
M70-10,0,0.000000,7,7,0.003827,1.010089,1.008944
M70-10,0,0.000000,8,1,0.004137,1.091842,9.184220
M70-10,0,0.000000,8,2,0.003928,1.036823,3.682305
M70-10,0,0.000000,8,3,0.003949,1.042149,4.214919
M70-10,0,0.000000,8,4,0.004147,1.094455,9.445513
M70-10,0,0.000000,8,5,0.003943,1.040798,4.079786
M70-10,0,0.000000,8,6,0.003800,1.002926,0.292634
M70-10,0,0.000000,8,7,0.003823,1.009065,0.906538
M70-10,0,0.000000,8,8,0.002977,0.785632,-21.436817
M70-10,0,0.000000,9,1,0.003077,0.811988,-18.801197
M70-10,0,0.000000,9,2,0.003054,0.805998,-19.400216
M70-10,0,0.000000,9,3,0.003044,0.803318,-19.668238
M70-10,0,0.000000,9,4,0.003074,0.811365,-18.863485
M70-10,0,0.000000,9,5,0.003037,0.801503,-19.849665
M70-10,0,0.000000,9,6,0.003015,0.795623,-20.437731
M70-10,0,0.000000,9,7,0.003038,0.801795,-19.820474
M70-10,0,0.000000,9,8,0.003134,0.827138,-17.286178
M70-10,0,0.000000,9,9,0.003240,0.855260,-14.473962
M70-10,1,0.100000,2,1,0.004204,1.107408,10.740808
M70-10,1,0.100000,2,2,0.003978,1.048005,4.800465
M70-10,1,0.100000,3,1,0.004226,1.113433,11.343299
M70-10,1,0.100000,3,2,0.003986,1.050120,5.012009
M70-10,1,0.100000,3,3,0.004008,1.055824,5.582360
M70-10,1,0.100000,4,2,0.004258,1.121721,12.172086
M70-10,1,0.100000,4,3,0.004278,1.127040,12.703975
M70-10,1,0.100000,5,1,0.004344,1.144300,14.430044
M70-10,1,0.100000,5,2,0.004097,1.079362,7.936210
M70-10,1,0.100000,5,3,0.004111,1.083003,8.300286
M70-10,1,0.100000,5,4,0.004457,1.174140,17.414046
M70-10,1,0.100000,5,5,0.003901,1.027635,2.763535
M70-10,1,0.100000,6,1,0.003927,1.034551,3.455069
M70-10,1,0.100000,6,2,0.003705,0.975959,-2.404134
M70-10,1,0.100000,6,3,0.003721,0.980274,-1.972616
M70-10,1,0.100000,6,4,0.004029,1.061432,6.143227
M70-10,1,0.100000,6,5,0.004201,1.106763,10.676265
M70-10,1,0.100000,7,2,0.004023,1.059799,5.979893
M70-10,1,0.100000,7,3,0.004017,1.058181,5.818140
M70-10,1,0.100000,7,5,0.004196,1.105311,10.531109
M70-10,1,0.100000,7,6,0.004058,1.069122,6.912213
M70-10,1,0.100000,7,7,0.003821,1.006673,0.667331
M70-10,1,0.100000,8,1,0.004135,1.089223,8.922272
M70-10,1,0.100000,8,2,0.003937,1.037233,3.723253
M70-10,1,0.100000,8,3,0.003929,1.035093,3.509338
M70-10,1,0.100000,8,4,0.004156,1.094960,9.496047
M70-10,1,0.100000,8,5,0.003944,1.039011,3.901076
M70-10,1,0.100000,8,6,0.003810,1.003804,0.380443
M70-10,1,0.100000,8,7,0.003830,1.008865,0.886515
M70-10,1,0.100000,8,8,0.002986,0.786647,-21.335332
M70-10,1,0.100000,9,1,0.003062,0.806553,-19.344715
M70-10,1,0.100000,9,2,0.003059,0.805990,-19.400960
M70-10,1,0.100000,9,3,0.003069,0.808582,-19.141786
M70-10,1,0.100000,9,4,0.003085,0.812657,-18.734347
M70-10,1,0.100000,9,5,0.003042,0.801351,-19.864907
M70-10,1,0.100000,9,6,0.003022,0.796138,-20.386205
M70-10,1,0.100000,9,7,0.003065,0.807353,-19.264681
M70-10,1,0.100000,9,8,0.003120,0.821872,-17.812829
M70-10,1,0.100000,9,9,0.003244,0.854612,-14.538804
M70-10,2,0.400000,2,1,0.004212,1.110847,11.084712
M70-10,2,0.400000,2,2,0.003993,1.053021,5.302138
M70-10,2,0.400000,3,1,0.004223,1.113608,11.360839
M70-10,2,0.400000,3,2,0.003966,1.046022,4.602195
M70-10,2,0.400000,3,3,0.004006,1.056402,5.640242
M70-10,2,0.400000,4,2,0.004232,1.116093,11.609274
M70-10,2,0.400000,4,3,0.004276,1.127692,12.769165
M70-10,2,0.400000,5,1,0.004316,1.138286,13.828574
M70-10,2,0.400000,5,2,0.004088,1.078063,7.806268
M70-10,2,0.400000,5,3,0.004120,1.086449,8.644933
M70-10,2,0.400000,5,4,0.004458,1.175796,17.579625
M70-10,2,0.400000,5,5,0.003910,1.031266,3.126618
M70-10,2,0.400000,6,1,0.003914,1.032345,3.234484
M70-10,2,0.400000,6,2,0.003692,0.973773,-2.622726
M70-10,2,0.400000,6,3,0.003728,0.983183,-1.681733
M70-10,2,0.400000,6,4,0.004035,1.064256,6.425634
M70-10,2,0.400000,6,5,0.004182,1.102798,10.279804
M70-10,2,0.400000,7,2,0.004026,1.061819,6.181946
M70-10,2,0.400000,7,3,0.004047,1.067231,6.723123
M70-10,2,0.400000,7,5,0.004175,1.101200,10.119983
M70-10,2,0.400000,7,6,0.004069,1.073168,7.316782
M70-10,2,0.400000,7,7,0.003799,1.001834,0.183376
M70-10,2,0.400000,8,1,0.004127,1.088433,8.843259
M70-10,2,0.400000,8,2,0.003933,1.037387,3.738739
M70-10,2,0.400000,8,3,0.003912,1.031773,3.177254
M70-10,2,0.400000,8,4,0.004150,1.094454,9.445358
M70-10,2,0.400000,8,5,0.003945,1.040457,4.045722
M70-10,2,0.400000,8,6,0.003798,1.001689,0.168871
M70-10,2,0.400000,8,7,0.003830,1.010189,1.018877
M70-10,2,0.400000,8,8,0.002973,0.784156,-21.584406
M70-10,2,0.400000,9,1,0.003062,0.807606,-19.239412
M70-10,2,0.400000,9,2,0.003059,0.806659,-19.334065
M70-10,2,0.400000,9,3,0.003053,0.805223,-19.477693
M70-10,2,0.400000,9,4,0.003060,0.807132,-19.286778
M70-10,2,0.400000,9,5,0.003047,0.803712,-19.628838
M70-10,2,0.400000,9,6,0.003038,0.801208,-19.879198
M70-10,2,0.400000,9,7,0.003050,0.804256,-19.574430
M70-10,2,0.400000,9,8,0.003135,0.826820,-17.318023
M70-10,2,0.400000,9,9,0.003237,0.853695,-14.630495
M70-10,3,0.700000,2,1,0.004218,1.112997,11.299660
M70-10,3,0.700000,2,2,0.003982,1.050731,5.073141
M70-10,3,0.700000,3,1,0.004209,1.110730,11.072978
M70-10,3,0.700000,3,2,0.003997,1.054753,5.475312
M70-10,3,0.700000,3,3,0.004002,1.055967,5.596702
M70-10,3,0.700000,4,2,0.004227,1.115599,11.559857
M70-10,3,0.700000,4,3,0.004286,1.130976,13.097553
M70-10,3,0.700000,5,1,0.004311,1.137578,13.757810
M70-10,3,0.700000,5,2,0.004100,1.081971,8.197088
M70-10,3,0.700000,5,3,0.004110,1.084523,8.452271
M70-10,3,0.700000,5,4,0.004445,1.173045,17.304511
M70-10,3,0.700000,5,5,0.003909,1.031557,3.155706
M70-10,3,0.700000,6,1,0.003898,1.028557,2.855661
M70-10,3,0.700000,6,2,0.003705,0.977779,-2.222139
M70-10,3,0.700000,6,3,0.003740,0.986901,-1.309866
M70-10,3,0.700000,6,4,0.004013,1.059002,5.900177
M70-10,3,0.700000,6,5,0.004196,1.107233,10.723321
M70-10,3,0.700000,7,2,0.004010,1.058160,5.815996
M70-10,3,0.700000,7,3,0.004019,1.060530,6.052970
M70-10,3,0.700000,7,5,0.004195,1.107112,10.711182
M70-10,3,0.700000,7,6,0.004069,1.073806,7.380608
M70-10,3,0.700000,7,7,0.003812,1.005957,0.595694
M70-10,3,0.700000,8,1,0.004125,1.088476,8.847581
M70-10,3,0.700000,8,2,0.003916,1.033449,3.344916
M70-10,3,0.700000,8,3,0.003930,1.037075,3.707503
M70-10,3,0.700000,8,4,0.004154,1.096097,9.609699
M70-10,3,0.700000,8,5,0.003942,1.040265,4.026547
M70-10,3,0.700000,8,6,0.003786,0.999199,-0.080132
M70-10,3,0.700000,8,7,0.003821,1.008387,0.838738
M70-10,3,0.700000,8,8,0.002981,0.786550,-21.345035
M70-10,3,0.700000,9,1,0.003054,0.805985,-19.401474
M70-10,3,0.700000,9,2,0.003040,0.802209,-19.779129
M70-10,3,0.700000,9,3,0.003049,0.804559,-19.544054
M70-10,3,0.700000,9,4,0.003055,0.806244,-19.375586
M70-10,3,0.700000,9,5,0.003044,0.803222,-19.677795
M70-10,3,0.700000,9,6,0.003019,0.796661,-20.333855
M70-10,3,0.700000,9,7,0.003051,0.805122,-19.487766
M70-10,3,0.700000,9,8,0.003141,0.828998,-17.100208
M70-10,3,0.700000,9,9,0.003229,0.852039,-14.796145
M70-10,4,1.000000,2,1,0.004230,1.114829,11.482884
M70-10,4,1.000000,2,2,0.003996,1.053273,5.327315
M70-10,4,1.000000,3,1,0.004226,1.113775,11.377458
M70-10,4,1.000000,3,2,0.004005,1.055656,5.565578
M70-10,4,1.000000,3,3,0.004005,1.055640,5.563996
M70-10,4,1.000000,4,2,0.004281,1.128302,12.830230
M70-10,4,1.000000,4,3,0.004274,1.126547,12.654696
M70-10,4,1.000000,5,1,0.004347,1.145674,14.567390
M70-10,4,1.000000,5,2,0.004112,1.083699,8.369913
M70-10,4,1.000000,5,3,0.004131,1.088723,8.872269
M70-10,4,1.000000,5,4,0.004452,1.173485,17.348531
M70-10,4,1.000000,5,5,0.003914,1.031640,3.163970
M70-10,4,1.000000,6,1,0.003903,1.028564,2.856389
M70-10,4,1.000000,6,2,0.003678,0.969499,-3.050111
M70-10,4,1.000000,6,3,0.003740,0.985790,-1.421013
M70-10,4,1.000000,6,4,0.004011,1.057285,5.728461
M70-10,4,1.000000,6,5,0.004176,1.100778,10.077817
M70-10,4,1.000000,7,2,0.004015,1.058252,5.825190
M70-10,4,1.000000,7,3,0.004026,1.061064,6.106414
M70-10,4,1.000000,7,5,0.004179,1.101545,10.154514
M70-10,4,1.000000,7,6,0.004066,1.071659,7.165947
M70-10,4,1.000000,7,7,0.003804,1.002603,0.260270
M70-10,4,1.000000,8,1,0.004142,1.091783,9.178268
M70-10,4,1.000000,8,2,0.003927,1.035048,3.504760
M70-10,4,1.000000,8,3,0.003941,1.038624,3.862418
M70-10,4,1.000000,8,4,0.004130,1.088446,8.844595
M70-10,4,1.000000,8,5,0.003931,1.036007,3.600698
M70-10,4,1.000000,8,6,0.003806,1.003209,0.320890
M70-10,4,1.000000,8,7,0.003809,1.003986,0.398642
M70-10,4,1.000000,8,8,0.002978,0.784821,-21.517874
M70-10,4,1.000000,9,1,0.003055,0.805093,-19.490660
M70-10,4,1.000000,9,2,0.003047,0.803107,-19.689257
M70-10,4,1.000000,9,3,0.003061,0.806660,-19.334024
