case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M43-20,0,0.000000,2,1,0.004233,1.117508,11.750776
M43-20,0,0.000000,2,2,0.003988,1.052997,5.299670
M43-20,0,0.000000,3,1,0.004211,1.111644,11.164407
M43-20,0,0.000000,3,2,0.003987,1.052667,5.266669
M43-20,0,0.000000,3,3,0.004001,1.056292,5.629156
M43-20,0,0.000000,4,2,0.004227,1.115903,11.590257
M43-20,0,0.000000,4,3,0.004264,1.125663,12.566305
M43-20,0,0.000000,5,1,0.004329,1.142863,14.286336
M43-20,0,0.000000,5,2,0.004092,1.080211,8.021094
M43-20,0,0.000000,5,3,0.004121,1.087867,8.786726
M43-20,0,0.000000,5,4,0.004471,1.180321,18.032122
M43-20,0,0.000000,5,5,0.003985,1.052205,5.220467
M43-20,0,0.000000,6,1,0.003970,1.048004,4.800426
M43-20,0,0.000000,6,2,0.003739,0.987115,-1.288456
M43-20,0,0.000000,6,3,0.003764,0.993821,-0.617869
M43-20,0,0.000000,6,4,0.004074,1.075535,7.553531
M43-20,0,0.000000,6,5,0.004251,1.122429,12.242892
M43-20,0,0.000000,7,2,0.004067,1.073854,7.385356
M43-20,0,0.000000,7,3,0.004087,1.078899,7.889881
M43-20,0,0.000000,7,5,0.004242,1.119987,11.998682
M43-20,0,0.000000,7,6,0.004112,1.085634,8.563373
M43-20,0,0.000000,7,7,0.003832,1.011724,1.172389
M43-20,0,0.000000,8,1,0.004143,1.093876,9.387614
M43-20,0,0.000000,8,2,0.003956,1.044382,4.438203
M43-20,0,0.000000,8,3,0.003983,1.051555,5.155521
M43-20,0,0.000000,8,4,0.004198,1.108312,10.831226
M43-20,0,0.000000,8,5,0.003968,1.047532,4.753168
M43-20,0,0.000000,8,6,0.003814,1.006972,0.697169
M43-20,0,0.000000,8,7,0.003825,1.009844,0.984413
M43-20,0,0.000000,8,8,0.002879,0.760179,-23.982063
M43-20,0,0.000000,9,1,0.002986,0.788381,-21.161899
M43-20,0,0.000000,9,2,0.002990,0.789453,-21.054737
M43-20,0,0.000000,9,3,0.002974,0.785090,-21.490989
M43-20,0,0.000000,9,4,0.002977,0.785870,-21.413026
M43-20,0,0.000000,9,5,0.002961,0.781630,-21.837001
M43-20,0,0.000000,9,6,0.002934,0.774701,-22.529871
M43-20,0,0.000000,9,7,0.002954,0.779918,-22.008186
M43-20,0,0.000000,9,8,0.003022,0.797711,-20.228938
M43-20,0,0.000000,9,9,0.003111,0.821452,-17.854794
M43-20,1,0.100000,2,1,0.004216,1.111917,11.191721
M43-20,1,0.100000,2,2,0.003999,1.054684,5.468424
M43-20,1,0.100000,3,1,0.004241,1.118394,11.839393
M43-20,1,0.100000,3,2,0.004013,1.058263,5.826279
M43-20,1,0.100000,3,3,0.004022,1.060681,6.068101
M43-20,1,0.100000,4,2,0.004257,1.122669,12.266867
M43-20,1,0.100000,4,3,0.004301,1.134224,13.422444
M43-20,1,0.100000,5,1,0.004359,1.149583,14.958291
