case,layout_base,Th_level,Pu_level,U235_enrichment,U233_enrichment,burnup_MWd_kgHM,EFPD,BURN_STEP,Adens_U233,Adens_U235,Adens_U238,Adens_Th232,Adens_Pa233,Adens_Pu239,Adens_Pu240,Adens_Pu241,Adens_Pu242,Adens_Am241,Adens_Am243,Adens_Sm149,Adens_Xe135
B002,uniform,0.9,0.0,0.0,0.1,0.0,0.0,0,0.00223437,0.0,0.0,0.0201093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B002,uniform,0.9,0.0,0.0,0.1,0.1,2.631578947368421,1,0.00223178,9.55731e-11,6.948540000000001e-23,0.0201087,5.71252e-07,2.9840800000000004e-28,2.10994e-31,1.40142e-34,0.0,0.0,0.0,5.2233e-09,1.9596e-08
B002,uniform,0.9,0.0,0.0,0.1,0.400001,10.526342105263158,2,0.00222422,1.5496e-09,6.511469999999999e-20,0.0201068,2.09191e-06,5.41564e-24,5.7791299999999996e-27,1.52578e-29,4.64567e-33,2.26482e-33,1.52356e-36,4.45228e-08,1.97829e-08
B002,uniform,0.9,0.0,0.0,0.1,0.700002,18.42110526315789,3,0.00221695,4.74124e-09,9.609e-19,0.0201049,3.33574e-06,2.59837e-22,3.7721099999999997e-25,1.7339499999999997e-27,9.215139999999999e-31,4.4738e-31,5.865660000000001e-34,8.24026e-08,1.97623e-08
B002,uniform,0.9,0.0,0.0,0.1,1.0,26.31578947368421,4,0.0022099,9.6562e-09,5.174250000000001e-18,0.0201031,4.35375e-06,2.92117e-21,5.4410300000000006e-24,3.58314e-26,2.72517e-29,1.31757e-29,2.58982e-32,1.12723e-07,1.97426e-08
B002,uniform,0.9,0.0,0.0,0.1,1.3,34.21052631578947,5,0.00220304,1.62914e-08,1.75206e-17,0.0201012,5.18735e-06,1.6860000000000002e-20,3.86174e-23,3.31974e-25,3.2935300000000003e-28,1.5867300000000002e-28,4.18519e-31,1.36555e-07,1.97203e-08
B002,uniform,0.9,0.0,0.0,0.1,1.6,42.10526315789474,6,0.00219634,2.46188e-08,4.5435e-17,0.0200993,5.87068e-06,6.64197e-20,1.81352e-22,1.9253700000000003e-24,2.36151e-27,1.1336899999999999e-27,3.76399e-30,1.55234e-07,1.96961e-08
B002,uniform,0.9,0.0,0.0,0.1,2.00001,52.63184210526316,7,0.00218759,3.83442e-08,1.24876e-16,0.0200967,6.59506e-06,2.85314e-19,9.50378e-22,1.26675e-23,1.9538800000000002e-26,9.33918e-27,3.9658700000000003e-29,1.74003e-07,1.9659e-08
B002,uniform,0.9,0.0,0.0,0.1,2.50001,65.78973684210527,8,0.00217689,5.96521e-08,3.386e-16,0.0200935,7.26949e-06,1.2063200000000001e-18,4.9424999999999995e-21,8.29098e-23,1.60971e-25,7.65348e-26,4.14347e-28,1.90254e-07,1.9611e-08
B002,uniform,0.9,0.0,0.0,0.1,3.00001,78.94763157894737,9,0.00216639,8.55123e-08,7.57244e-16,0.0200904,7.75802e-06,3.8758300000000006e-18,1.8899699999999998e-20,3.82714e-22,8.98055e-25,4.24588e-25,2.81043e-27,2.00972e-07,1.95677e-08
B002,uniform,0.9,0.0,0.0,0.1,4.00001,105.26342105263156,10,0.00214578,1.50518e-07,2.64981e-15,0.0200839,8.37455e-06,2.40186e-17,1.55194e-19,4.22873e-21,1.34049e-23,6.276210000000001e-24,5.69884e-26,2.12617e-07,1.94531e-08
B002,uniform,0.9,0.0,0.0,0.1,5.00001,131.5792105263158,11,0.00212548,2.32945e-07,6.92449e-15,0.0200775,8.71365e-06,9.76624e-17,7.8759e-19,2.70095e-20,1.08316e-22,5.0161999999999996e-23,5.83568e-25,2.1737e-07,1.93625e-08
B002,uniform,0.9,0.0,0.0,0.1,6.00002,157.89526315789473,12,0.00210536,3.32138e-07,1.507e-14,0.020071,8.91361e-06,3.05431e-16,2.95583e-18,1.22339e-19,5.95034e-22,2.72584e-22,3.88291e-24,2.19013e-07,1.92689e-08
B002,uniform,0.9,0.0,0.0,0.1,7.00002,184.21105263157892,13,0.00208535,4.47553e-07,2.89584e-14,0.0200645,9.04259e-06,7.97959e-16,9.01944e-18,4.37922e-19,2.50939e-21,1.13697e-21,1.92226e-23,2.19231e-07,1.91727e-08
B002,uniform,0.9,0.0,0.0,0.1,8.00002,210.52684210526317,14,0.00206543,5.78836e-07,5.08887e-14,0.0200579,9.13586e-06,1.82943e-15,2.36606e-17,1.3197700000000001e-18,8.72334e-21,3.91017e-21,7.69495e-23,2.18837e-07,1.90784e-08
