case,bstep,burnup_MWd_kgHM,row_1of8,col_1of8,power_raw,power_normalized,rel_error_pct
M87-15,0,0.000000,2,1,0.004043,1.067180,6.717954
M87-15,0,0.000000,2,2,0.003827,1.009987,0.998715
M87-15,0,0.000000,3,1,0.004067,1.073356,7.335565
M87-15,0,0.000000,3,2,0.003828,1.010280,1.028012
M87-15,0,0.000000,3,3,0.003863,1.019550,1.954956
M87-15,0,0.000000,4,2,0.004136,1.091734,9.173354
M87-15,0,0.000000,4,3,0.004149,1.095072,9.507234
M87-15,0,0.000000,5,1,0.004213,1.112083,11.208304
M87-15,0,0.000000,5,2,0.003998,1.055308,5.530767
M87-15,0,0.000000,5,3,0.004025,1.062257,6.225712
M87-15,0,0.000000,5,4,0.004365,1.152159,15.215915
M87-15,0,0.000000,5,5,0.003933,1.038038,3.803831
M87-15,0,0.000000,6,1,0.003927,1.036428,3.642830
M87-15,0,0.000000,6,2,0.003732,0.985111,-1.488887
M87-15,0,0.000000,6,3,0.003762,0.993048,-0.695230
M87-15,0,0.000000,6,4,0.004066,1.073076,7.307588
M87-15,0,0.000000,6,5,0.004254,1.122670,12.266954
M87-15,0,0.000000,7,2,0.004071,1.074586,7.458559
M87-15,0,0.000000,7,3,0.004089,1.079289,7.928894
M87-15,0,0.000000,7,5,0.004267,1.126132,12.613238
M87-15,0,0.000000,7,6,0.004139,1.092304,9.230365
M87-15,0,0.000000,7,7,0.003898,1.028880,2.887972
M87-15,0,0.000000,8,1,0.004192,1.106522,10.652190
M87-15,0,0.000000,8,2,0.003994,1.054165,5.416483
M87-15,0,0.000000,8,3,0.004015,1.059808,5.980779
M87-15,0,0.000000,8,4,0.004214,1.112181,11.218070
M87-15,0,0.000000,8,5,0.003988,1.052674,5.267359
M87-15,0,0.000000,8,6,0.003908,1.031519,3.151908
M87-15,0,0.000000,8,7,0.003890,1.026795,2.679462
M87-15,0,0.000000,8,8,0.002989,0.788827,-21.117313
M87-15,0,0.000000,9,1,0.003085,0.814197,-18.580303
M87-15,0,0.000000,9,2,0.003069,0.809967,-19.003340
M87-15,0,0.000000,9,3,0.003063,0.808344,-19.165582
M87-15,0,0.000000,9,4,0.003089,0.815358,-18.464171
M87-15,0,0.000000,9,5,0.003068,0.809640,-19.036015
M87-15,0,0.000000,9,6,0.003065,0.808911,-19.108941
M87-15,0,0.000000,9,7,0.003075,0.811609,-18.839092
M87-15,0,0.000000,9,8,0.003148,0.830967,-16.903330
M87-15,0,0.000000,9,9,0.003258,0.859992,-14.000768
M87-15,1,0.100000,2,1,0.004051,1.070775,7.077476
M87-15,1,0.100000,2,2,0.003836,1.014125,1.412478
M87-15,1,0.100000,3,1,0.004081,1.078718,7.871807
M87-15,1,0.100000,3,2,0.003838,1.014416,1.441555
M87-15,1,0.100000,3,3,0.003870,1.022962,2.296155
M87-15,1,0.100000,4,2,0.004103,1.084637,8.463657
M87-15,1,0.100000,4,3,0.004174,1.103259,10.325909
M87-15,1,0.100000,5,1,0.004216,1.114470,11.446960
M87-15,1,0.100000,5,2,0.003983,1.052813,5.281309
M87-15,1,0.100000,5,3,0.004026,1.064182,6.418220
M87-15,1,0.100000,5,4,0.004387,1.159624,15.962358
M87-15,1,0.100000,5,5,0.003937,1.040810,4.080956
M87-15,1,0.100000,6,1,0.003943,1.042345,4.234536
M87-15,1,0.100000,6,2,0.003719,0.982975,-1.702465
M87-15,1,0.100000,6,3,0.003756,0.992740,-0.726005
M87-15,1,0.100000,6,4,0.004070,1.075800,7.579980
M87-15,1,0.100000,6,5,0.004254,1.124586,12.458576
M87-15,1,0.100000,7,2,0.004054,1.071703,7.170258
M87-15,1,0.100000,7,3,0.004071,1.076220,7.622009
M87-15,1,0.100000,7,5,0.004260,1.126177,12.617707
M87-15,1,0.100000,7,6,0.004139,1.094005,9.400466
M87-15,1,0.100000,7,7,0.003889,1.028090,2.808968
M87-15,1,0.100000,8,1,0.004167,1.101499,10.149860
M87-15,1,0.100000,8,2,0.003978,1.051589,5.158921
M87-15,1,0.100000,8,3,0.003973,1.050297,5.029660
M87-15,1,0.100000,8,4,0.004214,1.113859,11.385898
M87-15,1,0.100000,8,5,0.003986,1.053532,5.353208
M87-15,1,0.100000,8,6,0.003874,1.024138,2.413785
M87-15,1,0.100000,8,7,0.003851,1.018045,1.804489
M87-15,1,0.100000,8,8,0.003001,0.793380,-20.662035
M87-15,1,0.100000,9,1,0.003072,0.811986,-18.801369
M87-15,1,0.100000,9,2,0.003063,0.809614,-19.038585
M87-15,1,0.100000,9,3,0.003060,0.808999,-19.100070
M87-15,1,0.100000,9,4,0.003085,0.815476,-18.452445
M87-15,1,0.100000,9,5,0.003047,0.805325,-19.467471
M87-15,1,0.100000,9,6,0.003047,0.805439,-19.456131
M87-15,1,0.100000,9,7,0.003062,0.809353,-19.064702
M87-15,1,0.100000,9,8,0.003150,0.832715,-16.728521
M87-15,1,0.100000,9,9,0.003251,0.859326,-14.067365
M87-15,2,0.400000,2,1,0.004049,1.068924,6.892448
M87-15,2,0.400000,2,2,0.003849,1.016228,1.622818
M87-15,2,0.400000,3,1,0.004070,1.074593,7.459277
M87-15,2,0.400000,3,2,0.003847,1.015764,1.576352
M87-15,2,0.400000,3,3,0.003888,1.026535,2.653511
M87-15,2,0.400000,4,2,0.004121,1.088041,8.804142
M87-15,2,0.400000,4,3,0.004163,1.099037,9.903741
M87-15,2,0.400000,5,1,0.004229,1.116578,11.657821
M87-15,2,0.400000,5,2,0.003993,1.054129,5.412939
M87-15,2,0.400000,5,3,0.004043,1.067472,6.747243
M87-15,2,0.400000,5,4,0.004390,1.159089,15.908902
M87-15,2,0.400000,5,5,0.003934,1.038606,3.860563
M87-15,2,0.400000,6,1,0.003923,1.035749,3.574905
M87-15,2,0.400000,6,2,0.003743,0.988180,-1.182019
M87-15,2,0.400000,6,3,0.003751,0.990247,-0.975300
M87-15,2,0.400000,6,4,0.004077,1.076420,7.641972
M87-15,2,0.400000,6,5,0.004224,1.115131,11.513143
M87-15,2,0.400000,7,2,0.004057,1.071015,7.101544
M87-15,2,0.400000,7,3,0.004080,1.077127,7.712726
M87-15,2,0.400000,7,5,0.004232,1.117323,11.732271
M87-15,2,0.400000,7,6,0.004124,1.088794,8.879384
M87-15,2,0.400000,7,7,0.003891,1.027285,2.728490
M87-15,2,0.400000,8,1,0.004188,1.105603,10.560333
M87-15,2,0.400000,8,2,0.004001,1.056191,5.619130
M87-15,2,0.400000,8,3,0.004011,1.058879,5.887892
M87-15,2,0.400000,8,4,0.004200,1.108750,10.875032
M87-15,2,0.400000,8,5,0.004001,1.056313,5.631275
M87-15,2,0.400000,8,6,0.003856,1.017950,1.794952
M87-15,2,0.400000,8,7,0.003886,1.025817,2.581701
M87-15,2,0.400000,8,8,0.003010,0.794786,-20.521352
M87-15,2,0.400000,9,1,0.003076,0.812025,-18.797528
M87-15,2,0.400000,9,2,0.003066,0.809561,-19.043902
M87-15,2,0.400000,9,3,0.003068,0.809885,-19.011482
M87-15,2,0.400000,9,4,0.003073,0.811390,-18.861023
